indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_-8db,N,New_N_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5243510430953208,2x212,0.015095000038854778,32,0.3509005429885042,0.27649270500661927,0.011950600077398121,13,0.21208710826416272,0.21646379845778754,0.0013802999164909124,5,0.15539755444734,0.22689430904220842,0.000575499958358705,2,0.13223200448102496,0.39885226418049186,0.0003747999435290694
1,SNR_-8db,N,New_N_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5220965742155652,2x212,0.013689400046132505,32,0.3494051137666269,0.276324643366826,0.010009700083173811,13,0.20895641937758186,0.2111072168367122,0.0016264000441879034,5,0.1658373474051716,0.2463118479292279,0.0008258000016212463,2,0.1277166359899315,0.39792241704059517,0.00041740003507584333
2,SNR_-8db,AS,New_AS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5290935069814767,2x212,0.013098399969749153,32,0.3572194187717174,0.2818699132703076,0.010049099917523563,13,0.2087069062158166,0.21515972369799619,0.0012792999623343349,5,0.16287615299813693,0.25956527879433994,0.0005631999811157584,2,0.17580574718338518,0.4346470670324496,0.0003491999814286828
3,SNR_-8db,AS,New_AS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.527126412162683,2x212,0.014674899983219802,32,0.3504322027952191,0.27396896860403336,0.011600399971939623,13,0.20762701720900678,0.20205946920909917,0.001324299955740571,5,0.18480682321518374,0.2486977268079067,0.0005673998966813087,2,0.18428046714874,0.4586129940357212,0.00034849997609853745
4,SNR_-8db,MR,New_MR_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5240389281216962,2x212,0.014714700053445995,32,0.3558677703124107,0.27014729084708644,0.011600000085309148,13,0.2086599292458359,0.20421922231010972,0.001356799970380962,5,0.1692429059003688,0.2226207436370972,0.0005913999630138278,2,0.1433155547342815,0.360771330962371,0.0003622999647632241
5,SNR_-8db,MR,New_MR_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5280425347292294,2x212,0.014814800000749528,32,0.35722666715947154,0.27493681962428757,0.01153709995560348,13,0.21060304362692242,0.21939581846278378,0.0015101999742910266,5,0.164307199766274,0.2534496055667968,0.000604800065048039,2,0.1451772269740469,0.3778003212721973,0.0003746000584214926
6,SNR_-8db,MS,New_MS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5283817229097295,2x212,0.015411800006404519,32,0.3555508258649866,0.275436748559336,0.01193729997612536,13,0.22162870503969054,0.2216256623215214,0.0016123000532388687,5,0.14668156841343494,0.227996083031825,0.0005934999790042639,2,0.14540608523961093,0.39849328091645325,0.00037990009877830744
7,SNR_-8db,MS,New_MS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5289751630704748,2x212,0.014893700019456446,32,0.35616432047851515,0.27736957992195105,0.011536900070495903,13,0.21378189262338038,0.21287893836024407,0.0014526000013574958,5,0.15541398736284134,0.24280256873818012,0.0006176000460982323,2,0.14204979124492711,0.39120229397873263,0.000381199992261827
8,SNR_-8db,MVP,New_MVP_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.5294658139049196,2x212,0.01677650003693998,32,0.3516042937377568,0.2651662670627735,0.013400799944065511,13,0.20669307579296795,0.19294151280133548,0.00158250005915761,5,0.16580156004645655,0.18636863308192947,0.0006219000788405538,2,0.23611733604899407,0.28936311209183385,0.0003937000874429941
9,SNR_-8db,MVP,New_MVP_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4533264789183501,2x212,0.01531519996933639,32,0.2655032824781021,0.2651713191429397,0.011606500018388033,13,0.13772406839743778,0.18947328099757038,0.001878799987025559,5,0.11522000792769875,0.17880704633699732,0.0006104999920353293,2,0.225257164871112,0.31049058309327643,0.00038380001205950975
