indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_-8db,ONMF,7,1,0.05,False,0.3954142907263323,7x212,126x7,0.025770199950784445
1,SNR_-8db,ONMF,7,1,0.05,False,0.395920230933271,7x212,126x7,0.02586340019479394
2,SNR_-8db,ONMF,7,1,0.05,False,0.3961318979041957,7x212,126x7,0.02561300015076995
3,SNR_-8db,ONMF,7,1,0.05,False,0.396035174438901,7x212,126x7,0.025964200031012297
4,SNR_-8db,ONMF,7,1,0.05,False,0.39573600398379366,7x212,126x7,0.031163999810814857
5,SNR_-8db,ONMF,7,1,0.05,False,0.39530562903097993,7x212,126x7,0.02538160001859069
6,SNR_-8db,ONMF,7,1,0.05,False,0.3985896328562158,7x212,126x7,0.027662400156259537
7,SNR_-8db,ONMF,7,1,0.05,False,0.3966274089899679,7x212,126x7,0.029572299914434552
8,SNR_-8db,ONMF,7,1,0.05,False,0.39496735631875673,7x212,126x7,0.025424599880352616
9,SNR_-8db,ONMF,7,1,0.05,False,0.39708881423810394,7x212,126x7,0.025824399897828698
10,SNR_-8db,ONMF,7,1,0.05,False,0.39812547463147274,7x212,126x7,0.027240200201049447
11,SNR_-8db,ONMF,7,1,0.05,False,0.39312942753697017,7x212,126x7,0.025158900069072843
12,SNR_-8db,ONMF,7,1,0.05,False,0.39249028405348557,7x212,126x7,0.031228900188580155
13,SNR_-8db,ONMF,7,1,0.05,False,0.3968596692887201,7x212,126x7,0.025904100155457854
14,SNR_-8db,ONMF,7,1,0.05,False,0.40059447733607817,7x212,126x7,0.028009099885821342
15,SNR_-8db,ONMF,7,1,0.05,False,0.3984662969223664,7x212,126x7,0.027723200153559446
16,SNR_-8db,ONMF,7,1,0.05,False,0.39767891580705367,7x212,126x7,0.0239395999815315
17,SNR_-8db,ONMF,7,1,0.05,False,0.3973908717005783,7x212,126x7,0.02606409997679293
18,SNR_-8db,ONMF,7,1,0.05,False,0.3915648303706881,7x212,126x7,0.027270999969914556
19,SNR_-8db,ONMF,7,1,0.05,False,0.3983435238336323,7x212,126x7,0.026550200069323182
20,SNR_-8db,ONMF,7,1,0.05,False,0.39555309369579145,7x212,126x7,0.024446599883958697
21,SNR_-8db,ONMF,7,1,0.05,False,0.39600666297711257,7x212,126x7,0.028943700017407537
22,SNR_-8db,ONMF,7,1,0.05,False,0.39486713823657094,7x212,126x7,0.026230999967083335
23,SNR_-8db,ONMF,7,1,0.05,False,0.3994319537867461,7x212,126x7,0.025776599999517202
24,SNR_-8db,ONMF,7,1,0.05,False,0.3967056116119852,7x212,126x7,0.02834129985421896
25,SNR_-8db,ONMF,7,1,0.05,False,0.3974441704366647,7x212,126x7,0.02707579988054931
26,SNR_-8db,ONMF,7,1,0.05,False,0.39079409388614217,7x212,126x7,0.0275286000687629
27,SNR_-8db,ONMF,7,1,0.05,False,0.39950591683552766,7x212,126x7,0.02758460002951324
28,SNR_-8db,ONMF,7,1,0.05,False,0.3948946709639168,7x212,126x7,0.02536799991503358
29,SNR_-8db,ONMF,7,1,0.05,False,0.3965082701318504,7x212,126x7,0.02735240012407303
30,SNR_-8db,ONMF,7,1,0.05,False,0.3935378836875448,7x212,126x7,0.024882799945771694
31,SNR_-8db,ONMF,7,1,0.05,False,0.39075489210005276,7x212,126x7,0.02483439981006086
32,SNR_-8db,ONMF,7,1,0.05,False,0.39362437607903844,7x212,126x7,0.03011449985206127
33,SNR_-8db,ONMF,7,1,0.05,False,0.3979666845032967,7x212,126x7,0.02597400010563433
34,SNR_-8db,ONMF,7,1,0.05,False,0.39914783799155257,7x212,126x7,0.02689140010625124
35,SNR_-8db,ONMF,7,1,0.05,False,0.3919759597169454,7x212,126x7,0.03240630007348955
36,SNR_-8db,ONMF,7,1,0.05,False,0.2968743629090887,7x212,126x7,0.0287346001714468
37,SNR_-8db,ONMF,7,1,0.05,False,0.3979843641023337,7x212,126x7,0.023867500014603138
38,SNR_-8db,ONMF,7,1,0.05,False,0.39937550960632107,7x212,126x7,0.024126899894326925
39,SNR_-8db,ONMF,7,1,0.05,False,0.4009456198329299,7x212,126x7,0.02418409986421466
40,SNR_-8db,ONMF,7,1,0.05,False,0.39843350946050726,7x212,126x7,0.027307699900120497
41,SNR_-8db,ONMF,7,1,0.05,False,0.39703251492767927,7x212,126x7,0.027149500092491508
42,SNR_-8db,ONMF,7,1,0.05,False,0.39299034069768757,7x212,126x7,0.02566399984061718
43,SNR_-8db,ONMF,7,1,0.05,False,0.3947271364709164,7x212,126x7,0.02557549998164177
44,SNR_-8db,ONMF,7,1,0.05,False,0.38978984993061044,7x212,126x7,0.026231100084260106
45,SNR_-8db,ONMF,7,1,0.05,False,0.3915632539778197,7x212,126x7,0.026317999931052327
46,SNR_-8db,ONMF,7,1,0.05,False,0.39770042812643497,7x212,126x7,0.026254599913954735
47,SNR_-8db,ONMF,7,1,0.05,False,0.3942607544003477,7x212,126x7,0.025318099884316325
48,SNR_-8db,ONMF,7,1,0.05,False,0.3962485677848413,7x212,126x7,0.024834599811583757
49,SNR_-8db,ONMF,7,1,0.05,False,0.3964212904769615,7x212,126x7,0.026388899888843298
50,SNR_-8db,ONMF,7,1,0.05,False,0.3927426237246381,7x212,126x7,0.02488830010406673
51,SNR_-8db,ONMF,7,1,0.05,False,0.39242998454062267,7x212,126x7,0.026246000081300735
52,SNR_-8db,ONMF,7,1,0.05,False,0.3973357702785834,7x212,126x7,0.026043500052765012
53,SNR_-8db,ONMF,7,1,0.05,False,0.39377677766501296,7x212,126x7,0.027837099973112345
54,SNR_-8db,ONMF,7,1,0.05,False,0.3972683417948377,7x212,126x7,0.025079100159928203
55,SNR_-8db,ONMF,7,1,0.05,False,0.395709546927362,7x212,126x7,0.02459879987873137
56,SNR_-8db,ONMF,7,1,0.05,False,0.3960475960031822,7x212,126x7,0.024795600213110447
57,SNR_-8db,ONMF,7,1,0.05,False,0.3954009992717535,7x212,126x7,0.02588959992863238
58,SNR_-8db,ONMF,7,1,0.05,False,0.3860022381456713,7x212,126x7,0.024749600095674396
59,SNR_-8db,ONMF,7,1,0.05,False,0.3964738700652802,7x212,126x7,0.025357099948450923
60,SNR_-8db,ONMF,7,1,0.05,False,0.3937078430991231,7x212,126x7,0.025950400158762932
61,SNR_-8db,ONMF,7,1,0.05,False,0.39485111748540347,7x212,126x7,0.026830200105905533
62,SNR_-8db,ONMF,7,1,0.05,False,0.39367298045126686,7x212,126x7,0.025835700100287795
63,SNR_-8db,ONMF,7,1,0.05,False,0.39391745558857183,7x212,126x7,0.025792399886995554
64,SNR_-8db,ONMF,7,1,0.05,False,0.39218918477145237,7x212,126x7,0.02500650007277727
65,SNR_-8db,ONMF,7,1,0.05,False,0.39702198303105213,7x212,126x7,0.025188100058585405
66,SNR_-8db,ONMF,7,1,0.05,False,0.3946388727638587,7x212,126x7,0.028628200059756637
67,SNR_-8db,ONMF,7,1,0.05,False,0.39833220672875586,7x212,126x7,0.024231099989265203
68,SNR_-8db,ONMF,7,1,0.05,False,0.39267352054047766,7x212,126x7,0.02598170004785061
