indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_0db,N,New_N_001.wav,28-8,DeepONMF_H2,2,nndsvd,0.322832439997527,8x212,0.036169399973005056,28,0.23659111839630523,0.27862619673332795,0.030432799947448075,8,0.27223882756396894,0.31586613302283706,0.004700300050899386
1,SNR_0db,N,New_N_002.wav,28-8,DeepONMF_H2,2,nndsvd,0.31602286913537464,8x212,0.03119250002782792,28,0.23593916295476952,0.29652239643976963,0.026279499987140298,8,0.2549347167384049,0.32137786155705467,0.003759099985472858
2,SNR_0db,N,New_N_003.wav,28-8,DeepONMF_H2,2,nndsvd,0.32215989018705404,8x212,0.03217330004554242,28,0.24009373677479737,0.29394086567658967,0.0274078999646008,8,0.2595709301577057,0.3094511523899648,0.0038228000048547983
3,SNR_0db,N,New_N_004.wav,28-8,DeepONMF_H2,2,nndsvd,0.3220949950706597,8x212,0.03246659995056689,28,0.2392554452781999,0.29493086374694416,0.026869899942539632,8,0.2673862512795891,0.3287380091720002,0.004703699960373342
4,SNR_0db,N,New_N_005.wav,28-8,DeepONMF_H2,2,nndsvd,0.31872390179431426,8x212,0.029784300015307963,28,0.23702425265022364,0.2892733036651364,0.025287700002081692,8,0.2617388455270648,0.3085149007114526,0.003640000009909272
5,SNR_0db,N,New_N_006.wav,28-8,DeepONMF_H2,2,nndsvd,0.3226896054816361,8x212,0.03200739994645119,28,0.23787133868970145,0.28960428327922016,0.02749580005183816,8,0.2702977194820784,0.3182971884744326,0.003492399933747947
6,SNR_0db,N,New_N_007.wav,28-8,DeepONMF_H2,2,nndsvd,0.3234634609038913,8x212,0.029551199986599386,28,0.23792671002400081,0.2927137804662721,0.02503010001964867,8,0.2649279454333924,0.30033655338243576,0.003603900084272027
7,SNR_0db,N,New_N_008.wav,28-8,DeepONMF_H2,2,nndsvd,0.31842796511545157,8x212,0.0288598999613896,28,0.23451522456746207,0.2866279745089007,0.024231499992311,8,0.2654940682327745,0.30526788097690666,0.0037874000845476985
8,SNR_0db,N,New_N_009.wav,28-8,DeepONMF_H2,2,nndsvd,0.31784482729084035,8x212,0.028914799913764,28,0.23693042427982963,0.28765339064178297,0.02459599997382611,8,0.2650332243600458,0.31740396895031125,0.0035670000361278653
9,SNR_0db,N,New_N_010.wav,28-8,DeepONMF_H2,2,nndsvd,0.31987427992633327,8x212,0.0320988999446854,28,0.23780944744036298,0.28920208024424493,0.027646400034427643,8,0.2658910130771397,0.3115057641801687,0.003718300024047494
