indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos,capa_5_rango,capa_5_error,capa_5_ortogonalidad_h,capa_5_segundos
0,N,New_N_001.wav,14-11-8-6-4,5,0.461710212737444,126x4,4x212,14,0.053565624277173415,0.3483658118832574,0.009279799996875226,11,0.178607404896393,0.1187433714842527,0.0060395999971660785,8,0.3270214174989692,0.10064264329469472,0.0043078999951831065,6,0.33891781445880037,0.07961575471867796,0.0027533000029507093,4,0.4725035337878508,0.07411540973576043,0.0023759999967296608
1,N,New_N_002.wav,14-11-8-6-4,5,0.4879445276876644,126x4,4x212,14,0.05302317688497208,0.45024797291148055,0.009531099996820558,11,0.18557171653073995,0.20528987906336668,0.005722300003981218,8,0.31525881040982223,0.1681149994277986,0.004510099999606609,6,0.3408439890965295,0.14817273257305322,0.0041152999983751215,4,0.41491530864627607,0.17805427269784294,0.003574599999410566
2,N,New_N_003.wav,14-11-8-6-4,5,0.5004584172224843,126x4,4x212,14,0.05360478389717511,0.38382074437055286,0.009230600000591949,11,0.20838538096022335,0.1649738299738726,0.005463200002850499,8,0.3220738279942635,0.14220229582974822,0.004223099997034296,6,0.37760148703287366,0.14489866602152698,0.004032299999380484,4,0.43174623727625155,0.14824244139226306,0.003511800001433585
3,N,New_N_004.wav,14-11-8-6-4,5,0.4304511720886663,126x4,4x212,14,0.05797804912504783,0.3663927473288995,0.008811699997750111,11,0.17086795051663806,0.16644550806863945,0.005513199997949414,8,0.17613800382576586,0.11866383269342218,0.004164000005403068,6,0.27636107729889503,0.1048124822585145,0.0038530000019818544,4,0.4100132525445506,0.09397312027299831,0.0035296999994898215
4,N,New_N_005.wav,14-11-8-6-4,5,0.5062634270607841,126x4,4x212,14,0.056848279548327836,0.37074822888858067,0.01159390000248095,11,0.20848596534285183,0.24518358525400602,0.004222600000503007,8,0.3241305183587407,0.172160837372767,0.0027465999955893494,6,0.41380090422223187,0.12341558226690443,0.0025397999997949228,4,0.46942313882050607,0.11077394698835409,0.002150100001017563
5,N,New_N_006.wav,14-11-8-6-4,5,0.4625762787665832,126x4,4x212,14,0.05813570900257088,0.3661931673566286,0.008810400002403185,11,0.18273946700165286,0.1771355510719447,0.0034213999970234,8,0.3738053265149474,0.16578632445657776,0.0025330999997095205,6,0.3145467400598672,0.17073200264206395,0.002362799998081755,4,0.39506978455821473,0.12874707278730985,0.0020451999953365885
6,N,New_N_007.wav,14-11-8-6-4,5,0.45156507738778484,126x4,4x212,14,0.057882584901206464,0.387855608555497,0.008270100006484427,11,0.22580147510192863,0.199611282889344,0.003714300000865478,8,0.37732682692731856,0.19359825928342428,0.0024438000036752783,6,0.4224105848533243,0.15421883787999194,0.00231280000298284,4,0.46553220128141376,0.16639450177172913,0.002122300000337418
7,N,New_N_008.wav,14-11-8-6-4,5,0.49021733394316935,126x4,4x212,14,0.057192134199308145,0.3461708825397673,0.008384000000660308,11,0.18808674098681408,0.15190694576539301,0.0032403000004705973,8,0.2520525344365586,0.14679075657731946,0.0024556999997003004,6,0.37379070992828445,0.1759344941795157,0.0024879000047803856,4,0.3907382400196467,0.17591528988326857,0.002081500002532266
8,N,New_N_009.wav,14-11-8-6-4,5,0.4076268727444172,126x4,4x212,14,0.048771728860134644,0.35404304696216016,0.008051200005866122,11,0.2337172248724124,0.1594903059967334,0.0034261000037076883,8,0.3502201979149495,0.1304816849177965,0.0025977999976021238,6,0.3838826952366944,0.12223630182933715,0.0023819999987608753,4,0.41374670655309576,0.1205061686601706,0.002044900000328198
9,N,New_N_010.wav,14-11-8-6-4,5,0.4696012203229598,126x4,4x212,14,0.05452708359376625,0.3300242884447448,0.007900800002971664,11,0.18534052692038838,0.16859986893923135,0.003704800001287367,8,0.30950862282986774,0.155163678485569,0.002466500001901295,6,0.3611921979428361,0.1412176415960478,0.0023289000018849038,4,0.4211026872651774,0.1361968139386106,0.0019864999994751997
10,N,New_N_011.wav,14-11-8-6-4,5,0.468730059025105,126x4,4x212,14,0.05478225934126827,0.3977868892448179,0.008007999997062143,11,0.19369303675620925,0.21532953250574002,0.003322600001411047,8,0.27241558374535707,0.2156679247952156,0.0024755999984336086,6,0.3024169374240613,0.2208039013633715,0.0023537000015494414,4,0.4117385680206552,0.2146329157303498,0.0020011000015074387
11,N,New_N_012.wav,14-11-8-6-4,5,0.45978235409271734,126x4,4x212,14,0.06255224139525602,0.361842233888757,0.008373299999220762,11,0.1668560033420927,0.22343403227279368,0.003255900002841372,8,0.33238994756608325,0.1836298491653123,0.0024222000065492466,6,0.3221516154545162,0.163403220292473,0.0022822000028099865,4,0.45309692676987195,0.17466342909688395,0.0020738999955938198
12,N,New_N_013.wav,14-11-8-6-4,5,0.5080522217836103,126x4,4x212,14,0.05269887369976436,0.3353642552471599,0.008150599998771213,11,0.1687238731350854,0.16228014719676653,0.003312199994979892,8,0.25705810122070877,0.13257750702159615,0.0024686999968253076,6,0.3066323868635543,0.11027634078575752,0.0024686999968253076,4,0.4969136686618106,0.1372617372265983,0.0020663000032072887
13,N,New_N_014.wav,14-11-8-6-4,5,0.4617369460632601,126x4,4x212,14,0.05115927572796739,0.3213620920444098,0.00780549999763025,11,0.2331381669326932,0.19320515026992985,0.003365900003700517,8,0.33783439542471383,0.1650829851775572,0.0026627000042935833,6,0.37092901003450074,0.17236318748373003,0.002408200001809746,4,0.5115585012960987,0.21412521982051871,0.0020624999961000867
14,N,New_N_015.wav,14-11-8-6-4,5,0.4873025824377858,126x4,4x212,14,0.05659879463096962,0.3564163198397621,0.007913500005088281,11,0.23635445726616297,0.17046958761150888,0.004262299997208174,8,0.31265402153804045,0.12625696210864795,0.002525500000047032,6,0.37639881004635756,0.12789895929389178,0.0023160999990068376,4,0.4284742907031804,0.10977260863887817,0.001991099998122081
15,N,New_N_016.wav,14-11-8-6-4,5,0.44424524784120656,126x4,4x212,14,0.05277660241125205,0.3546171971648435,0.008784199999354314,11,0.1927725373497646,0.16671169956829915,0.004499800001212861,8,0.28375265901438945,0.121227134613441,0.00240979999944102,6,0.32116141567379836,0.11341640885898532,0.002260299996123649,4,0.4166884471055314,0.11212135068129292,0.00196200000209501
16,N,New_N_017.wav,14-11-8-6-4,5,0.4720423273543317,126x4,4x212,14,0.05394978938677069,0.3688972548062739,0.008379500002774876,11,0.1763351061109966,0.21179043885282225,0.003254100003687199,8,0.30204188166735557,0.1655053967240885,0.002454800000123214,6,0.32627367241678273,0.1400631609990836,0.00294430000212742,4,0.43952776075182476,0.12015132095752451,0.002129299995431211
17,N,New_N_018.wav,14-11-8-6-4,5,0.4149200875947871,126x4,4x212,14,0.05612810993812861,0.3738824578645311,0.007726099996943958,11,0.16197847464944665,0.17299132130556263,0.004206400000839494,8,0.1947126382811573,0.14232605983968938,0.002553700003772974,6,0.31327732159479366,0.12253232753790683,0.0023195000030682422,4,0.4500337888543479,0.10592009113718115,0.002003000001423061
18,N,New_N_019.wav,14-11-8-6-4,5,0.4056717484458615,126x4,4x212,14,0.06334692050288854,0.37421489288101945,0.007736999999906402,11,0.17929481773649072,0.2232961767381564,0.004103200000827201,8,0.27469617889119097,0.19627724150718404,0.0025544999953126535,6,0.32628479747298883,0.20819347939133165,0.0023604000016348436,4,0.39589900142258316,0.20341473138229285,0.002021799999056384
19,N,New_N_020.wav,14-11-8-6-4,5,0.427355278989,126x4,4x212,14,0.05054411877610402,0.3700216151591695,0.008729000001039822,11,0.19540844766872506,0.18492203747433125,0.003519199999573175,8,0.33480083747729067,0.16090473214393036,0.002480499999364838,6,0.366643765405041,0.14725654933808652,0.0023303999987547286,4,0.43742835402252706,0.13668325928408245,0.0019874999998137355
20,N,New_N_021.wav,14-11-8-6-4,5,0.5005606968964821,126x4,4x212,14,0.052162736024703324,0.3229509564591082,0.008087900001555681,11,0.1633013890015542,0.16649910753738714,0.004483899996557739,8,0.25636954747658475,0.13972945741954385,0.0024113999970722944,6,0.2753723602018287,0.1329357736031684,0.002527399999962654,4,0.4161844356756036,0.1538208626238575,0.0020979999972041696
21,N,New_N_022.wav,14-11-8-6-4,5,0.5537723451097939,126x4,4x212,14,0.05679935851003456,0.3353122912178846,0.007844700005080085,11,0.17910926243578434,0.1475136538002443,0.003234399999200832,8,0.2663772241124176,0.1200922803709765,0.002747099999396596,6,0.36860836317572915,0.1178796558031137,0.002466000005370006,4,0.4049181912641951,0.10907002191178007,0.0020864999969489872
22,N,New_N_023.wav,14-11-8-6-4,5,0.4458280960170242,126x4,4x212,14,0.05132059468658288,0.36975355634749846,0.00791130000288831,11,0.24250587052198552,0.2062127569662022,0.004856300001847558,8,0.3737440326753312,0.1882375421487259,0.002611399999295827,6,0.3528871544045878,0.16100086240330994,0.002420299999357667,4,0.4053204104725077,0.17718633304337447,0.002034399993135594
23,N,New_N_024.wav,14-11-8-6-4,5,0.46830621385377724,126x4,4x212,14,0.058887994450877376,0.3888116510446288,0.008618700005172286,11,0.1788163355953433,0.20526755582644524,0.004636600002413616,8,0.3268791917827503,0.13645524806031606,0.0025246000004699454,6,0.3476780644935702,0.11855682907367786,0.0023526000004494563,4,0.48459664127006813,0.08964340874195743,0.0020177000042167492
24,N,New_N_025.wav,14-11-8-6-4,5,0.47092760394299754,126x4,4x212,14,0.05635554533133929,0.38284739886185937,0.008808999999018852,11,0.1972041258349691,0.18172618495493992,0.004272099999070633,8,0.3339580417810315,0.18814060529298834,0.0026477999999769963,6,0.3643842052311906,0.17414518030141082,0.002498300003935583,4,0.43549533575810323,0.18148633965824312,0.002088900000671856
25,N,New_N_026.wav,14-11-8-6-4,5,0.5024713141580526,126x4,4x212,14,0.060831035616713096,0.37505001949956773,0.007887499996286351,11,0.22294396178820403,0.13888823458205315,0.003737799997907132,8,0.33436686376539154,0.1238379334838284,0.0025528999976813793,6,0.41583443609581805,0.10566763630884142,0.002380400001129601,4,0.3793879744856024,0.1533850309121165,0.0020307000013417564
26,N,New_N_027.wav,14-11-8-6-4,5,0.451148654698034,126x4,4x212,14,0.05464878696773838,0.34960962991154554,0.008279000001493841,11,0.20197679475072675,0.20050833691256567,0.003352499996253755,8,0.32475519341849346,0.16874998677729927,0.0024724000031710602,6,0.3524387275469195,0.15634938260667358,0.002316800004336983,4,0.4524882175359141,0.1550987382297356,0.001984099995752331
27,N,New_N_028.wav,14-11-8-6-4,5,0.43070040840611645,126x4,4x212,14,0.0516398104529445,0.377275740282067,0.009228299997630529,11,0.16974418593981555,0.2019293097671099,0.004140000004554167,8,0.2984377952567949,0.1819075621848792,0.002413000001979526,6,0.311844503647833,0.16996029898075196,0.0024626000013086013,4,0.3915664944349746,0.1728289180608922,0.0021197000023676082
28,N,New_N_029.wav,14-11-8-6-4,5,0.4853832158524797,126x4,4x212,14,0.06236168937410599,0.36066645119122387,0.007904399994004052,11,0.19261476004968478,0.16522101493649793,0.004753799999889452,8,0.2958909320969321,0.17681552787484442,0.0026983999996446073,6,0.23866252916333697,0.1919812882540723,0.0024323999969055876,4,0.3326912220344031,0.17817338826423731,0.0020857000054093078
29,N,New_N_030.wav,14-11-8-6-4,5,0.4139297712790164,126x4,4x212,14,0.06017453805026844,0.34827975079963525,0.008291599995573051,11,0.15633204789661623,0.1847799630364679,0.0035130000032950193,8,0.25931633162999873,0.18243460804384368,0.0025162000019918196,6,0.31563626935541034,0.16720893183345614,0.0023560999979963526,4,0.4509374446091196,0.17513939350682373,0.002024000001256354
30,N,New_N_031.wav,14-11-8-6-4,5,0.4310315917605439,126x4,4x212,14,0.055902622034176445,0.3431299588588878,0.008054399993852712,11,0.2176110348207588,0.14893531366250493,0.003303399993455969,8,0.3583722843346782,0.1624760531206996,0.002462199998262804,6,0.3785291814637116,0.16949576677455414,0.002329399998416193,4,0.46042946385241246,0.19336898021620866,0.002013600002101157
31,N,New_N_032.wav,14-11-8-6-4,5,0.4540506679503151,126x4,4x212,14,0.05300257516007365,0.3914497279520374,0.008006100004422478,11,0.20975625778045448,0.21260443308289878,0.0033744000029400922,8,0.38866730928553683,0.1705846489096766,0.0023981999984243885,6,0.29102553707551965,0.1554444170314383,0.002722700002777856,4,0.4418552507575183,0.13553998215075455,0.002085099993564654
32,N,New_N_033.wav,14-11-8-6-4,5,0.4840081796688356,126x4,4x212,14,0.049257515619879545,0.37826857795478397,0.007842200000595767,11,0.2394168696714041,0.21057210494310985,0.004140400000324007,8,0.32778072603062014,0.16757420582051788,0.0026106999939656816,6,0.3645786137386253,0.13372726950630504,0.002337400001124479,4,0.4782933859630135,0.14700503709097965,0.0020186000037938356
33,N,New_N_034.wav,14-11-8-6-4,5,0.501898967817311,126x4,4x212,14,0.06764420504232005,0.3539272038377017,0.00782930000423221,11,0.22718008740087323,0.16393655478818583,0.004714700000477023,8,0.31204224107682976,0.1372883311275134,0.0024665999953867868,6,0.3781621345163398,0.1307375192179908,0.0022711000056006014,4,0.46180178915004344,0.10130387448722537,0.001959100001840852
34,N,New_N_035.wav,14-11-8-6-4,5,0.4398222632938584,126x4,4x212,14,0.05158779090505021,0.3463973549147036,0.008671299998241011,11,0.1601474581727971,0.18003761256008663,0.003249099994718563,8,0.25937552804946257,0.13908671074326331,0.002405900006124284,6,0.2621035145620322,0.1297864798145107,0.0022796000048401766,4,0.35785130262974624,0.1453724334529406,0.0021278999993228354
35,N,New_N_036.wav,14-11-8-6-4,5,0.48915097281710596,126x4,4x212,14,0.05641406498780273,0.3563147271733777,0.008335300000908319,11,0.1686716009484625,0.17940916701634882,0.0035359999965294264,8,0.22722612001269077,0.13880576130119512,0.0025572000013198704,6,0.31149610499617947,0.14482707975773187,0.0023319999963860027,4,0.35894215325861334,0.12696361480211524,0.0022027000013622455
36,N,New_N_037.wav,14-11-8-6-4,5,0.461628864314594,126x4,4x212,14,0.03438936569637427,0.40435036004114844,0.007963100004417356,11,0.13641619639236835,0.11983814126447265,0.0032312000039382838,8,0.34735107646631774,0.08449549709020965,0.0026035999981104396,6,0.3720628937847313,0.06636254681034484,0.002377099997829646,4,0.49790416508267066,0.09194407600200306,0.0020256999996490777
37,N,New_N_038.wav,14-11-8-6-4,5,0.49514060688930484,126x4,4x212,14,0.035325505460527956,0.3544419029121221,0.007636499998625368,11,0.13592929300894338,0.1304610138396757,0.004102399994735606,8,0.3652199731360962,0.11602522472185475,0.0024630999978398904,6,0.3429095357591196,0.1110710592618202,0.0022908999962965026,4,0.4466275410805346,0.14000322043308303,0.002010700001846999
38,N,New_N_039.wav,14-11-8-6-4,5,0.5002954019445255,126x4,4x212,14,0.03752717860119739,0.38710991081294494,0.0083228000003146,11,0.184035948078385,0.13650379061290796,0.0032781999980215915,8,0.31206736067849866,0.10345437634936615,0.002449799998430535,6,0.3604095192262858,0.09127987664737112,0.002296700004080776,4,0.4652731190985439,0.08631776480513549,0.001979200002097059
39,N,New_N_040.wav,14-11-8-6-4,5,0.4761253744896919,126x4,4x212,14,0.041747277457630655,0.3742797050808921,0.008050999997067265,11,0.11523566249001718,0.16613704514818142,0.003419100001337938,8,0.25935027556249557,0.09135464131374807,0.0024128000004566275,6,0.29924444361650265,0.04396014096391191,0.0023197999980766326,4,0.5279197776900393,0.05895472078621682,0.001982400004635565
