indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,error_final,forma_h,forma_w,segundos
0,SNR_0db,NMF,28-13-6,3,0.0,0.32442125999779015,6x212,126x6,0.03729429992381483
1,SNR_0db,NMF,28-13-6,3,0.0,0.3119281063760097,6x212,126x6,0.035612900042906404
2,SNR_0db,NMF,28-13-6,3,0.0,0.32612101066126126,6x212,126x6,0.03314650000538677
3,SNR_0db,NMF,28-13-6,3,0.0,0.3238197736649735,6x212,126x6,0.03226160001941025
4,SNR_0db,NMF,28-13-6,3,0.0,0.31291902117089393,6x212,126x6,0.03373820008710027
5,SNR_0db,NMF,28-13-6,3,0.0,0.3237957023250063,6x212,126x6,0.032963500008918345
6,SNR_0db,NMF,28-13-6,3,0.0,0.32260737424888924,6x212,126x6,0.035135500016622245
7,SNR_0db,NMF,28-13-6,3,0.0,0.31840757453626733,6x212,126x6,0.03732159989885986
8,SNR_0db,NMF,28-13-6,3,0.0,0.31905460734783975,6x212,126x6,0.038860299973748624
9,SNR_0db,NMF,28-13-6,3,0.0,0.32250587853908497,6x212,126x6,0.03835439996328205
10,SNR_0db,NMF,28-13-6,3,0.0,0.32775812290726763,6x212,126x6,0.03712989995256066
11,SNR_0db,NMF,28-13-6,3,0.0,0.32312407005700455,6x212,126x6,0.038914799923077226
12,SNR_0db,NMF,28-13-6,3,0.0,0.31944157446593113,6x212,126x6,0.04052919999230653
13,SNR_0db,NMF,28-13-6,3,0.0,0.31722677661601617,6x212,126x6,0.04453419998753816
14,SNR_0db,NMF,28-13-6,3,0.0,0.3272025151608204,6x212,126x6,0.04136029991786927
15,SNR_0db,NMF,28-13-6,3,0.0,0.3253093003277346,6x212,126x6,0.03355329995974898
16,SNR_0db,NMF,28-13-6,3,0.0,0.32723916495539734,6x212,126x6,0.03300040005706251
17,SNR_0db,NMF,28-13-6,3,0.0,0.32313090216095613,6x212,126x6,0.034623100073076785
18,SNR_0db,NMF,28-13-6,3,0.0,0.31872805251224695,6x212,126x6,0.0369604000588879
19,SNR_0db,NMF,28-13-6,3,0.0,0.32145471240445883,6x212,126x6,0.03302309999708086
20,SNR_0db,NMF,28-13-6,3,0.0,0.3163859245434611,6x212,126x6,0.03318100003525615
21,SNR_0db,NMF,28-13-6,3,0.0,0.32036700436069754,6x212,126x6,0.03426519990898669
22,SNR_0db,NMF,28-13-6,3,0.0,0.3185821273088818,6x212,126x6,0.03229760006070137
23,SNR_0db,NMF,28-13-6,3,0.0,0.32036356578480885,6x212,126x6,0.03463360003661364
24,SNR_0db,NMF,28-13-6,3,0.0,0.324618354916091,6x212,126x6,0.03169839992187917
25,SNR_0db,NMF,28-13-6,3,0.0,0.3159733458589963,6x212,126x6,0.03155860002152622
26,SNR_0db,NMF,28-13-6,3,0.0,0.3142605633203443,6x212,126x6,0.031166600063443184
27,SNR_0db,NMF,28-13-6,3,0.0,0.31400053945464557,6x212,126x6,0.033877699985168874
28,SNR_0db,NMF,28-13-6,3,0.0,0.3312557982898002,6x212,126x6,0.03353180002886802
29,SNR_0db,NMF,28-13-6,3,0.0,0.31893320611010434,6x212,126x6,0.03224799991585314
30,SNR_0db,NMF,28-13-6,3,0.0,0.32308208030252783,6x212,126x6,0.03193789999932051
31,SNR_0db,NMF,28-13-6,3,0.0,0.31985503652708597,6x212,126x6,0.03438550001010299
32,SNR_0db,NMF,28-13-6,3,0.0,0.32096444967413973,6x212,126x6,0.031794800073839724
33,SNR_0db,NMF,28-13-6,3,0.0,0.3220882672393626,6x212,126x6,0.03320460009854287
34,SNR_0db,NMF,28-13-6,3,0.0,0.31502098024016145,6x212,126x6,0.034936900017783046
35,SNR_0db,NMF,28-13-6,3,0.0,0.31627739417460854,6x212,126x6,0.03550509992055595
36,SNR_0db,NMF,28-13-6,3,0.0,0.24089579942383274,6x212,126x6,0.032951600034721196
37,SNR_0db,NMF,28-13-6,3,0.0,0.3177504182179083,6x212,126x6,0.03195529989898205
38,SNR_0db,NMF,28-13-6,3,0.0,0.3245851257398087,6x212,126x6,0.03394710004795343
39,SNR_0db,NMF,28-13-6,3,0.0,0.32364570687927185,6x212,126x6,0.03624130005482584
40,SNR_0db,NMF,28-13-6,3,0.0,0.31332798340292467,6x212,126x6,0.034059999976307154
41,SNR_0db,NMF,28-13-6,3,0.0,0.32423126779966394,6x212,126x6,0.03113269992172718
42,SNR_0db,NMF,28-13-6,3,0.0,0.31055989664599437,6x212,126x6,0.03238320001401007
43,SNR_0db,NMF,28-13-6,3,0.0,0.31702705163107475,6x212,126x6,0.03349880001042038
44,SNR_0db,NMF,28-13-6,3,0.0,0.3162278486496149,6x212,126x6,0.031998899998143315
45,SNR_0db,NMF,28-13-6,3,0.0,0.3113555485440626,6x212,126x6,0.03615980001632124
46,SNR_0db,NMF,28-13-6,3,0.0,0.3148675865030393,6x212,126x6,0.04026429995428771
47,SNR_0db,NMF,28-13-6,3,0.0,0.31491617581377346,6x212,126x6,0.039269099943339825
48,SNR_0db,NMF,28-13-6,3,0.0,0.3149883634669806,6x212,126x6,0.03611380001530051
49,SNR_0db,NMF,28-13-6,3,0.0,0.3160319134868857,6x212,126x6,0.0367423000279814
50,SNR_0db,NMF,28-13-6,3,0.0,0.31385064586089906,6x212,126x6,0.030878999968990684
51,SNR_0db,NMF,28-13-6,3,0.0,0.3174357743149959,6x212,126x6,0.03200289991218597
52,SNR_0db,NMF,28-13-6,3,0.0,0.3236825744383496,6x212,126x6,0.030394300003536046
53,SNR_0db,NMF,28-13-6,3,0.0,0.3161444156087379,6x212,126x6,0.031692399992607534
54,SNR_0db,NMF,28-13-6,3,0.0,0.31553858789901823,6x212,126x6,0.03450639999937266
55,SNR_0db,NMF,28-13-6,3,0.0,0.31343133763268277,6x212,126x6,0.03178010007832199
56,SNR_0db,NMF,28-13-6,3,0.0,0.3130317771444634,6x212,126x6,0.03194820007774979
57,SNR_0db,NMF,28-13-6,3,0.0,0.316441372287645,6x212,126x6,0.035835099988617
58,SNR_0db,NMF,28-13-6,3,0.0,0.31526826737877234,6x212,126x6,0.03551259997766465
59,SNR_0db,NMF,28-13-6,3,0.0,0.31509950235521333,6x212,126x6,0.03133689996320754
60,SNR_0db,NMF,28-13-6,3,0.0,0.3203236320281952,6x212,126x6,0.03446190000977367
61,SNR_0db,NMF,28-13-6,3,0.0,0.31776222223877915,6x212,126x6,0.03475880005862564
62,SNR_0db,NMF,28-13-6,3,0.0,0.3159511821225778,6x212,126x6,0.0343676001066342
63,SNR_0db,NMF,28-13-6,3,0.0,0.3131069059973867,6x212,126x6,0.03298690007068217
64,SNR_0db,NMF,28-13-6,3,0.0,0.3117331772895674,6x212,126x6,0.031839300063438714
65,SNR_0db,NMF,28-13-6,3,0.0,0.3143794568553458,6x212,126x6,0.03112719999626279
66,SNR_0db,NMF,28-13-6,3,0.0,0.32233334117415247,6x212,126x6,0.033608000027015805
67,SNR_0db,NMF,28-13-6,3,0.0,0.3172572803234839,6x212,126x6,0.03398040006868541
68,SNR_0db,NMF,28-13-6,3,0.0,0.3189599002877154,6x212,126x6,0.03499689989257604
69,SNR_0db,NMF,28-13-6,3,0.0,0.3203087614539207,6x212,126x6,0.032822499983012676
70,SNR_0db,NMF,28-13-6,3,0.0,0.3199237815287613,6x212,126x6,0.032726099947467446
71,SNR_0db,NMF,28-13-6,3,0.0,0.32078263455347444,6x212,126x6,0.0344457000028342
72,SNR_0db,NMF,28-13-6,3,0.0,0.31734207933739667,6x212,126x6,0.03354500001296401
73,SNR_0db,NMF,28-13-6,3,0.0,0.3179454134961874,6x212,126x6,0.032482000067830086
74,SNR_0db,NMF,28-13-6,3,0.0,0.315565450302219,6x212,126x6,0.03386070008855313
75,SNR_0db,NMF,28-13-6,3,0.0,0.31922356998897483,6x212,126x6,0.03326410008594394
76,SNR_0db,NMF,28-13-6,3,0.0,0.3203321253133649,6x212,126x6,0.031386999995447695
77,SNR_0db,NMF,28-13-6,3,0.0,0.322033264583302,6x212,126x6,0.03183180000633001
78,SNR_0db,NMF,28-13-6,3,0.0,0.3180427075166351,6x212,126x6,0.03353030001744628
79,SNR_0db,NMF,28-13-6,3,0.0,0.3193431701998099,6x212,126x6,0.03216689999680966
80,SNR_0db,NMF,28-13-6,3,0.0,0.31744620199525375,6x212,126x6,0.03429129999130964
81,SNR_0db,NMF,28-13-6,3,0.0,0.3159840261550651,6x212,126x6,0.03519049996975809
82,SNR_0db,NMF,28-13-6,3,0.0,0.31478687196557237,6x212,126x6,0.034756200038827956
83,SNR_0db,NMF,28-13-6,3,0.0,0.31937680317794387,6x212,126x6,0.033483399893157184
84,SNR_0db,NMF,28-13-6,3,0.0,0.3182349897516424,6x212,126x6,0.032627000007778406
85,SNR_0db,NMF,28-13-6,3,0.0,0.31777019390222444,6x212,126x6,0.03438800002913922
86,SNR_0db,NMF,28-13-6,3,0.0,0.3192538358735662,6x212,126x6,0.03291650000028312
87,SNR_0db,NMF,28-13-6,3,0.0,0.32299278093474526,6x212,126x6,0.032525200047530234
88,SNR_0db,NMF,28-13-6,3,0.0,0.3157320920778363,6x212,126x6,0.03451829997356981
89,SNR_0db,NMF,28-13-6,3,0.0,0.3214105298419123,6x212,126x6,0.033901199931278825
90,SNR_0db,NMF,28-13-6,3,0.0,0.31478679621107986,6x212,126x6,0.033323399955406785
91,SNR_0db,NMF,28-13-6,3,0.0,0.319015109330906,6x212,126x6,0.031681800028309226
92,SNR_0db,NMF,28-13-6,3,0.0,0.3161367607260147,6x212,126x6,0.032422800082713366
93,SNR_0db,NMF,28-13-6,3,0.0,0.3185368575524686,6x212,126x6,0.032925200066529214
94,SNR_0db,NMF,28-13-6,3,0.0,0.3191782537349055,6x212,126x6,0.03181479999329895
95,SNR_0db,NMF,28-13-6,3,0.0,0.3183219587916094,6x212,126x6,0.03226070001255721
96,SNR_0db,NMF,28-13-6,3,0.0,0.3180128895966915,6x212,126x6,0.03613960009533912
97,SNR_0db,NMF,28-13-6,3,0.0,0.3194656630764175,6x212,126x6,0.03195189998950809
98,SNR_0db,NMF,28-13-6,3,0.0,0.31055961036104585,6x212,126x6,0.03452579991426319
99,SNR_0db,NMF,28-13-6,3,0.0,0.32078033492213187,6x212,126x6,0.034465800039470196
100,SNR_0db,NMF,28-13-6,3,0.0,0.3081006497557245,6x212,126x6,0.033015300054103136
101,SNR_0db,NMF,28-13-6,3,0.0,0.31783196704297634,6x212,126x6,0.03347029990982264
102,SNR_0db,NMF,28-13-6,3,0.0,0.3117126095629367,6x212,126x6,0.03251779999118298
103,SNR_0db,NMF,28-13-6,3,0.0,0.3173791520419792,6x212,126x6,0.03340389998629689
104,SNR_0db,NMF,28-13-6,3,0.0,0.31524695928507085,6x212,126x6,0.034476200002245605
105,SNR_0db,NMF,28-13-6,3,0.0,0.3185341150202976,6x212,126x6,0.03155259997583926
106,SNR_0db,NMF,28-13-6,3,0.0,0.32475812239824,6x212,126x6,0.03298649995122105
107,SNR_0db,NMF,28-13-6,3,0.0,0.3204249456903392,6x212,126x6,0.03292569995392114
108,SNR_0db,NMF,28-13-6,3,0.0,0.311476061275469,6x212,126x6,0.034198999986983836
109,SNR_0db,NMF,28-13-6,3,0.0,0.3228389855058405,6x212,126x6,0.036052700015716255
110,SNR_0db,NMF,28-13-6,3,0.0,0.31509246438419775,6x212,126x6,0.032083299942314625
111,SNR_0db,NMF,28-13-6,3,0.0,0.31554554718491135,6x212,126x6,0.03397039999254048
112,SNR_0db,NMF,28-13-6,3,0.0,0.3146407958610786,6x212,126x6,0.03425020002759993
113,SNR_0db,NMF,28-13-6,3,0.0,0.31550688765659596,6x212,126x6,0.03765670000575483
114,SNR_0db,NMF,28-13-6,3,0.0,0.3198037242595534,6x212,126x6,0.03280829999130219
