clase,archivo,ruta,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028,F_029,F_030,F_031,F_032,F_033,F_034,F_035,F_036,F_037,F_038,F_039,F_040,F_041,F_042,F_043,F_044,F_045,F_046,F_047,F_048,F_049,F_050,F_051,F_052,F_053,F_054,F_055,F_056,F_057,F_058,F_059,F_060,F_061,F_062,F_063,F_064,F_065,F_066,F_067,F_068,F_069,F_070,F_071,F_072,F_073,F_074,F_075,F_076,F_077,F_078,F_079,F_080,F_081,F_082,F_083,F_084,F_085,F_086,F_087,F_088,F_089,F_090,F_091,F_092,F_093,F_094,F_095,F_096,F_097,F_098,F_099,F_100
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,0.0,0.0,0.0,1.0081223249435425,0.0,2.367432117462158,0.0,0.0,0.9972800016403198,1.1811712980270386,0.0,0.9013667106628418,0.3742411732673645,2.6001698970794678,1.4611475467681885,0.0,2.068852663040161,0.5016543865203857,0.08768444508314133,0.0,1.2307945489883423,0.4626823365688324,0.24927109479904175,0.0,1.306741714477539,1.2661107778549194,0.7770370244979858,0.37952888011932373,1.2006984949111938,2.3163554668426514,0.6794175505638123,0.0,1.8723671436309814,2.2815706729888916,0.0,0.18396547436714172,0.7083102464675903,0.305451899766922,0.30511564016342163,0.8418517112731934,0.8911418318748474,0.3233250081539154,2.046471357345581,0.0,1.4315019845962524,2.212083339691162,0.0,0.0,0.08656680583953857,0.0,0.0,2.1824731826782227,0.0,1.7849565744400024,1.3979429006576538,1.4094754457473755,1.4246352910995483,0.6075860857963562,0.2103453129529953,2.4708151817321777,0.4296531081199646,2.451084613800049,1.0610400438308716,0.0,0.5388810038566589,0.0,1.082690954208374,0.0,0.0,1.8917858600616455,0.0,0.3955603241920471,0.0,0.0,0.0,0.0,1.2055810689926147,0.0,0.0,0.3169131875038147,1.4882515668869019,2.0060696601867676,0.0,0.0,0.0,2.0859556198120117,3.3170201778411865,0.0,1.7658014297485352,2.600843906402588,0.0,0.0,0.9771397709846497,1.6982786655426025,1.770207166671753,0.990281879901886,1.2306894063949585,0.34250718355178833,0.8255055546760559,1.1324868202209473
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,0.0,0.0,0.0,1.5147132873535156,0.0,2.1181094646453857,0.0,0.0,0.48029986023902893,0.8544095158576965,0.0,0.6989436149597168,0.0,2.849529504776001,1.931681752204895,0.0,2.3671059608459473,0.7847481369972229,0.038171686232089996,0.0,1.3279060125350952,0.9075882434844971,0.2507557272911072,0.0,1.5002999305725098,0.9665493369102478,0.8439048528671265,0.18472890555858612,0.9010352492332458,2.6664257049560547,0.9446032643318176,0.03698347508907318,1.69048011302948,2.6243886947631836,0.0,0.030817504972219467,0.7607465982437134,0.2160576432943344,0.3132917881011963,0.6788982152938843,0.6600450277328491,0.055483605712652206,1.805317759513855,0.0,1.2750300168991089,2.635413646697998,0.0,0.0,0.005379618611186743,0.0,0.0,1.8730255365371704,0.0,1.4167736768722534,1.6011587381362915,1.592821717262268,1.557895302772522,0.9027348756790161,0.009802397340536118,2.5742998123168945,0.5146815776824951,2.7361884117126465,0.9261212944984436,0.0,0.8407267332077026,0.0,1.3514282703399658,0.0,0.0,1.7490788698196411,0.0,0.7437007427215576,0.0,0.0,0.0,0.0,0.7051488757133484,0.0,0.0,0.07228823006153107,1.8787087202072144,1.889100432395935,0.0,0.0,0.0,2.0648880004882812,3.3526875972747803,0.0,1.7742098569869995,2.8176674842834473,0.0,0.0,1.2772479057312012,2.031765937805176,1.4004709720611572,0.7968100905418396,1.619506597518921,0.6217596530914307,0.4522692859172821,0.9127566814422607
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,0.0,0.0,0.0,1.4969468116760254,0.0,2.1792798042297363,0.0,0.0,0.5098961591720581,0.8391920328140259,0.0,0.6561980843544006,0.0,2.973264455795288,1.8718734979629517,0.0,2.453814744949341,0.8201294541358948,0.10632885247468948,0.0,1.372312307357788,0.8549812436103821,0.3267638683319092,0.0,1.5709538459777832,0.958037257194519,0.9327164888381958,0.1871642917394638,0.9649196267127991,2.7499821186065674,0.9981508255004883,0.06541569530963898,1.8324393033981323,2.627570152282715,0.0,0.07898393273353577,0.7642173767089844,0.15746141970157623,0.342051237821579,0.7255648374557495,0.7035908699035645,0.05946817621588707,1.9339908361434937,0.0,1.248832106590271,2.6731629371643066,0.0,0.0,0.03310191631317139,0.0,0.0,1.9117625951766968,0.0005898233503103256,1.428372859954834,1.585248351097107,1.6070106029510498,1.5461307764053345,0.8769719004631042,0.0,2.62711763381958,0.5012453198432922,2.800487518310547,0.8629571795463562,0.0,0.7876840233802795,0.0,1.3777576684951782,0.0,0.0,1.793692946434021,0.0,0.7844134569168091,0.0,0.0,0.0,0.0,0.7375137805938721,0.0,0.0,0.05077911913394928,1.9243122339248657,1.9295334815979004,0.0,0.0,0.0,2.0465409755706787,3.403259515762329,0.0,1.8305227756500244,2.8328800201416016,0.026975268498063087,0.0,1.2398837804794312,2.073671340942383,1.3961519002914429,0.7470380663871765,1.7099971771240234,0.5677832365036011,0.5370555520057678,0.9518294930458069
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,0.0,0.0,0.0,1.1786181926727295,0.0,1.8662012815475464,0.0,0.0,0.4581047594547272,0.7938017249107361,0.09974683076143265,0.6392592191696167,0.0,2.5999810695648193,2.0497467517852783,0.0,2.2658584117889404,0.6138586401939392,0.0,0.0,1.4334158897399902,0.8622682690620422,0.5274932980537415,0.0,1.2424588203430176,0.8603156805038452,1.0730347633361816,0.00172380730509758,0.8710178136825562,2.3979134559631348,0.6838881969451904,0.0,1.7394503355026245,2.4089462757110596,0.0,0.058507289737463,1.0923799276351929,0.2796998620033264,0.2479986995458603,0.8084871768951416,0.65919029712677,0.0,1.818616509437561,0.09941251575946808,0.9308936595916748,2.4596550464630127,0.0,0.0,0.0,0.0,0.0,1.7722514867782593,0.0,1.1961302757263184,1.7858115434646606,1.7007858753204346,1.8416309356689453,0.9955049157142639,0.03974113240838051,2.489581823348999,0.6629365682601929,2.4706649780273438,1.0928387641906738,0.0,0.6455791592597961,0.0,1.4074468612670898,0.0,0.0,1.4424856901168823,0.0,0.5156542062759399,0.0,0.0,0.0,0.0,0.8427038788795471,0.0,0.0,0.0,1.6640621423721313,1.8917388916015625,0.0,0.0,0.0,1.9028605222702026,3.0809106826782227,0.0,1.954947829246521,2.5620431900024414,0.0,0.0,0.9353126287460327,2.009443998336792,1.4727234840393066,0.936182975769043,1.6237671375274658,0.6872993111610413,0.5072718858718872,1.2314445972442627
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,0.0,0.0,0.0,1.2335489988327026,0.0,1.8288050889968872,0.0,0.0,0.4483943283557892,0.7176563143730164,0.03773915022611618,0.5474975109100342,0.0,2.597306966781616,2.0806801319122314,0.0,2.192734718322754,0.6570252180099487,0.0,0.0,1.5330830812454224,0.8165678381919861,0.5247970223426819,0.0,1.2623183727264404,0.7934582829475403,1.1273406744003296,0.0,0.8354575634002686,2.434889078140259,0.6554973721504211,0.0,1.791489839553833,2.4147872924804688,0.0,0.02382039651274681,1.1422362327575684,0.2683391869068146,0.26524949073791504,0.9225005507469177,0.7638424634933472,0.0,1.9093714952468872,0.16338224709033966,0.8897696733474731,2.4661619663238525,0.0,0.0,0.0,0.0,0.0,1.7850555181503296,0.0,1.209314227104187,1.851426362991333,1.7537574768066406,1.983892798423767,1.0164554119110107,0.04364145174622536,2.4063282012939453,0.7300847768783569,2.506544589996338,1.121008038520813,0.0,0.5998650193214417,0.0,1.3309625387191772,0.0,0.0,1.4395796060562134,0.0,0.46252208948135376,0.0,0.0,0.0,0.0,0.8930783867835999,0.0,0.0,0.017771823331713676,1.7080274820327759,1.9825443029403687,0.0,0.0,0.0,1.9189342260360718,3.1421802043914795,0.0,2.0397214889526367,2.5669682025909424,0.0,0.0,0.9632008671760559,2.115839719772339,1.4835792779922485,1.0031086206436157,1.6352500915527344,0.6221494078636169,0.5181294679641724,1.2824435234069824
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,0.0,0.0,0.0,1.0450330972671509,0.0,2.2899513244628906,0.0,0.0,1.0572271347045898,1.0416154861450195,0.0,0.760034441947937,0.25750309228897095,2.723814010620117,1.5056101083755493,0.0,2.178203821182251,0.6687516570091248,0.25841015577316284,0.0,1.1525654792785645,0.5041379332542419,0.32206350564956665,0.0,1.299272060394287,1.1368805170059204,0.8110389709472656,0.39608773589134216,1.2641934156417847,2.377563953399658,0.7884911298751831,0.0,1.944427490234375,2.3815929889678955,0.0,0.06080296263098717,0.7837867140769958,0.22412024438381195,0.3636735677719116,0.9322740435600281,0.8798524141311646,0.2531188428401947,2.0968704223632812,0.0,1.3842463493347168,2.2871437072753906,0.0,0.0,0.07186359167098999,0.0,0.0,2.0706968307495117,0.0,1.655813455581665,1.3638148307800293,1.4798939228057861,1.4535548686981201,0.5961697101593018,0.11811447143554688,2.5624892711639404,0.44151052832603455,2.5824666023254395,0.9055835008621216,0.0,0.5292843580245972,0.0,1.110010027885437,0.0,0.0,1.8922511339187622,0.0,0.5273794531822205,0.0,0.0,0.0,0.0,1.223202109336853,0.0,0.0,0.19268961250782013,1.588096261024475,2.0313148498535156,0.0,0.0,0.0,1.9835751056671143,3.2675013542175293,0.0,1.750426173210144,2.6254794597625732,0.030788982287049294,0.0,0.95615154504776,1.7462050914764404,1.7208279371261597,0.8969070315361023,1.4547220468521118,0.4057069420814514,0.9008626937866211,1.1317381858825684
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,0.0,0.0,0.0,1.0609461069107056,0.0,2.3366951942443848,0.0,0.0,1.0535471439361572,1.0569958686828613,0.0,0.7879583835601807,0.21948421001434326,2.7994134426116943,1.5607128143310547,0.0,2.263784408569336,0.6494966745376587,0.26526710391044617,0.0,1.167093276977539,0.47363513708114624,0.29230907559394836,0.0,1.3309918642044067,1.174109697341919,0.811758279800415,0.39346322417259216,1.244638204574585,2.4177751541137695,0.7887359261512756,0.0,1.9759057760238647,2.439568281173706,0.0,0.08497831225395203,0.733394980430603,0.2574702799320221,0.3396834433078766,0.9095398783683777,0.9387540221214294,0.22572997212409973,2.0898003578186035,0.0,1.4034091234207153,2.3314366340637207,0.0,0.0,0.061508357524871826,0.0,0.0,2.128499984741211,0.0,1.6073538064956665,1.391096830368042,1.5094730854034424,1.4428677558898926,0.6186397671699524,0.08786709606647491,2.60148286819458,0.4310665428638458,2.6172897815704346,0.9450935125350952,0.0,0.5139058232307434,0.0,1.1592200994491577,0.0,0.0,1.9034572839736938,0.0,0.4697258770465851,0.0,0.0,0.0,0.0,1.2414344549179077,0.0,0.0,0.19194813072681427,1.6079798936843872,2.0326082706451416,0.0,0.0,0.0,2.057286262512207,3.323143720626831,0.0,1.778358817100525,2.660637378692627,0.0,0.0,0.9586132168769836,1.8144557476043701,1.7303625345230103,0.9076027274131775,1.429289698600769,0.3775002956390381,0.8983070254325867,1.1280927658081055
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,0.0,0.0,0.0,1.5333772897720337,0.0,2.1328465938568115,0.0,0.0,0.3855222761631012,0.9032666683197021,0.0,0.7398816347122192,0.0,2.8914716243743896,1.889078974723816,0.0,2.347508430480957,0.7304254174232483,0.0332740917801857,0.0,1.3156102895736694,0.8477742671966553,0.3057786822319031,0.0,1.486321210861206,0.9614599347114563,0.8700817823410034,0.23694844543933868,0.8638448715209961,2.662978172302246,0.9833941459655762,0.0025205183774232864,1.7534428834915161,2.598209857940674,0.0,0.10127559304237366,0.7427712678909302,0.19404353201389313,0.32218867540359497,0.7212681174278259,0.6040083169937134,0.1642245352268219,1.8246091604232788,0.0,1.285382866859436,2.6027886867523193,0.0,0.0,0.09093397855758667,0.0,0.0,1.8201950788497925,0.07753626257181168,1.4220746755599976,1.6281719207763672,1.5523031949996948,1.5003974437713623,0.8528722524642944,0.0,2.497068166732788,0.4828648269176483,2.71929931640625,0.7877637147903442,0.0,0.7844751477241516,0.0,1.3495376110076904,0.0,0.0,1.783046841621399,0.0,0.8669657707214355,0.0,0.0,0.0,0.0,0.6755231618881226,0.0,0.0,0.0800335556268692,1.8951793909072876,1.792536735534668,0.0,0.0,0.0,2.0028676986694336,3.315098524093628,0.0,1.7391126155853271,2.8021368980407715,0.0048714373260736465,0.0,1.2493351697921753,1.995705246925354,1.3261553049087524,0.7181806564331055,1.6790581941604614,0.5987105369567871,0.44162800908088684,0.9046151041984558
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,0.0,0.0,0.0,1.4508730173110962,0.0,2.1400418281555176,0.0,0.0,0.527157187461853,0.8317750096321106,0.0,0.6307609677314758,0.0,2.910144329071045,1.9308146238327026,0.0,2.416534423828125,0.8190521597862244,0.08489798754453659,0.0,1.3370790481567383,0.8933241367340088,0.31956055760383606,0.0,1.5806331634521484,0.9614443182945251,0.8991718292236328,0.17746908962726593,0.8999530076980591,2.636417865753174,0.9579625129699707,0.09772230684757233,1.7559442520141602,2.596860885620117,0.0,0.03869109973311424,0.7817519903182983,0.1687200516462326,0.3424070179462433,0.7236693501472473,0.720050573348999,0.06105896458029747,1.8164399862289429,0.0,1.2768133878707886,2.637643337249756,0.0,0.0,0.00590866943821311,0.0,0.0,1.8293278217315674,0.009000694379210472,1.4009429216384888,1.5551016330718994,1.631717324256897,1.5427336692810059,0.8950053453445435,0.0,2.536254405975342,0.5618934631347656,2.791947841644287,0.8642928600311279,0.0,0.7514945864677429,0.0,1.4092323780059814,0.0,0.0,1.7434937953948975,0.0,0.7673820853233337,0.0,0.0,0.0,0.0,0.7919965386390686,0.0,0.0,0.06419543921947479,1.8694734573364258,1.8522692918777466,0.0,0.0,0.0,1.9753862619400024,3.3243727684020996,0.0,1.7143508195877075,2.8436412811279297,0.057987116277217865,0.0,1.231773018836975,2.0362155437469482,1.365617036819458,0.7283011078834534,1.6723147630691528,0.6285884380340576,0.4606260061264038,0.9451337456703186
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,0.0,0.0,0.0,1.273241400718689,0.0,1.912556529045105,0.0,0.0,0.47709763050079346,0.7605610489845276,0.07567214220762253,0.5772162079811096,0.0,2.6582953929901123,2.1328771114349365,0.0,2.2674577236175537,0.6528471112251282,0.0,0.0,1.4830200672149658,0.7918543219566345,0.48874929547309875,0.0,1.3118488788604736,0.81071537733078,1.0538064241409302,0.0,0.848488986492157,2.53391432762146,0.6858991980552673,0.0,1.8008826971054077,2.5018808841705322,0.0,0.0,1.0717045068740845,0.2319720834493637,0.2239508032798767,0.8939965963363647,0.7475253939628601,0.0,1.9093745946884155,0.09748215973377228,0.9203006029129028,2.558091878890991,0.0,0.0,0.0,0.0,0.0,1.8262231349945068,0.0,1.1999787092208862,1.8630062341690063,1.7761857509613037,2.0219075679779053,1.0516808032989502,0.0,2.5184361934661865,0.6818537712097168,2.5551507472991943,1.089875340461731,0.0,0.6080498099327087,0.0,1.4021433591842651,0.0,0.0,1.479659914970398,0.0,0.5228465795516968,0.0,0.0,0.0,0.0,0.8884815573692322,0.0,0.0,0.0,1.7933913469314575,1.9204250574111938,0.0,0.0,0.0,1.9466012716293335,3.18241024017334,0.0,2.019172191619873,2.6506662368774414,0.0,0.0,0.9961504340171814,2.107619285583496,1.5068833827972412,0.996005654335022,1.6926850080490112,0.6301187872886658,0.4930739998817444,1.2217392921447754
