indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_-5db,N,New_N_001.wav,12-10-8-6,DeepONMF_H4,4,0.47462135012743356,6x212,0.01764600002206862,12,0.3567917761565625,0.27581460697111243,0.007682900060899556,10,0.27779437747259506,0.1911606013144067,0.0033768999855965376,8,0.2543859859932276,0.1592665985524156,0.0027389000169932842,6,0.39787039135896013,0.11040753782471997,0.0029175999807193875
1,SNR_-5db,N,New_N_002.wav,12-10-8-6,DeepONMF_H4,4,0.45940414628082493,6x212,0.016984799993224442,12,0.3552785919433104,0.29764466693789693,0.006886300048790872,10,0.2237011466865092,0.21177038782114085,0.004059100057929754,8,0.23435597267026084,0.16541747837514903,0.0025152000598609447,6,0.3481959318070233,0.13894346833039165,0.0027136000571772456
2,SNR_-5db,N,New_N_003.wav,12-10-8-6,DeepONMF_H4,4,0.46667037436279113,6x212,0.015147199970670044,12,0.35563505771120485,0.29092916004718883,0.006483400007709861,10,0.27476676585092485,0.20090627443414064,0.0029282999457791448,8,0.2686225887046402,0.16996362999761705,0.0023499999660998583,6,0.3298060691772435,0.1485648334028304,0.002549899974837899
3,SNR_-5db,N,New_N_004.wav,12-10-8-6,DeepONMF_H4,4,0.4874895394906554,6x212,0.015230400022119284,12,0.3633231526498148,0.28467322426259434,0.006429600063711405,10,0.27535264599746967,0.2203723041552562,0.003032200038433075,8,0.29425737794992424,0.19894596177964446,0.002432200009934604,6,0.3541523671824594,0.18654629673663167,0.0023243000032380223
4,SNR_-5db,N,New_N_005.wav,12-10-8-6,DeepONMF_H4,4,0.477620456238591,6x212,0.01963600004091859,12,0.36087431539313874,0.2696106667558176,0.0072475000051781535,10,0.2582515990531602,0.1922167464383755,0.005039800074882805,8,0.3499089337262725,0.16708336557661005,0.003676400054246187,6,0.31027047793012463,0.16995076021862296,0.0025996000040322542
5,SNR_-5db,N,New_N_006.wav,12-10-8-6,DeepONMF_H4,4,0.4767517789977787,6x212,0.016853699926286936,12,0.35293651361390094,0.3176892480724114,0.006742500001564622,10,0.3247320190252071,0.17619438430568274,0.004330099909566343,8,0.23106202860710415,0.14695238403784394,0.0023635000688955188,6,0.32871228827490184,0.13577000929136027,0.0025528999976813793
6,SNR_-5db,N,New_N_007.wav,12-10-8-6,DeepONMF_H4,4,0.47895487822442956,6x212,0.016928000026382506,12,0.356359774371403,0.3123393621237505,0.007290000095963478,10,0.2587909837103128,0.20730718493111663,0.0032737000146880746,8,0.3332963684577371,0.16731751575672224,0.0026233000680804253,6,0.34743834697905085,0.13869039413583054,0.0029679000144824386
7,SNR_-5db,N,New_N_008.wav,12-10-8-6,DeepONMF_H4,4,0.483992368506366,6x212,0.018859800067730248,12,0.35491664792372657,0.29232219708722335,0.007321099983528256,10,0.2589248647059691,0.19457017129368998,0.003319599898532033,8,0.31999705658245625,0.13682356115673275,0.00346689997240901,6,0.34028910276863017,0.13334199024437135,0.003894599969498813
8,SNR_-5db,N,New_N_009.wav,12-10-8-6,DeepONMF_H4,4,0.4830942210338321,6x212,0.016883900039829314,12,0.3574875389053179,0.30628678713168933,0.007152999984100461,10,0.29316095316748886,0.1939464908021903,0.003199900034815073,8,0.24439939197494973,0.15740184858908585,0.0031166999833658338,6,0.3196929585116738,0.12576314374503875,0.00256910000462085
9,SNR_-5db,N,New_N_010.wav,12-10-8-6,DeepONMF_H4,4,0.4608071318065182,6x212,0.016621599905192852,12,0.3557782941656282,0.2726834201310577,0.007291399990208447,10,0.2385576876890306,0.23305586456881727,0.0032670999644324183,8,0.2637779157527911,0.1964541688936238,0.0028005000203847885,6,0.31189986234880496,0.16736769408443825,0.0024987999349832535
10,SNR_-5db,N,New_N_011.wav,12-10-8-6,DeepONMF_H4,4,0.4628274012548954,6x212,0.017094300012104213,12,0.36019815638274577,0.28326535477145054,0.006707999971695244,10,0.22260606069494845,0.22605656642704067,0.004072300042025745,8,0.29866963305745065,0.20049718895383367,0.002807399956509471,6,0.3221904318563503,0.19673681147676256,0.0026117999805137515
11,SNR_-5db,N,New_N_012.wav,12-10-8-6,DeepONMF_H4,4,0.4654596722939136,6x212,0.017437299946323037,12,0.36074188926155704,0.2777406160187634,0.007112000021152198,10,0.24737965334333237,0.2289272999479342,0.003914600005373359,8,0.25915263736220834,0.2128444785906086,0.0030207999516278505,6,0.3630553553788515,0.2041248223772005,0.0026159000117331743
12,SNR_-5db,N,New_N_013.wav,12-10-8-6,DeepONMF_H4,4,0.48079977565104687,6x212,0.017773799947462976,12,0.3570285199293882,0.3150113749670362,0.007326900027692318,10,0.28226151982523634,0.2194850322662195,0.0041729999938979745,8,0.3008496698749237,0.16560082825176167,0.0027867999160662293,6,0.3592225543293416,0.16398554430004875,0.0026470000157132745
13,SNR_-5db,N,New_N_014.wav,12-10-8-6,DeepONMF_H4,4,0.4707689795212572,6x212,0.018200800055637956,12,0.3590839590835289,0.2906656197185043,0.007227099966257811,10,0.25061539527805526,0.20992627672032588,0.004712599911727011,8,0.3481453133575377,0.13843563498572586,0.0027885999297723174,6,0.35981440508353857,0.10265684119895689,0.0026593999937176704
14,SNR_-5db,N,New_N_015.wav,12-10-8-6,DeepONMF_H4,4,0.4743826189191988,6x212,0.017641699989326298,12,0.3592203257134254,0.29029349063749454,0.007471499964594841,10,0.2990226114728588,0.18225798123270426,0.0037091000704094768,8,0.2646441273806568,0.14167272960129576,0.002836999949067831,6,0.35561857176408457,0.145091922034896,0.002695400035008788
15,SNR_-5db,N,New_N_016.wav,12-10-8-6,DeepONMF_H4,4,0.4710455196073507,6x212,0.017553700017742813,12,0.3619265284454077,0.24188632502186888,0.007903399993665516,10,0.21710860658053555,0.19434338521238692,0.0033567999489605427,8,0.3022451945488008,0.17886061575996776,0.0027318999636918306,6,0.37631188237514684,0.16539170473466494,0.0026040999218821526
16,SNR_-5db,N,New_N_017.wav,12-10-8-6,DeepONMF_H4,4,0.479362889264596,6x212,0.018101099994964898,12,0.36243931543259517,0.30138320892035836,0.008339000050909817,10,0.2908911787907358,0.2048927457339882,0.003542899969033897,8,0.3047104546799216,0.18152675539599686,0.002693300019018352,6,0.34683306309994383,0.17703350886538738,0.002615500008687377
17,SNR_-5db,N,New_N_018.wav,12-10-8-6,DeepONMF_H4,4,0.48457684619341845,6x212,0.017843500012531877,12,0.35939456578604095,0.265811179262076,0.008142700069583952,10,0.2530859473737593,0.18035282802010072,0.0035811000270769,8,0.26911579692390275,0.15634901564087125,0.00267580000218004,6,0.351185516533796,0.13370214972620434,0.0026487999130040407
18,SNR_-5db,N,New_N_019.wav,12-10-8-6,DeepONMF_H4,4,0.4603406808346034,6x212,0.017356199910864234,12,0.3585402966265956,0.29083368412099914,0.007903699995949864,10,0.25909535957491037,0.20587166176610083,0.0032652000663802028,8,0.2783405960635963,0.16780587791270093,0.002656300086528063,6,0.2969157272852638,0.13945093603378123,0.0025009000673890114
19,SNR_-5db,N,New_N_020.wav,12-10-8-6,DeepONMF_H4,4,0.46855930659424766,6x212,0.01757810008712113,12,0.35604627832920444,0.3058763827012359,0.00787620001938194,10,0.25475367103363966,0.2051025475108865,0.0034963999642059207,8,0.31345669350411803,0.13748932755785706,0.0026675000553950667,6,0.32430166153898154,0.10891437253745868,0.0025752000510692596
20,SNR_-5db,N,New_N_021.wav,12-10-8-6,DeepONMF_H4,4,0.4651026964712806,6x212,0.018354900064878166,12,0.35863488878126243,0.30181417911816183,0.008176700095646083,10,0.2535059154310615,0.2253588225625437,0.0033642000053077936,8,0.33300813066939944,0.17506744424650117,0.002806900069117546,6,0.3228264589759953,0.17331679460819632,0.0026299000019207597
