metodo,clase,archivo,cnn_001,cnn_002,cnn_003,cnn_004,cnn_005,cnn_006,cnn_007,cnn_008,cnn_009,cnn_010,cnn_011,cnn_012,cnn_013,cnn_014,cnn_015,cnn_016,cnn_017,cnn_018,cnn_019,cnn_020,cnn_021,cnn_022,cnn_023,cnn_024,cnn_025,cnn_026,cnn_027,cnn_028,cnn_029,cnn_030,cnn_031,cnn_032,cnn_033,cnn_034,cnn_035,cnn_036,cnn_037,cnn_038,cnn_039,cnn_040,cnn_041,cnn_042,cnn_043,cnn_044,cnn_045,cnn_046,cnn_047,cnn_048,cnn_049,cnn_050,cnn_051,cnn_052,cnn_053,cnn_054,cnn_055,cnn_056,cnn_057,cnn_058,cnn_059,cnn_060,cnn_061,cnn_062,cnn_063,cnn_064
CNN,N,New_N_001.wav,0.22684268653392792,0.7680193185806274,0.5887911319732666,1.2156544923782349,0.5495919585227966,1.162296175956726,1.0221458673477173,0.3472976088523865,0.6214139461517334,0.3886699378490448,0.4151122272014618,0.0,1.158588171005249,0.7562041878700256,1.0447360277175903,0.27913057804107666,0.9190148115158081,1.069002628326416,1.0010838508605957,0.0,0.5022098422050476,0.36598020792007446,0.315164715051651,0.4776880443096161,0.5043882131576538,0.976485013961792,0.8745009899139404,1.3579245805740356,0.6272222995758057,0.0,1.3739947080612183,0.4961306154727936,1.1862273216247559,0.5774134993553162,0.8052929639816284,0.9992279410362244,0.8628545999526978,0.0,0.6909502148628235,0.0,1.0048284530639648,0.49458572268486023,0.16626393795013428,0.36508694291114807,0.7035589814186096,1.2822537422180176,1.0455026626586914,0.5823991894721985,0.09911670535802841,0.7168495655059814,0.5401583313941956,0.33529695868492126,0.32407209277153015,0.720870852470398,0.6642521023750305,0.3473818302154541,1.0938791036605835,0.45206549763679504,0.6663140058517456,0.8125243782997131,0.5164979696273804,0.4391220211982727,0.9661346673965454,0.4583981931209564
CNN,N,New_N_002.wav,0.24212230741977692,0.8896818161010742,0.5953708291053772,1.2684111595153809,0.5582186579704285,1.2672895193099976,1.0275408029556274,0.35539352893829346,0.6287295818328857,0.4119834899902344,0.4313570261001587,0.0,1.1814680099487305,0.902430534362793,1.076910138130188,0.31130871176719666,0.9887661933898926,1.1118311882019043,1.028856635093689,0.0,0.5000632405281067,0.4136199951171875,0.35749903321266174,0.4757455885410309,0.518946647644043,0.9770252108573914,1.0505552291870117,1.375694751739502,0.7400689721107483,0.0,1.40984308719635,0.5877861976623535,1.3484629392623901,0.670838475227356,0.9195199012756348,1.1803734302520752,0.8933975100517273,0.0,0.7026687860488892,0.0,1.1657203435897827,0.5250117778778076,0.1797209233045578,0.36911341547966003,0.8736000657081604,1.416917324066162,1.0900846719741821,0.5765061378479004,0.11640328913927078,0.7262409925460815,0.5468565821647644,0.3324083089828491,0.334225594997406,0.7412453889846802,0.6837729215621948,0.351266086101532,1.1592869758605957,0.45246678590774536,0.7071556448936462,0.8266185522079468,0.6385135054588318,0.4415656626224518,0.9871841073036194,0.5031909346580505
CNN,N,New_N_003.wav,0.25174906849861145,0.873667299747467,0.6306481957435608,1.2305861711502075,0.5528994798660278,1.2721214294433594,1.083249568939209,0.3641435205936432,0.6726643443107605,0.40577566623687744,0.43983274698257446,0.0,1.1914671659469604,0.8930684924125671,1.0867701768875122,0.29180967807769775,0.9527536630630493,1.1301186084747314,1.0453182458877563,0.0,0.5448212027549744,0.4506646394729614,0.3300744891166687,0.5103357434272766,0.5234626531600952,1.0455340147018433,1.0520936250686646,1.3788927793502808,0.7639819383621216,0.0,1.426671028137207,0.5703229904174805,1.3463377952575684,0.64372718334198,0.9179744124412537,1.1771187782287598,0.8973499536514282,0.0,0.7538229823112488,0.0,1.1601171493530273,0.5277213454246521,0.16965927183628082,0.40408673882484436,0.8803148865699768,1.4479426145553589,1.1119269132614136,0.6202762126922607,0.11470966786146164,0.7921985983848572,0.5879928469657898,0.32769423723220825,0.34499770402908325,0.7791222929954529,0.7060592174530029,0.34442031383514404,1.1922122240066528,0.4865707755088806,0.6938193440437317,0.882474958896637,0.6049817800521851,0.47433340549468994,0.9805405139923096,0.4866933822631836
CNN,N,New_N_004.wav,0.23945896327495575,0.8331496715545654,0.6084691286087036,1.3116999864578247,0.5669912695884705,1.2125673294067383,1.0377477407455444,0.3603513836860657,0.6480599641799927,0.3948898911476135,0.4376552402973175,0.0,1.2018275260925293,0.8236847519874573,1.1179710626602173,0.3011113703250885,0.974858283996582,1.1311562061309814,1.0719166994094849,0.0,0.5179800391197205,0.38390809297561646,0.3552906811237335,0.4963722825050354,0.548595130443573,0.9927631616592407,0.9590350985527039,1.400254249572754,0.6801443099975586,0.0,1.437967300415039,0.5446041822433472,1.2667765617370605,0.6204336285591125,0.8613273501396179,1.0882060527801514,0.9093948602676392,0.0,0.7064604163169861,0.0,1.0854301452636719,0.5091978907585144,0.1816730797290802,0.3757117688655853,0.790301501750946,1.347751498222351,1.109555959701538,0.5920302867889404,0.1267528235912323,0.7316020131111145,0.5574941039085388,0.33402252197265625,0.32321783900260925,0.7407084107398987,0.6922620534896851,0.3492611050605774,1.129663348197937,0.46466177701950073,0.6852196455001831,0.8198662400245667,0.5739599466323853,0.4600800573825836,1.0385297536849976,0.4835332930088043
CNN,N,New_N_005.wav,0.25118669867515564,0.8953292369842529,0.6329852938652039,1.2210081815719604,0.554658830165863,1.2890870571136475,1.081894040107727,0.36777573823928833,0.6663938760757446,0.4104485511779785,0.45183414220809937,0.0,1.1973206996917725,0.9203988909721375,1.1055705547332764,0.29803234338760376,0.945719301700592,1.1371811628341675,1.0589661598205566,0.0,0.5449668169021606,0.46020546555519104,0.33635440468788147,0.5108196139335632,0.5297467112541199,1.0412019491195679,1.0832562446594238,1.387435793876648,0.788601279258728,0.0,1.4371356964111328,0.5867993831634521,1.3738843202590942,0.6607599854469299,0.9393702149391174,1.209426999092102,0.9091832637786865,0.0,0.7480181455612183,0.0,1.1871260404586792,0.539873480796814,0.1702255755662918,0.4032095968723297,0.9108439683914185,1.4683151245117188,1.1226848363876343,0.6193798780441284,0.11411147564649582,0.7862917184829712,0.5848739743232727,0.3309745490550995,0.34513336420059204,0.7803518772125244,0.7090252041816711,0.3473658263683319,1.2002116441726685,0.4865840673446655,0.7015675902366638,0.8774835467338562,0.6308067440986633,0.4716332256793976,0.9746208786964417,0.49278146028518677
CNN,N,New_N_006.wav,0.2611018121242523,0.9374340176582336,0.6481853723526001,1.256556749343872,0.5579347014427185,1.3125325441360474,1.0888292789459229,0.3711977005004883,0.693333625793457,0.42528748512268066,0.4615667164325714,0.0,1.2095065116882324,0.966677188873291,1.1160492897033691,0.32760781049728394,0.9886682033538818,1.1667149066925049,1.072384238243103,0.0,0.5555919408798218,0.45456981658935547,0.36107468605041504,0.5359178185462952,0.5355446338653564,1.042669415473938,1.1285492181777954,1.3948495388031006,0.8063835501670837,0.0,1.4529629945755005,0.6210120320320129,1.4169371128082275,0.7078293561935425,0.9678357839584351,1.260348916053772,0.9220432043075562,0.0,0.7624704837799072,0.0,1.2348397970199585,0.5563452839851379,0.1786060482263565,0.403821736574173,0.9501475095748901,1.4857990741729736,1.1571286916732788,0.6108085513114929,0.11635203659534454,0.804664134979248,0.5843721628189087,0.3281185030937195,0.36695167422294617,0.8029264211654663,0.72834312915802,0.3482989966869354,1.2067620754241943,0.5005010366439819,0.7166513800621033,0.9050382375717163,0.6924138069152832,0.4947887361049652,0.9813582897186279,0.5190876722335815
CNN,N,New_N_007.wav,0.23434820771217346,0.8236756920814514,0.6222214698791504,1.2876125574111938,0.5626161098480225,1.2003331184387207,1.047666072845459,0.35834184288978577,0.6506312489509583,0.4094333350658417,0.44454166293144226,0.0,1.1963517665863037,0.8147073984146118,1.1128870248794556,0.29711848497390747,0.9910433888435364,1.122040033340454,1.0646398067474365,0.0,0.5359276533126831,0.37314799427986145,0.35613247752189636,0.5121294260025024,0.5434609055519104,1.008111834526062,0.9417712688446045,1.392630696296692,0.663669764995575,0.0,1.4338821172714233,0.5350967645645142,1.249263882637024,0.619408130645752,0.8492897152900696,1.0728261470794678,0.9046413898468018,0.0,0.7254161238670349,0.0,1.0729840993881226,0.5202967524528503,0.18318040668964386,0.3841017484664917,0.7724512219429016,1.3257211446762085,1.1150931119918823,0.6037506461143494,0.12500110268592834,0.7445370554924011,0.5738571882247925,0.334058552980423,0.3294529616832733,0.7575945854187012,0.6918842196464539,0.3482854962348938,1.1114654541015625,0.4790631830692291,0.6809132695198059,0.837985634803772,0.5699041485786438,0.4743943512439728,1.0239962339401245,0.4825471043586731
CNN,N,New_N_008.wav,0.24518713355064392,0.8224722146987915,0.6458345651626587,1.2684332132339478,0.5593481659889221,1.2249304056167603,1.0757428407669067,0.36577463150024414,0.6763443946838379,0.4123380780220032,0.45194920897483826,0.0,1.204765796661377,0.8374417424201965,1.1224175691604614,0.2946566045284271,0.9729864001274109,1.1467915773391724,1.075569748878479,0.0,0.561063826084137,0.4280875623226166,0.32795801758766174,0.523577868938446,0.5423826575279236,1.0374435186386108,0.9833780527114868,1.394021987915039,0.7163308262825012,0.0,1.4482253789901733,0.5346699953079224,1.2827486991882324,0.6138385534286499,0.8733512759208679,1.1051151752471924,0.9135828614234924,0.0,0.7437822818756104,0.0,1.095384955406189,0.5286996960639954,0.17021256685256958,0.3979088366031647,0.8116466999053955,1.3904269933700562,1.1347252130508423,0.6163707375526428,0.10939332097768784,0.7794550061225891,0.5851262211799622,0.33037859201431274,0.33734771609306335,0.7831193804740906,0.7110460996627808,0.34631529450416565,1.160138726234436,0.5002661943435669,0.681861162185669,0.8669641613960266,0.5675751566886902,0.48383429646492004,1.0139200687408447,0.4712854027748108
CNN,N,New_N_009.wav,0.23155100643634796,0.8222668170928955,0.6263466477394104,1.3297395706176758,0.5646992325782776,1.2009882926940918,1.0150219202041626,0.36468562483787537,0.6276479959487915,0.40722373127937317,0.4538038372993469,0.0,1.206839919090271,0.8119356036186218,1.1440436840057373,0.3026794195175171,1.004443883895874,1.161933422088623,1.0894122123718262,0.0,0.5325850248336792,0.3790495693683624,0.36796221137046814,0.5113070607185364,0.5500453114509583,0.96922367811203,0.9418955445289612,1.4026877880096436,0.6687867641448975,0.0,1.4454288482666016,0.5372738242149353,1.251452922821045,0.6134409308433533,0.8460020422935486,1.071548581123352,0.9331079125404358,0.0,0.6863388419151306,0.0,1.0712261199951172,0.5293054580688477,0.18606840074062347,0.36174678802490234,0.774535596370697,1.3323572874069214,1.1359175443649292,0.5763262510299683,0.11541815847158432,0.7027509212493896,0.5389701724052429,0.3326731026172638,0.3199267089366913,0.76153165102005,0.7175658345222473,0.34978196024894714,1.1123934984207153,0.47929781675338745,0.6822212338447571,0.7964425086975098,0.5670574307441711,0.4610084891319275,1.0493155717849731,0.47865021228790283
CNN,N,New_N_010.wav,0.2400389462709427,0.8194179534912109,0.6366829872131348,1.2892886400222778,0.5629076361656189,1.205344319343567,1.0658818483352661,0.3639281988143921,0.6805313229560852,0.4034765958786011,0.45847827196121216,0.0,1.2036826610565186,0.8175231218338013,1.1005281209945679,0.2894342541694641,0.9714325666427612,1.1274694204330444,1.0564004182815552,0.0,0.5463054776191711,0.4039907157421112,0.3400699198246002,0.5294591188430786,0.5357449650764465,1.0295262336730957,0.9480569362640381,1.397261142730713,0.6952185034751892,0.0,1.4387362003326416,0.528963029384613,1.2496731281280518,0.6038713455200195,0.8500789403915405,1.075110673904419,0.9039187431335449,0.0,0.7388232350349426,0.0,1.0693299770355225,0.5285441875457764,0.17882895469665527,0.3938825726509094,0.7767543196678162,1.339687466621399,1.1098045110702515,0.6111735701560974,0.12302140891551971,0.7718066573143005,0.5832289457321167,0.3331681191921234,0.34615740180015564,0.7823664546012878,0.698016345500946,0.3484053313732147,1.1329541206359863,0.4881962239742279,0.6775808334350586,0.8675414323806763,0.5654378533363342,0.48066744208335876,1.0236948728561401,0.4726095199584961
