indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_-8db,N,New_N_001.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.41997366300910927,10x212,0.03345769993029535,22,0.32488635617988987,0.3103466914787672,0.022966900025494397,15,0.2611365069560693,0.3185399342555931,0.005225200089626014,10,0.2579571337776982,0.32146248726006643,0.004165400052443147
1,SNR_-8db,N,New_N_002.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.41668452938839295,10x212,0.032921599922701716,22,0.3249024096570142,0.3162902058875385,0.023261499940417707,15,0.26474627921223576,0.33118038834414115,0.004984700004570186,10,0.25340094453027595,0.344436960927602,0.0038849000120535493
2,SNR_-8db,N,New_N_003.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.4199096228679433,10x212,0.03388000000268221,22,0.3256540113201776,0.30346057722504155,0.023753399960696697,15,0.26289543143426614,0.3193719267136714,0.004918400081805885,10,0.2573883145766146,0.3316647019302527,0.004206900019198656
3,SNR_-8db,N,New_N_004.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.41542177493740706,10x212,0.03215260000433773,22,0.32659682993069455,0.31345972159928914,0.022073599975556135,15,0.24691200946103473,0.33299619815294074,0.004979200079105794,10,0.24322325788321744,0.3297822125557749,0.00417369999922812
4,SNR_-8db,N,New_N_005.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.41634186694092684,10x212,0.03322850004769862,22,0.32324696119057694,0.32776268467572506,0.02312650007661432,15,0.257289696332925,0.348003262585151,0.005071999970823526,10,0.24538073524654053,0.3556691145698123,0.0040339999832212925
5,SNR_-8db,N,New_N_006.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.41395734164540887,10x212,0.03307719994336367,22,0.32217630626018584,0.3179464172110686,0.021771300002001226,15,0.2708135218723302,0.3257797086286161,0.005482699954882264,10,0.25902071523686976,0.3373582079354888,0.004855399951338768
6,SNR_-8db,N,New_N_007.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.42102104041385235,10x212,0.03644709999207407,22,0.32509326128261185,0.31628430143054187,0.025520400027744472,15,0.27245801621613186,0.32929960224618987,0.0056576000060886145,10,0.2523564921406637,0.3369014472584641,0.004293500096537173
7,SNR_-8db,N,New_N_008.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.4194723297925138,10x212,0.035985799971967936,22,0.32497717540251975,0.3100750885472896,0.024209599941968918,15,0.26158432393243836,0.31050902231000294,0.006737899966537952,10,0.2533562984826248,0.3210017232720318,0.0041556000942364335
8,SNR_-8db,N,New_N_009.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.4151349507833302,10x212,0.03527600003872067,22,0.3247115285621941,0.3222179750703737,0.02334099996369332,15,0.2621172011043414,0.34353485412557566,0.006960099912248552,10,0.24522282402117815,0.3355645499712488,0.004041199921630323
9,SNR_-8db,N,New_N_010.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.42277635932769747,10x212,0.03709200001321733,22,0.3262306777237737,0.3246013851252835,0.02656959998421371,15,0.28290937358506724,0.32539084442841326,0.005608899984508753,10,0.24682971926806468,0.35590480661309604,0.004014599951915443
