indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_5db,N,New_N_001.wav,10,DeepONMF_H1,1,0.21977771000062754,10x212,0.008568400051444769,10,0.21977771000062754,0.3268230581488678,0.007619200041517615
1,SNR_5db,N,New_N_002.wav,10,DeepONMF_H1,1,0.21677174569572524,10x212,0.00745710008777678,10,0.21677174569572524,0.27070481965219195,0.006771499989554286
2,SNR_5db,N,New_N_003.wav,10,DeepONMF_H1,1,0.21752206097472773,10x212,0.007686899974942207,10,0.21752206097472773,0.29278447455598877,0.006922299973666668
3,SNR_5db,N,New_N_004.wav,10,DeepONMF_H1,1,0.22142217362080285,10x212,0.007209199946373701,10,0.22142217362080285,0.2942300878259582,0.006547900033183396
4,SNR_5db,N,New_N_005.wav,10,DeepONMF_H1,1,0.21846119685601095,10x212,0.007091599982231855,10,0.21846119685601095,0.29629921037564133,0.006422799895517528
5,SNR_5db,N,New_N_006.wav,10,DeepONMF_H1,1,0.22381430390804674,10x212,0.0072058000368997455,10,0.22381430390804674,0.2984647953191643,0.006494099972769618
6,SNR_5db,N,New_N_007.wav,10,DeepONMF_H1,1,0.22051323520414953,10x212,0.007773500052280724,10,0.22051323520414953,0.2628492424988546,0.00711299991235137
7,SNR_5db,N,New_N_008.wav,10,DeepONMF_H1,1,0.21939508605313512,10x212,0.007081500021740794,10,0.21939508605313512,0.2577255538347004,0.006466699996963143
8,SNR_5db,N,New_N_009.wav,10,DeepONMF_H1,1,0.2196377298314632,10x212,0.007220799918286502,10,0.21963772983146315,0.27618215445269734,0.006652300013229251
9,SNR_5db,N,New_N_010.wav,10,DeepONMF_H1,1,0.21880381836780521,10x212,0.006931700045242906,10,0.21880381836780521,0.24226940065677086,0.006288400036282837
10,SNR_5db,N,New_N_011.wav,10,DeepONMF_H1,1,0.2214421000389654,10x212,0.0075647999765351415,10,0.2214421000389654,0.32776815075955185,0.00680650002323091
11,SNR_5db,N,New_N_012.wav,10,DeepONMF_H1,1,0.22375315650802724,10x212,0.007571300026029348,10,0.22375315650802724,0.2269501375145438,0.006944800028577447
12,SNR_5db,N,New_N_013.wav,10,DeepONMF_H1,1,0.21763494456876492,10x212,0.006615000078454614,10,0.21763494456876492,0.2655880672090477,0.0061243000673130155
