clase,archivo,tSNE_1,tSNE_2
AS,New_AS_001.wav,34.958557,-22.723253
AS,New_AS_002.wav,35.40024,-22.71352
AS,New_AS_003.wav,34.817234,-21.848885
AS,New_AS_004.wav,34.83145,-22.235796
AS,New_AS_005.wav,34.985165,-22.628416
AS,New_AS_006.wav,35.335545,-21.91396
AS,New_AS_007.wav,34.857185,-22.01353
AS,New_AS_008.wav,35.67555,-22.292744
AS,New_AS_009.wav,35.830868,-22.250668
AS,New_AS_010.wav,35.368736,-22.587362
AS,New_AS_011.wav,35.415672,-21.417963
AS,New_AS_012.wav,35.23659,-22.523903
AS,New_AS_013.wav,35.623375,-21.776104
AS,New_AS_014.wav,35.514523,-21.654562
AS,New_AS_015.wav,34.80455,-22.451838
AS,New_AS_016.wav,35.718414,-22.406858
AS,New_AS_017.wav,35.21481,-21.49796
AS,New_AS_018.wav,35.747,-22.456448
AS,New_AS_019.wav,34.66002,-21.939259
AS,New_AS_020.wav,35.98636,-21.9752
AS,New_AS_021.wav,34.857243,-21.417574
AS,New_AS_022.wav,34.728233,-21.843071
AS,New_AS_023.wav,35.13019,-21.428442
AS,New_AS_024.wav,35.60577,-21.887535
AS,New_AS_025.wav,11.994361,-33.99021
AS,New_AS_026.wav,7.0322375,-33.00283
AS,New_AS_027.wav,7.6173773,-33.51015
AS,New_AS_028.wav,10.552379,-34.01875
AS,New_AS_029.wav,10.238802,-31.081158
AS,New_AS_030.wav,10.4262295,-34.776962
AS,New_AS_031.wav,9.668198,-31.320667
AS,New_AS_032.wav,10.881724,-33.901924
AS,New_AS_033.wav,12.181292,-32.592197
AS,New_AS_034.wav,12.201549,-32.634785
AS,New_AS_035.wav,9.135745,-33.033306
AS,New_AS_036.wav,11.5571995,-32.531548
AS,New_AS_037.wav,8.040595,-31.735542
AS,New_AS_038.wav,11.33478,-31.681087
AS,New_AS_039.wav,10.402812,-35.897488
AS,New_AS_040.wav,10.508354,-35.705967
AS,New_AS_041.wav,8.932308,-32.03879
AS,New_AS_042.wav,11.144696,-34.31512
AS,New_AS_043.wav,11.004184,-29.992592
AS,New_AS_044.wav,9.880674,-35.566944
AS,New_AS_045.wav,8.916033,-31.124468
AS,New_AS_046.wav,11.422036,-32.55859
AS,New_AS_047.wav,8.498851,-33.41972
AS,New_AS_048.wav,6.3760567,-33.312737
AS,New_AS_049.wav,14.130191,-17.147686
AS,New_AS_050.wav,13.4300585,-16.095818
AS,New_AS_051.wav,13.789927,-16.005817
AS,New_AS_052.wav,13.612057,-15.756168
AS,New_AS_053.wav,13.206354,-15.319352
AS,New_AS_054.wav,13.927995,-15.318034
AS,New_AS_055.wav,14.496256,-15.44121
AS,New_AS_056.wav,13.462073,-15.080522
AS,New_AS_057.wav,13.944724,-15.461752
AS,New_AS_058.wav,14.010016,-15.436195
AS,New_AS_059.wav,13.14558,-15.568429
AS,New_AS_060.wav,14.23396,-15.464716
AS,New_AS_061.wav,14.673125,-15.830889
AS,New_AS_062.wav,14.099373,-16.744926
AS,New_AS_063.wav,13.281055,-16.28702
AS,New_AS_064.wav,14.176419,-16.265446
AS,New_AS_065.wav,14.463014,-16.856945
AS,New_AS_066.wav,14.340812,-15.868258
AS,New_AS_067.wav,13.849688,-16.649408
AS,New_AS_068.wav,13.638877,-16.775644
AS,New_AS_069.wav,14.817656,-16.704807
AS,New_AS_070.wav,14.405899,-16.943836
AS,New_AS_071.wav,13.792141,-16.132616
AS,New_AS_072.wav,14.166627,-16.283867
AS,New_AS_073.wav,14.925146,-16.30017
AS,New_AS_074.wav,14.64325,-15.966422
AS,New_AS_075.wav,13.942535,-17.091406
AS,New_AS_076.wav,14.703218,-16.385336
AS,New_AS_077.wav,10.207904,-30.778666
AS,New_AS_078.wav,10.120408,-32.68538
AS,New_AS_079.wav,10.341718,-31.87309
AS,New_AS_080.wav,6.123828,-33.36541
AS,New_AS_081.wav,7.526037,-33.469456
AS,New_AS_082.wav,7.8787,-34.191284
AS,New_AS_083.wav,10.341852,-31.677618
AS,New_AS_084.wav,11.5796175,-34.1172
AS,New_AS_085.wav,7.8421154,-32.96425
AS,New_AS_086.wav,11.78162,-31.086393
AS,New_AS_087.wav,11.37922,-34.79546
AS,New_AS_088.wav,6.809772,-33.75023
AS,New_AS_089.wav,7.7512164,-33.563488
AS,New_AS_090.wav,6.888162,-32.65172
AS,New_AS_091.wav,10.580925,-35.342243
AS,New_AS_092.wav,8.731672,-31.945711
AS,New_AS_093.wav,6.41004,-33.71416
AS,New_AS_094.wav,11.0734415,-31.94959
AS,New_AS_095.wav,9.654813,-33.9746
AS,New_AS_096.wav,10.320939,-32.707134
AS,New_AS_097.wav,11.87207,-33.898937
AS,New_AS_098.wav,9.858958,-35.29917
AS,New_AS_099.wav,6.9294906,-31.980581
AS,New_AS_100.wav,10.8596325,-34.00134
AS,New_AS_101.wav,10.500899,-30.338331
AS,New_AS_102.wav,11.334611,-33.994766
AS,New_AS_103.wav,10.33254,-34.428596
AS,New_AS_104.wav,7.0320406,-32.511635
AS,New_AS_105.wav,11.764498,-32.308285
