clase,archivo,tSNE_1,tSNE_2
AS,New_AS_001.wav,39.7082,-19.63801
AS,New_AS_002.wav,39.13272,-19.409819
AS,New_AS_003.wav,39.29288,-18.695637
AS,New_AS_004.wav,40.12772,-19.029808
AS,New_AS_005.wav,40.452198,-18.7386
AS,New_AS_006.wav,39.60028,-19.09958
AS,New_AS_007.wav,39.290493,-19.301346
AS,New_AS_008.wav,39.946625,-18.694843
AS,New_AS_009.wav,39.156883,-18.901215
AS,New_AS_010.wav,40.117573,-19.332499
AS,New_AS_011.wav,39.376263,-18.596022
AS,New_AS_012.wav,40.275043,-19.157907
AS,New_AS_013.wav,39.833496,-18.729042
AS,New_AS_014.wav,39.702988,-18.353392
AS,New_AS_015.wav,39.79595,-19.551716
AS,New_AS_016.wav,40.419937,-18.609198
AS,New_AS_017.wav,39.774357,-18.405136
AS,New_AS_018.wav,40.308697,-19.20445
AS,New_AS_019.wav,39.846294,-19.477179
AS,New_AS_020.wav,40.18213,-18.347654
AS,New_AS_021.wav,39.197636,-19.032291
AS,New_AS_022.wav,39.510662,-19.554724
AS,New_AS_023.wav,39.34099,-18.47705
AS,New_AS_024.wav,40.3099,-18.82016
AS,New_AS_025.wav,-0.5764841,-44.215477
AS,New_AS_026.wav,0.99436206,-42.823498
AS,New_AS_027.wav,2.7304473,-43.268867
AS,New_AS_028.wav,1.2538953,-44.806335
AS,New_AS_029.wav,-1.8169019,-43.09073
AS,New_AS_030.wav,1.0317543,-44.580605
AS,New_AS_031.wav,-0.7973009,-42.582924
AS,New_AS_032.wav,-0.6715334,-45.40716
AS,New_AS_033.wav,-0.16685975,-43.779976
AS,New_AS_034.wav,-0.96407765,-43.581753
AS,New_AS_035.wav,4.03909,-42.445705
AS,New_AS_036.wav,-1.7157061,-44.070507
AS,New_AS_037.wav,-2.2193086,-43.424026
AS,New_AS_038.wav,-2.0373185,-43.206104
AS,New_AS_039.wav,1.8854309,-43.213726
AS,New_AS_040.wav,2.91948,-43.84412
AS,New_AS_041.wav,2.9786584,-46.23468
AS,New_AS_042.wav,-1.8150094,-44.456055
AS,New_AS_043.wav,-1.833953,-41.221165
AS,New_AS_044.wav,2.6429665,-43.522453
AS,New_AS_045.wav,-0.12525456,-43.27969
AS,New_AS_046.wav,0.20479123,-41.473553
AS,New_AS_047.wav,1.6505181,-44.257214
AS,New_AS_048.wav,2.2701986,-42.315376
AS,New_AS_049.wav,-14.71487,-31.866474
AS,New_AS_050.wav,-15.716488,-30.76003
AS,New_AS_051.wav,-15.2276325,-30.72101
AS,New_AS_052.wav,-15.31106,-30.302578
AS,New_AS_053.wav,-16.200106,-30.105202
AS,New_AS_054.wav,-15.808458,-30.325312
AS,New_AS_055.wav,-16.47119,-31.158558
AS,New_AS_056.wav,-16.434101,-30.10785
AS,New_AS_057.wav,-16.364,-30.88555
AS,New_AS_058.wav,-16.153769,-30.463802
AS,New_AS_059.wav,-16.387703,-30.389626
AS,New_AS_060.wav,-16.255064,-30.89663
AS,New_AS_061.wav,-15.8239,-31.759216
AS,New_AS_062.wav,-15.226935,-31.744728
AS,New_AS_063.wav,-15.882789,-30.972677
AS,New_AS_064.wav,-15.713577,-31.402397
AS,New_AS_065.wav,-15.435302,-31.97819
AS,New_AS_066.wav,-15.6818285,-31.594639
AS,New_AS_067.wav,-15.060826,-31.526348
AS,New_AS_068.wav,-14.734083,-31.414564
AS,New_AS_069.wav,-15.252613,-31.930052
AS,New_AS_070.wav,-14.796991,-30.903893
AS,New_AS_071.wav,-15.322919,-30.589956
AS,New_AS_072.wav,-15.183548,-30.951302
AS,New_AS_073.wav,-15.869449,-31.618519
AS,New_AS_074.wav,-16.103518,-31.381037
AS,New_AS_075.wav,-14.815063,-31.75038
AS,New_AS_076.wav,-15.491495,-31.07832
AS,New_AS_077.wav,-1.2420559,-41.727776
AS,New_AS_078.wav,-0.81116223,-42.314724
AS,New_AS_079.wav,-2.294941,-42.92722
AS,New_AS_080.wav,3.0336835,-42.322292
AS,New_AS_081.wav,3.8666103,-42.818054
AS,New_AS_082.wav,3.87831,-44.037373
AS,New_AS_083.wav,-2.0974061,-41.887894
AS,New_AS_084.wav,0.45899838,-45.267048
AS,New_AS_085.wav,1.9521226,-43.47991
AS,New_AS_086.wav,-1.8299767,-41.48429
AS,New_AS_087.wav,0.103930846,-46.158157
AS,New_AS_088.wav,3.524221,-43.71939
AS,New_AS_089.wav,1.7536157,-42.70246
AS,New_AS_090.wav,0.93405044,-42.495373
AS,New_AS_091.wav,2.6175504,-44.91852
AS,New_AS_092.wav,3.0157099,-46.351234
AS,New_AS_093.wav,3.4167707,-43.112804
AS,New_AS_094.wav,-1.7083921,-43.424698
AS,New_AS_095.wav,-1.1703107,-45.58286
AS,New_AS_096.wav,-0.1299747,-42.38587
AS,New_AS_097.wav,-0.0363842,-44.887043
AS,New_AS_098.wav,2.63787,-44.429565
AS,New_AS_099.wav,1.1734908,-43.54396
AS,New_AS_100.wav,-1.36579,-44.652412
AS,New_AS_101.wav,-1.6806973,-42.27482
AS,New_AS_102.wav,-0.65449226,-44.656353
AS,New_AS_103.wav,-2.0623147,-45.10802
AS,New_AS_104.wav,2.22886,-44.109528
AS,New_AS_105.wav,-1.5634065,-43.89718
AS,New_AS_106.wav,-0.11638381,-44.80801
AS,New_AS_107.wav,2.6985083,-42.799255
AS,New_AS_108.wav,1.6461686,-43.642033
AS,New_AS_109.wav,3.2744813,-42.093163
AS,New_AS_110.wav,2.8906126,-44.150288
AS,New_AS_111.wav,40.18731,-17.352917
AS,New_AS_112.wav,40.17613,-17.361235
AS,New_AS_113.wav,40.28506,-17.354963
AS,New_AS_114.wav,40.22483,-17.235945
AS,New_AS_115.wav,3.4366844,-42.81142
AS,New_AS_116.wav,1.2073165,-45.680744
AS,New_AS_117.wav,0.25274268,-44.136055
AS,New_AS_118.wav,-1.4692003,-41.755543
AS,New_AS_119.wav,1.7244809,-44.023758
AS,New_AS_120.wav,-1.233383,-43.45461
AS,New_AS_121.wav,1.215657,-43.914265
AS,New_AS_122.wav,-1.4029512,-42.112186
AS,New_AS_123.wav,-2.5819209,-43.745632
AS,New_AS_124.wav,1.9312423,-41.712727
AS,New_AS_125.wav,3.0969055,-44.512302
AS,New_AS_126.wav,2.9388216,-46.156338
AS,New_AS_127.wav,-1.7704372,-42.930115
AS,New_AS_128.wav,2.6618416,-43.7851
AS,New_AS_129.wav,-3.8045433,10.829862
AS,New_AS_130.wav,-3.8100092,10.68252
AS,New_AS_131.wav,20.081085,-25.232672
AS,New_AS_132.wav,0.3867555,-21.872177
AS,New_AS_133.wav,-14.025109,13.253966
AS,New_AS_134.wav,-2.9740922,-42.51011
AS,New_AS_135.wav,-14.052682,13.114434
AS,New_AS_136.wav,-4.027095,10.82648
AS,New_AS_137.wav,-3.9636922,10.414899
AS,New_AS_138.wav,-4.1617856,11.078838
AS,New_AS_139.wav,-4.3017836,11.182805
AS,New_AS_140.wav,-2.291363,-47.868153
AS,New_AS_141.wav,-2.2775788,-47.875683
AS,New_AS_142.wav,-2.2887623,-47.870777
AS,New_AS_143.wav,-2.2902553,-47.870438
AS,New_AS_144.wav,41.17839,-20.725534
AS,New_AS_145.wav,41.141075,-20.835907
AS,New_AS_146.wav,41.097385,-20.795914
AS,New_AS_147.wav,41.089756,-20.813242
AS,New_AS_148.wav,41.305775,-20.86367
AS,New_AS_149.wav,41.13836,-20.897919
AS,New_AS_150.wav,41.089756,-20.73222
AS,New_AS_151.wav,40.973003,-20.782558
AS,New_AS_152.wav,-7.2959476,1.3598278
AS,New_AS_153.wav,-7.29388,1.3494176
AS,New_AS_154.wav,-7.2913227,1.3608743
AS,New_AS_155.wav,-7.3069234,1.3331094
AS,New_AS_156.wav,-3.7884877,10.961522
AS,New_AS_157.wav,-4.0278134,10.357052
AS,New_AS_158.wav,-4.410192,11.028631
AS,New_AS_159.wav,-4.375765,11.228373
AS,New_AS_160.wav,-4.2582684,10.194174
AS,New_AS_161.wav,-4.437311,10.053916
AS,New_AS_162.wav,-4.8356915,10.485237
AS,New_AS_163.wav,-4.8149514,10.64782
AS,New_AS_164.wav,12.719973,16.201544
AS,New_AS_165.wav,12.723718,16.206478
AS,New_AS_166.wav,15.397773,19.066256
AS,New_AS_167.wav,15.36831,19.113274
AS,New_AS_168.wav,15.555292,19.011145
AS,New_AS_169.wav,15.233712,18.789951
AS,New_AS_170.wav,12.717814,16.203266
AS,New_AS_171.wav,12.721879,16.197165
AS,New_AS_172.wav,15.182963,18.805946
AS,New_AS_173.wav,15.511505,19.064411
AS,New_AS_174.wav,15.51043,18.944843
AS,New_AS_175.wav,15.618492,18.988087
AS,New_AS_176.wav,15.436973,19.055439
AS,New_AS_177.wav,15.263116,19.023497
AS,New_AS_178.wav,15.555162,19.174751
AS,New_AS_179.wav,15.210601,19.006657
AS,New_AS_180.wav,3.2854154,11.06401
AS,New_AS_181.wav,3.283406,11.053476
AS,New_AS_182.wav,3.2913396,11.065729
AS,New_AS_183.wav,3.2804573,11.061521
AS,New_AS_184.wav,-4.1333094,10.299528
AS,New_AS_185.wav,-4.4279437,9.998108
AS,New_AS_186.wav,-4.7038198,10.362791
AS,New_AS_187.wav,-4.5594144,10.551027
AS,New_AS_188.wav,41.89837,-19.207348
AS,New_AS_189.wav,41.863586,-19.118813
AS,New_AS_190.wav,27.82255,7.6018896
AS,New_AS_191.wav,27.840277,7.607982
AS,New_AS_192.wav,-3.7425401,-46.577522
AS,New_AS_193.wav,-3.7366183,-46.584362
AS,New_AS_194.wav,5.3493447,-45.90949
AS,New_AS_195.wav,5.3528013,-45.909775
AS,New_AS_196.wav,5.908532,-23.596645
AS,New_AS_197.wav,5.9123116,-23.600584
AS,New_AS_198.wav,5.9064565,-23.59416
AS,New_AS_199.wav,5.901674,-23.591621
AS,New_AS_200.wav,5.901893,-23.5935
MR,New_MR_001.wav,11.633002,-6.817732
MR,New_MR_002.wav,11.643319,-6.8097587
MR,New_MR_003.wav,11.674324,-6.7946935
MR,New_MR_004.wav,11.630794,-6.868453
MR,New_MR_005.wav,-28.41675,-5.8335366
MR,New_MR_006.wav,-28.552782,-6.281372
MR,New_MR_007.wav,-28.483932,-5.9436274
MR,New_MR_008.wav,-28.537767,-6.206407
MR,New_MR_009.wav,-28.396122,-5.8045855
MR,New_MR_010.wav,-28.600796,-6.4014115
MR,New_MR_011.wav,-26.230518,-2.423166
MR,New_MR_012.wav,-26.149172,-2.2396533
MR,New_MR_013.wav,-26.065939,-2.2430537
MR,New_MR_014.wav,-26.154417,-2.2984748
MR,New_MR_015.wav,-26.335892,-4.1617765
MR,New_MR_016.wav,-26.52657,-4.3668756
MR,New_MR_017.wav,-26.292246,-4.203029
MR,New_MR_018.wav,-26.326845,-4.3828697
MR,New_MR_019.wav,-26.43215,-4.239281
MR,New_MR_020.wav,-26.39217,-4.3721533
MR,New_MR_021.wav,-28.191277,-8.090055
MR,New_MR_022.wav,-28.00485,-8.431832
MR,New_MR_023.wav,-28.045975,-8.400562
MR,New_MR_024.wav,-28.108791,-8.466222
MR,New_MR_025.wav,-27.957636,-8.598371
MR,New_MR_026.wav,1.5328352,-14.4724455
MR,New_MR_027.wav,3.7659392,-20.11007
MR,New_MR_028.wav,5.0993004,-20.203737
MR,New_MR_029.wav,5.452113,-16.491695
MR,New_MR_030.wav,0.71040285,-18.29801
MR,New_MR_031.wav,5.1430163,-15.0547
MR,New_MR_032.wav,1.7661465,-17.559166
MR,New_MR_033.wav,3.4693549,-14.720134
MR,New_MR_034.wav,-30.976034,3.7340271
MR,New_MR_035.wav,-30.972086,3.717654
MR,New_MR_036.wav,-30.961405,3.7647564
MR,New_MR_037.wav,-30.960548,3.769998
MR,New_MR_038.wav,-29.3044,-8.985938
MR,New_MR_039.wav,-29.337784,-9.018531
MR,New_MR_040.wav,3.7100883,-8.982853
MR,New_MR_041.wav,3.7079864,-9.009293
MR,New_MR_042.wav,3.7081485,-9.017104
MR,New_MR_043.wav,3.7041721,-8.984315
MR,New_MR_044.wav,3.699251,-9.002619
MR,New_MR_045.wav,3.7052653,-8.988025
MR,New_MR_046.wav,-29.409983,-7.8966017
MR,New_MR_047.wav,-29.408123,-7.992943
MR,New_MR_048.wav,-29.517452,-7.859377
MR,New_MR_049.wav,-29.640654,-7.775849
MR,New_MR_050.wav,-29.55887,-7.8462567
MR,New_MR_051.wav,-29.446312,-7.8894143
MR,New_MR_052.wav,5.2973404,-18.726171
MR,New_MR_053.wav,1.4356925,-18.527441
MR,New_MR_054.wav,0.9103926,-17.373743
MR,New_MR_055.wav,4.638109,-16.641052
MR,New_MR_056.wav,3.691334,-15.46366
MR,New_MR_057.wav,1.7290682,-17.886858
