indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_5db,N,New_N_001.wav,12-10-8-6,DeepONMF_H4,4,0.399118031083796,6x212,0.016303099924698472,12,0.2172418638228624,0.25051071840826694,0.007177599938586354,10,0.21030825224126132,0.13325187675217037,0.0029268000507727265,8,0.2557038804125048,0.0883225294483115,0.0028580999933183193,6,0.31046852691259513,0.07968955321552863,0.0023924000561237335
1,SNR_5db,N,New_N_002.wav,12-10-8-6,DeepONMF_H4,4,0.42235774711936447,6x212,0.015701199998147786,12,0.21544378021647687,0.25965135815131013,0.006454100017435849,10,0.23303297478377646,0.13858216110488136,0.0029882999369874597,8,0.24821371384005736,0.11591320678313946,0.0028859999729320407,6,0.3274322852856609,0.09746088507935068,0.0024845999432727695
2,SNR_5db,N,New_N_003.wav,12-10-8-6,DeepONMF_H4,4,0.41293317683803044,6x212,0.01737210003193468,12,0.2144314697824691,0.2556731051247896,0.006739599979482591,10,0.20554686118691395,0.15454757139406256,0.004549600067548454,8,0.27127170480385365,0.11993082565908238,0.002921600011177361,6,0.3402109136790486,0.10110263170366866,0.002461700001731515
3,SNR_5db,N,New_N_004.wav,12-10-8-6,DeepONMF_H4,4,0.36481018510414215,6x212,0.016219499986618757,12,0.21827190789147166,0.26139110599372417,0.0065617000218480825,10,0.174435477257124,0.13223447753589831,0.003588499967008829,8,0.23252679962347444,0.10663999703363639,0.002812199993059039,6,0.2950780443773032,0.10649030597120247,0.0024605999933555722
4,SNR_5db,N,New_N_005.wav,12-10-8-6,DeepONMF_H4,4,0.4194957631174928,6x212,0.016442399937659502,12,0.21525891268010847,0.28326764842095264,0.007082900032401085,10,0.1932272918141775,0.1524610122550107,0.0032408999977633357,8,0.28079322435376614,0.12906558173910446,0.0028993000742048025,6,0.345583157369502,0.1351659361956682,0.002507900004275143
5,SNR_5db,N,New_N_006.wav,12-10-8-6,DeepONMF_H4,4,0.3592598273543688,6x212,0.015809600008651614,12,0.21915633817757227,0.26589297635934606,0.006506800069473684,10,0.1827769234850478,0.11427992082607287,0.003171799937263131,8,0.3127322101877097,0.08643605407686066,0.002776599954813719,6,0.3383583801064769,0.08751074869580565,0.0025667999871075153
6,SNR_5db,N,New_N_007.wav,12-10-8-6,DeepONMF_H4,4,0.38598635788819513,6x212,0.016081699985079467,12,0.21487079679469176,0.2639741745913547,0.006640600040555,10,0.16628757209587394,0.16101956268006926,0.0033928999910131097,8,0.22682097690127656,0.12088041567807073,0.002766599995084107,6,0.2967332086767156,0.10025512391606081,0.002598399994894862
7,SNR_5db,N,New_N_008.wav,12-10-8-6,DeepONMF_H4,4,0.41779461248585964,6x212,0.01605760003440082,12,0.21669575100956154,0.3449144274804139,0.006565900053828955,10,0.26724782036232797,0.16377583272372928,0.0032730000093579292,8,0.33202784863267926,0.14734221080100726,0.002667199936695397,6,0.28260506400351115,0.1208075182356189,0.002849700045771897
8,SNR_5db,N,New_N_009.wav,12-10-8-6,DeepONMF_H4,4,0.37604516985809733,6x212,0.016025900025852025,12,0.21762785999038897,0.29173420632343017,0.006986799999140203,10,0.19114866979406178,0.16850453008566704,0.003195400000549853,8,0.33029859291988994,0.11202187832673234,0.0024908999912440777,6,0.33736952020164085,0.10529655554744326,0.002680499921552837
9,SNR_5db,N,New_N_010.wav,12-10-8-6,DeepONMF_H4,4,0.4130276465786151,6x212,0.015639399993233383,12,0.2158344808438652,0.25169461485207584,0.006783099961467087,10,0.2216142024006844,0.1350308001304526,0.0030462000286206603,8,0.28686289709369595,0.1432967778396388,0.0024619000032544136,6,0.3755660516727326,0.13588066806024687,0.0024651000276207924
