clase,archivo,ruta,columnas_espectrograma,duracion_s,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,212,2.104625,0.9337116057047391,0.34845160088315996,1.153694230145335,0.6799727770701893,0.5936017781618864,1.1464260146481753,1.1427261954797021
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,212,2.1195,0.9870228477384025,0.3718526764799605,1.128038917798887,0.7148674829193917,0.5776429767252944,0.8090020558921158,1.4115080165134808
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,212,2.116625,1.215272853217175,0.28921586248577275,1.0828861485623709,0.5563478498073304,0.6778476954876445,1.2807163381819944,1.1127269552613348
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,212,2.087,0.8859998997431539,0.328447195180733,1.3109698248618533,0.729294439086764,0.54531015648188,1.113408337262885,1.2653028272647775
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,212,2.120375,1.044643243747106,0.357472797913343,1.2600098768619068,0.5811156425320869,0.5181957745553196,1.2702163675388018,1.2836881186227524
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,212,2.090625,1.1614242685984235,0.28914631482281344,0.9591199838583898,0.5661362543690293,0.7815391238972833,1.38308365404553,1.2853101838716594
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,212,2.101875,1.1783297738984384,0.3671658757541489,1.0459808529822052,0.6226903061199157,0.7501811601260879,1.1693042336861617,1.1420743369389785
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,212,2.10925,0.8308318293036835,0.3622915611291392,1.2554896255112635,0.5605730848684835,0.6519681741712685,1.295041911205066,1.1852535009337193
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,212,2.1005,1.1419416538106184,0.387626129673052,1.279694147125568,0.6520821622156158,0.5141752628216621,1.1129042997782952,1.1890541801373817
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,212,2.093,0.8194567003572151,0.3969643648261849,1.1575568106601604,0.537768160657876,0.6052127345102997,1.557179310157737,1.269717580767888
