indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_-5db,N,New_N_001.wav,8,DeepONMF_H1,1,nndsvd,0.3880844326238901,8x212,0.016186899971216917,8,0.3880844326238901,0.2963354109953404,0.01511679997202009
1,SNR_-5db,N,New_N_002.wav,8,DeepONMF_H1,1,nndsvd,0.38215208369752307,8x212,0.013257900020107627,8,0.38215208369752307,0.30090514898644977,0.012436300050467253
2,SNR_-5db,AS,New_AS_001.wav,8,DeepONMF_H1,1,nndsvd,0.3999524859739232,8x212,0.01512730005197227,8,0.3999524859739232,0.28357254237942925,0.014098800020292401
3,SNR_-5db,AS,New_AS_002.wav,8,DeepONMF_H1,1,nndsvd,0.38841092867425714,8x212,0.016147200018167496,8,0.38841092867425714,0.2705871447501279,0.014918100088834763
4,SNR_-5db,MR,New_MR_001.wav,8,DeepONMF_H1,1,nndsvd,0.39594962897229,8x212,0.01717360003385693,8,0.39594962897229,0.3078061057385132,0.016056900029070675
5,SNR_-5db,MR,New_MR_002.wav,8,DeepONMF_H1,1,nndsvd,0.3982607014506459,8x212,0.01587230002041906,8,0.3982607014506459,0.2726608850252724,0.014978599967435002
6,SNR_-5db,MS,New_MS_001.wav,8,DeepONMF_H1,1,nndsvd,0.3887816159715858,8x212,0.015191499958746135,8,0.3887816159715858,0.28858729514606984,0.014278599992394447
7,SNR_-5db,MS,New_MS_002.wav,8,DeepONMF_H1,1,nndsvd,0.3945752370810407,8x212,0.01618990011047572,8,0.3945752370810407,0.2954750966940064,0.015285199973732233
8,SNR_-5db,MVP,New_MVP_001.wav,8,DeepONMF_H1,1,nndsvd,0.3925386144608882,8x212,0.013884900021366775,8,0.39253861446088817,0.25223557857733486,0.013083800091408193
9,SNR_-5db,MVP,New_MVP_002.wav,8,DeepONMF_H1,1,nndsvd,0.29111837794276485,8x212,0.013348900014534593,8,0.29111837794276485,0.2529370705265017,0.01240110001526773
