clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,perfil_softmin_errores_f8,5.531143819305381e-07,0.23903949674683955,0.1880889942278589,0.35471142133874484,0.2181595345721748
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,perfil_softmin_errores_f8,4.7193499810159243e-07,0.35023546352682816,0.08652596298134195,0.3326793703499684,0.23055873120686332
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,perfil_softmin_errores_f8,1.1783640901370925e-07,0.3412619726207662,0.11678123617682426,0.28373486896411526,0.25822180440188536
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,perfil_softmin_errores_f8,2.428382092875303e-07,0.35228696212717714,0.09985003386920761,0.2323852494437865,0.31547751172161936
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,perfil_softmin_errores_f8,3.9339646120499917e-07,0.28063198628213476,0.09419036020094998,0.35835783260929305,0.26681942751116106
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,perfil_softmin_errores_f8,7.755438818817276e-08,0.3784903425461388,0.1475341478288821,0.3155955839214846,0.15837984814910624
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,perfil_softmin_errores_f8,3.729150541686974e-07,0.2960354216353677,0.14334783552395414,0.3508836386757804,0.20973273124984348
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,perfil_softmin_errores_f8,9.520227664419038e-08,0.31499671998072276,0.09494564983636691,0.3800468050388766,0.21001072994175693
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,perfil_softmin_errores_f8,1.966930967099969e-07,0.393208504458691,0.10661507995527891,0.32641894423849144,0.173757274654442
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,perfil_softmin_errores_f8,3.131011180202421e-07,0.2738555480607684,0.115676367419554,0.35093210047134316,0.25953567094721636
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,perfil_softmin_errores_f8,4.1002205107646277e-07,0.3813185113018717,0.10457234028202346,0.34478751187821366,0.16932122651584017
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,perfil_softmin_errores_f8,1.3853904092951843e-07,0.24814217958166207,0.1498391661595067,0.39432337378006177,0.2076951419397285
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,perfil_softmin_errores_f8,2.250945760946896e-07,0.38789764731099835,0.14509292505522747,0.3197945682520358,0.14721463428716222
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,perfil_softmin_errores_f8,1.707071650189758e-07,0.35447308458290944,0.06976721633599064,0.34440511166193616,0.23135441671199858
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,perfil_softmin_errores_f8,7.614775610221171e-07,0.3181976037235004,0.1284830015478435,0.3071367211550288,0.24618191209606638
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,perfil_softmin_errores_f8,5.544224980492943e-07,0.3435616678214353,0.09448729225484068,0.31437766240274007,0.2475728230984859
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,perfil_softmin_errores_f8,9.820528460168976e-07,0.30477993885479565,0.09140949988666319,0.37930395144792506,0.2245056277577701
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,perfil_softmin_errores_f8,3.1960787794826716e-07,0.3055616475962688,0.14802650296233888,0.3822306878723079,0.16418084196120653
AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_019.wav,perfil_softmin_errores_f8,1.6617320733391317e-07,0.23073906853762022,0.17575152201691388,0.3518752726178317,0.24163397065442685
AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_020.wav,perfil_softmin_errores_f8,1.6319881248956017e-07,0.3143647738501082,0.0715354979538261,0.36592867737376406,0.24817088762348904
AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_021.wav,perfil_softmin_errores_f8,2.2843138229650867e-07,0.30972513593651113,0.1151267767098878,0.35984719265866855,0.2153006662635501
AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_022.wav,perfil_softmin_errores_f8,1.4852901471042137e-07,0.3708567513906947,0.12364055214016392,0.28006472090565687,0.2254378270344699
AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_023.wav,perfil_softmin_errores_f8,5.52580362613798e-07,0.3659426085327579,0.14348984370560716,0.29354122640408487,0.1970257687771874
