clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028,F_029,F_030,F_031,F_032,F_033
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,softmin_f8_y_resumen_h,9.218873882982997e-07,0.5008856448760045,0.22109318956575397,0.096463441163844,0.18155680250700917,1.4298431233887172,0.5108832442294629,0.17282621233294407,1.4363764836387323,1.294981472091915,1.5117688172026222,0.9417105052812409,1.9500288109419188,1.0837187678255589,0.4399659313195192,1.9429407013415583,1.7423035444399926,1.9981356477336603,1.438957182714782,2.4365894370195584,0.9866873911716696,0.3479398137163888,2.4221703844410625,2.239005724338503,2.602521110019531,1.8562910064771232,3.4781897909682153,2.6885548835241515,1.684749512736243,3.6960347957912,3.31233581707274,3.5739184269881643,2.909827853566934
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,softmin_f8_y_resumen_h,3.4908404348935206e-07,0.5196565942942373,0.138471868376016,0.10458029314943841,0.2372908950962649,1.4033995625472986,0.4744058198156815,0.189507763602311,1.4011410345449395,1.418358177386961,1.7135571481180318,0.9436910502328715,1.889681573264617,1.0284403773225992,0.45496957813503014,1.8849506843923465,1.8168567660085413,2.209651072406384,1.4913525451785326,2.3939332616236766,0.9837675484605316,0.43981490658319533,2.2606974666862496,2.441502713989657,2.8328666527025455,1.814198487448292,3.515130589865651,2.8257208975387016,1.5621108270769517,3.395681839137574,3.443895043320743,3.7438426515808363,2.893256892636513
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,softmin_f8_y_resumen_h,3.6834772098135125e-08,0.5915233898106034,0.12291264781759048,0.09229929893286293,0.19326462660417107,1.4408984770374047,0.4770889986264184,0.14970747730799322,1.3561814009205917,1.4134146183118237,1.6534054501547422,1.01030957495293,1.9914204618477498,0.9572655479826438,0.36032914910460767,1.8448965052703117,1.872808883533701,2.1453407922838124,1.6018328098453565,2.398998895675394,0.9750101563081419,0.34619629707482996,2.334434442790224,2.4422510671636175,2.8192564265054223,2.0428982633029187,3.614496402400121,2.366526895516505,1.2696340287845351,3.571290288376674,3.4353870481696607,3.6368420734281695,3.014991484137169
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,softmin_f8_y_resumen_h,1.1118808176506708e-07,0.5585782097234024,0.13294071971722532,0.092149628494769,0.21633133087652145,1.3786981888709868,0.4538817158610238,0.17814624030794338,1.3541230934645725,1.4036892510687358,1.6254262712253384,0.8863780618356967,1.9575023441851893,0.9152853105318469,0.44506080103197443,1.8405806385510677,1.7943550825814147,2.1009656357005038,1.4935731999404218,2.403944501181374,1.0720489433879323,0.46915483432285693,2.3476576955462143,2.419147983665585,2.803746228911829,1.8499006840015544,3.664144445466715,2.337708735519923,1.691572790498774,3.642263509065635,3.306387216413204,3.6131565704194566,3.024339537795048
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,softmin_f8_y_resumen_h,4.885460178694018e-07,0.49521980620147543,0.15543368373826486,0.11410480488645837,0.23524121662778347,1.3667773467837223,0.4317885648736508,0.16519718532126654,1.2930410773116152,1.3494979773236564,1.6240438811249331,0.8316037383336726,1.9210296222564727,0.9044304635713752,0.45547243932356407,1.7725077423914688,1.753591885005833,2.0913437457594095,1.3645399775027216,2.3777889811230026,0.9554516628917163,0.3369581756871128,2.3053689742121053,2.310290140978421,2.743771165217179,1.7692270904912988,3.534130730767805,2.1959700019997492,1.6838760545684885,3.5781052372186926,3.1350252583948834,3.617177751883534,2.768419626176599
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,softmin_f8_y_resumen_h,3.2718331645909234e-08,0.5853628438462704,0.10059873268813076,0.13052933196519284,0.18350905878207444,1.4211084088750687,0.45398090136092517,0.16950508668960673,1.356637120975555,1.2992521503126742,1.5259482488484455,1.0124807515928815,1.9521911796514602,0.9261192514159713,0.484069306641299,1.8770655309052031,1.7203003397362875,2.0047932485318367,1.578268062537266,2.5244386850705323,1.0153256104338573,0.28169987010523995,2.1869815589774806,2.2683415179727704,2.689248873344102,2.0220963689941898,3.5385632172485657,2.545478126043765,1.943720643651543,3.5440051317835426,3.275544757952922,3.7630842687573276,3.0336667276818483
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,softmin_f8_y_resumen_h,1.8836203711623947e-07,0.5326926196171717,0.149250243080757,0.11668291413822664,0.20137403480180766,1.3951666707024764,0.46025735933505296,0.13921864977840595,1.3473340350897514,1.3349700762698709,1.5198990601791922,0.9660687868069462,1.9505720743192843,0.9857214650060173,0.35606560286306965,1.884688162426969,1.779012036931579,2.0080163313101314,1.5862384200360677,2.554551301633215,0.9889870821246577,0.27697473528728017,2.2494892454946673,2.43207589813778,2.745269561145027,1.8666695352224438,3.462806462548663,2.645955624422033,1.577769483326057,3.6914360926698366,3.3675076677407945,3.7471577357262267,3.100956206477467
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,softmin_f8_y_resumen_h,1.2615103301177462e-07,0.5402726206697076,0.10737954774026882,0.13681406499496948,0.215533640444021,1.4143603455177547,0.48842196486014844,0.17212316598119468,1.365877415927996,1.412504436203145,1.7028229121666547,1.004818237422259,1.9294893668465243,0.940222299158022,0.44201141405596434,1.8425414941668348,1.8057397532315147,2.153496169027629,1.548624687189058,2.4055523692503966,1.1504568473597954,0.37480210154938975,2.401850299339497,2.481951908885606,2.732885641339626,2.0825034007250207,3.414395165321812,2.4381290309898866,1.6981732110635088,3.55640838677862,3.3393533885476274,3.700124133980277,3.1239460985136
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,softmin_f8_y_resumen_h,5.860939159790262e-08,0.5821457511613796,0.1253053652401667,0.10303007731015869,0.18951874767890364,1.4200291607096047,0.4900299179194817,0.16560890045856608,1.3091109554892444,1.374686706402475,1.7171727006020552,0.9592634498887176,1.9471680668434805,1.010560964801028,0.4712817823561941,1.8469819486941303,1.78551630757929,2.2019697464737122,1.5716585590462968,2.500538589991947,0.9944867370729962,0.2602110576874984,2.058767286956947,2.3944271495205602,2.8866161051290167,1.8425422699111969,3.5348910822237,2.5982847247643797,1.9528341574105867,3.4877240067378605,3.2205608904012535,3.791022882548321,3.261473907447573
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,softmin_f8_y_resumen_h,4.7323729389995387e-07,0.49887054950580995,0.16883555855009766,0.10965483137330037,0.2226385873334982,1.347851441186178,0.4807790178501733,0.1441052919019999,1.3593045598973454,1.4071301637386149,1.6137745555820067,0.9206089728157517,1.8989459035113254,0.9638418060629583,0.46225477478989685,1.8147963447721542,1.804910511225935,2.048835707001267,1.5229743687807873,2.349973163598448,1.0856828663738916,0.2264775031571754,2.3412122766971657,2.359224802291604,2.7615828155844615,1.952411504537736,3.421344890429293,2.219936471948682,1.9396478711641683,3.5126562565148056,3.4747048000064416,3.5828700619675575,3.2334242464232514
