clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_y_diferencias_errores,1.0365436217743769,2.153377043784326,2.059430329306255,2.0581808494997627,2.0275638653737214,-1.116833422009949,-1.0228867075318782,-1.0216372277253858,-0.9910202435993445,0.09394671447807079,0.09519619428456316,0.12581317841060446,0.0012494798064923707,0.03186646393253367,0.030616984126041302
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_y_diferencias_errores,1.1416765033540506,2.3126416068046014,2.1347540767057187,2.165941094632005,2.14561628369144,-1.1709651034505508,-0.9930775733516681,-1.0242645912779544,-1.0039397803373895,0.1778875300988827,0.1467005121725964,0.16702532311316132,-0.03118701792628631,-0.010862206985721379,0.02032481094056493
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_y_diferencias_errores,1.0136364634302042,2.2561479725014544,2.08764112438322,2.0929396027448486,2.112913871454327,-1.2425115090712502,-1.0740046609530156,-1.0793031393146444,-1.099277408024123,0.16850684811823458,0.1632083697566058,0.1432341010471272,-0.005298478361628778,-0.025272747071107382,-0.019974268709478604
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_y_diferencias_errores,1.066255773052136,2.2596968561544184,2.1138601648998776,2.1146705944326936,2.14460338601274,-1.1934410831022824,-1.0476043918477416,-1.0484148213805575,-1.078347612960604,0.1458366912545408,0.14502626172172484,0.11509347014167837,-0.0008104295328159594,-0.03074322111286243,-0.02993279158004647
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_y_diferencias_errores,1.078390968983896,2.2314030890151964,2.0623319707438124,2.1258206570470297,2.097605382599389,-1.1530121200313004,-0.9839410017599164,-1.0474296880631337,-1.0192144136154928,0.169071118271384,0.10558243196816663,0.13379770641580757,-0.06348868630321736,-0.03527341185557642,0.028215274447640937
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_y_diferencias_errores,0.9986821284463955,2.247243902892996,2.122665914803545,2.103584821826466,2.089471720522577,-1.2485617744466007,-1.1239837863571496,-1.1049026933800707,-1.0907895920761814,0.12457798808945109,0.14365908106652991,0.15777218237041923,0.01908109297707883,0.03319419428096815,0.01411310130388932
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_y_diferencias_errores,1.0043710810696782,2.1521768491053135,2.0661970420801206,2.070809999309671,2.048094582033416,-1.1478057680356353,-1.0618259610104424,-1.066438918239993,-1.0437235009637378,0.08597980702519292,0.08136684979564235,0.1040822670718975,-0.004612957229550574,0.01810246004670457,0.022715417276255145
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_y_diferencias_errores,1.0954183456768947,2.323937648701977,2.141260650976982,2.204649838934691,2.138572411120894,-1.2285193030250823,-1.0458423053000874,-1.1092314932577962,-1.0431540654439995,0.1826769977249949,0.11928780976728603,0.1853652375810828,-0.06338918795770887,0.002688239856087904,0.06607742781379677
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_y_diferencias_errores,1.0631920705130686,2.263255989810667,2.100288182534035,2.1271986417777775,2.0763980739159598,-1.2000639192975981,-1.0370961120209663,-1.0640065712647089,-1.0132060034028911,0.16296780727663185,0.13605734803288927,0.18685791589470702,-0.02691045924374258,0.023890108618075168,0.05080056786181775
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_y_diferencias_errores,1.0631854015430027,2.2419876835310144,2.106235876502049,2.1429628497733564,2.108432419411383,-1.1788022819880117,-1.0430504749590463,-1.0797774482303537,-1.0452470178683804,0.1357518070289654,0.09902483375765803,0.13355526411963137,-0.03672697327130736,-0.0021965429093340205,0.03453043036197334
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_y_diferencias_errores,1.073670903783923,2.30033661953144,2.1399418905228296,2.161030052877941,2.111038003475137,-1.2266657157475171,-1.0662709867389066,-1.087359149094018,-1.0373670996912139,0.16039472900861051,0.13930656665349916,0.18929861605630327,-0.02108816235511135,0.028903887047692756,0.049992049402804106
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_y_diferencias_errores,1.047167065325995,2.2553675243443996,2.1542472503130203,2.148318674318646,2.1001223986476276,-1.2082004590184046,-1.1070801849870253,-1.101151608992651,-1.0529553333216326,0.10112027403137924,0.1070488500257536,0.15524512569677196,0.005928575994374352,0.054124851665392715,0.04819627567101836
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_y_diferencias_errores,1.0295348532617115,2.2118391832825233,2.0993427634654713,2.098867547192735,2.060433448757758,-1.1823043300208118,-1.0698079102037599,-1.0693326939310235,-1.0308985954960463,0.11249641981705194,0.11297163608978833,0.15140573452476547,0.00047521627273638956,0.03890931470771353,0.03843409843497714
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,afinidad_y_diferencias_errores,1.1141829884732606,2.3431368186974932,2.1599015260125984,2.200536768081452,2.182629550393554,-1.2289538302242327,-1.0457185375393379,-1.0863537796081912,-1.0684465619202936,0.1832352926848948,0.14260005061604142,0.16050726830393902,-0.04063524206885338,-0.02272802438095578,0.017907217687897603
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,afinidad_y_diferencias_errores,1.0503577096630583,2.210086885467271,2.0562711986622584,2.0708217982819894,2.0809590644532907,-1.1597291758042128,-1.0059134889992,-1.0204640886189311,-1.0306013547902324,0.15381568680501267,0.13926508718528163,0.12912782101398035,-0.014550599619731042,-0.024687865791032326,-0.010137266171301285
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,afinidad_y_diferencias_errores,1.118904687113074,2.3179347558010734,2.1372195256103406,2.180399105149507,2.1421287805644598,-1.1990300686879996,-1.0183148384972667,-1.061494418036433,-1.0232240934513859,0.18071523019073288,0.1375356506515666,0.17580597523661368,-0.04317957953916629,-0.004909254954119202,0.03827032458504709
