clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005,F_006,F_007,F_008,F_009,F_010,F_011,F_012,F_013,F_014,F_015,F_016,F_017,F_018,F_019,F_020,F_021,F_022,F_023,F_024,F_025,F_026,F_027,F_028,F_029,F_030,F_031,F_032,F_033
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_y_resumen_h,1.0365436217743769,2.153377043784326,2.059430329306255,2.0581808494997627,2.0275638653737214,1.305773315733972,1.0065032364251563,1.4680591313824143,1.45388988712588,1.3995618432195749,0.5246973880271911,0.2369459537463295,1.7592649145123125,1.4842608140528102,1.9410514160388772,1.9735020086701744,1.9214253505392476,1.0845928447462883,0.5251452537863135,2.2256206585106737,2.0254199360956395,2.3666837656256625,2.6027838196955293,2.445459371557776,1.0009646372871839,0.5358004743310377,3.3197056172865134,2.8557042032823796,3.7502514823307203,3.5695023052285704,3.4635211120549987,2.6925648724381466,1.8983659329273481
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_y_resumen_h,1.1416765033540506,2.3126416068046014,2.1347540767057187,2.165941094632005,2.14561628369144,1.4214038722046536,1.0131515357956224,1.434106211999239,1.6719169972032717,1.375305740409708,0.5020187150184282,0.2614502213755961,1.825378433538548,1.5491096829732567,1.8428319194017078,2.1924846294928937,1.8649096266658105,1.0276696606892883,0.5261478067392272,2.439401452209136,1.9487970013851856,2.3329575232280204,2.7858657691071,2.346754505322016,1.020477698437788,0.6667110894276094,3.4212952465682465,2.9104435090183323,3.3991767712977157,3.73281652578397,3.4604640709270025,2.846144350164176,1.7321635465440426
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_y_resumen_h,1.0136364634302042,2.2561479725014544,2.08764112438322,2.0929396027448486,2.112913871454327,1.424251941199289,1.0705842133640247,1.3700426909811094,1.6219337464727803,1.4136553391209805,0.4929295944493441,0.21919474022890637,1.8716844812221447,1.6527308893772499,1.7863073199551731,2.133099896326374,1.958184526448555,0.9738100960893266,0.4502946050389198,2.4310229605053615,2.0920871111747865,2.2956727720178938,2.851189432304385,2.4680049809037707,1.085209503429323,0.5777304887723996,3.3843122821906113,3.0663670029665546,3.410662087617716,3.597487071176445,3.5641714889513567,2.442623496897314,1.4841879167014111
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_y_resumen_h,1.066255773052136,2.2596968561544184,2.1138601648998776,2.1146705944326936,2.14460338601274,1.4053172188864937,0.9494255912577573,1.387305129071683,1.5827132824213794,1.3534769240557336,0.47226867571740033,0.2552837337577602,1.7932522904077808,1.5454732483942009,1.8067490654280125,2.0844993043872018,1.9235483696880096,0.9371868885564687,0.5651040770092662,2.4563314674562053,1.9320079151297733,2.3599726467154714,2.79486214690017,2.407184182017102,1.0358387826817534,0.5574146791289218,3.296255781544701,2.9918104624256525,3.5910937907681793,3.5857054281322207,3.6152905368850234,2.4382047970377623,1.8485178663404305
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_y_resumen_h,1.078390968983896,2.2314030890151964,2.0623319707438124,2.1258206570470297,2.097605382599389,1.3480509881202312,0.8930780230398215,1.3353031382083818,1.5796947961020098,1.3462905510110232,0.4543751342680265,0.22986523575615392,1.7590879712830387,1.4100339731196947,1.7494693257192853,2.072596781824526,1.9011414597254024,0.9163206349652373,0.5224193154685873,2.2664951640148194,1.8761461326395927,2.2939560421583662,2.793474391290074,2.3655990507439624,0.960612058419637,0.5300843761367157,3.139783552584543,2.7968134283888575,3.571985958016905,3.620896299529743,3.5088399712275975,2.2842088183248492,1.793076357771329
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_y_resumen_h,0.9986821284463955,2.247243902892996,2.122665914803545,2.103584821826466,2.089471720522577,1.324146536458309,1.0737625999743112,1.365113630962037,1.476431604786214,1.3984780776930636,0.46589459735971245,0.22970970554557069,1.7572817338280529,1.633729102069737,1.8099077496013298,1.981448187281839,1.9239724830633205,0.9265197427172472,0.510698467769788,2.283812300384595,2.0936628899612337,2.12821056244823,2.6012335731860476,2.454472551391326,0.9527570445541951,0.4984865218780921,3.336146178890965,3.0695602439158507,3.4040093947332393,3.7463083941993713,3.478563547223983,2.550515493458064,1.8669526731344757
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_y_resumen_h,1.0043710810696782,2.1521768491053135,2.0661970420801206,2.070809999309671,2.048094582033416,1.347671366521721,1.0255691416645525,1.3599939749165688,1.4797427676964394,1.3711620493347751,0.4749914513255129,0.2145043604798201,1.7738484609923872,1.62870468133171,1.8522651501272482,1.9894284422128803,1.925957883406164,0.9973256841782563,0.4508047562789696,2.446872773809905,1.981894263765522,2.202557563467404,2.6955992410434875,2.548162043263613,0.9673586428668021,0.47173168712559865,3.2816813383250114,3.136523512464632,3.668084305832767,3.725145894669273,3.454055664514065,2.719098257735396,1.6080947936568595
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_y_resumen_h,1.0954183456768947,2.323937648701977,2.141260650976982,2.204649838934691,2.138572411120894,1.404717459448223,1.072974964986825,1.414270068963919,1.6575984530555496,1.387370283153929,0.49829239528768576,0.2512516163024687,1.8187996091184186,1.6073082966237042,1.822023617573695,2.135414440120987,1.9069693933044618,0.9328748777680163,0.5375066194752104,2.4452376329909145,2.1243139683049863,2.409362079018119,2.7108761249712567,2.4238995156568914,1.0423410411297482,0.6405797376951315,3.4233661201926417,3.143608469825008,3.5692781851114943,3.700847784551328,3.348750718824263,2.4173685749249154,1.871501774235281
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_y_resumen_h,1.0631920705130686,2.263255989810667,2.100288182534035,2.1271986417777775,2.0763980739159598,1.379570101643166,1.0256542489381892,1.3349193962611046,1.6819605212269289,1.3950451138366489,0.500222542923573,0.26280746482631995,1.8037843828269777,1.6218055476246525,1.78875479026041,2.183411260989192,1.923340554899638,1.0000405818012557,0.584258514725366,2.3924379349691445,1.872088140836196,2.066458245612928,2.871023193987707,2.5061403508911995,1.243559665619265,0.5908746333252377,3.300445127946556,3.247606299039312,3.5426103472050086,3.778148856435834,3.4681512151373197,2.5913903264409512,1.914539227842823
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_y_resumen_h,1.0631854015430027,2.2419876835310144,2.106235876502049,2.1429628497733564,2.108432419411383,1.4021608730998454,0.9838402528342742,1.4031949764497162,1.5643266512536258,1.32818665534232,0.49859974436361537,0.20757593489929255,1.8156312341353877,1.5820187830880896,1.8019048422950077,2.0225004509401847,1.875481725652267,0.9560048802805897,0.4957403088549523,2.272842083059533,2.0176495820459386,2.363767133339168,2.743489772585564,2.3268884793334523,1.0721206023548282,0.5097378089806921,3.466365266853628,3.338405598918424,3.5108714881385747,3.5790809667937653,3.3810525870287527,2.2378978582441778,1.9316703955938106
