clase,archivo,ruta,variante_deep_onmf,F_001,F_002,F_003,F_004,F_005
AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_001.wav,afinidad_errores_por_base,1.1576186454102657,2.0920675529455286,2.063912230719664,2.1402236786103552,2.081238287110257
AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_002.wav,afinidad_errores_por_base,1.2509102067116828,2.240324764936194,2.0792522575140953,2.233917025060872,2.1893821508455966
AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_003.wav,afinidad_errores_por_base,1.1100480470498089,2.1608200067570196,2.035030439955232,2.138005963873157,2.126559712230563
AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_004.wav,afinidad_errores_por_base,1.2151063613283277,2.235196646026841,2.088850268081072,2.1844976471777775,2.221496094223056
AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_005.wav,afinidad_errores_por_base,1.2257949480604826,2.194586023111823,2.070230027041065,2.2246893210213243,2.188482774335055
AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_006.wav,afinidad_errores_por_base,1.1055421021232177,2.1788674217395774,2.0675350471783487,2.1564054706827522,2.0754995304486297
AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_007.wav,afinidad_errores_por_base,1.1326563569232118,2.112016340464742,2.026972635284107,2.133040713760942,2.070697493938484
AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_008.wav,afinidad_errores_por_base,1.1934025854245054,2.234909331900596,2.0982216253237125,2.258104749898017,2.186582570751179
AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_009.wav,afinidad_errores_por_base,1.1816605260615851,2.216098935794847,2.064976222905146,2.193095754914811,2.118895020150574
AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_010.wav,afinidad_errores_por_base,1.2004064202508518,2.178272923850679,2.0788923369439263,2.208801157533158,2.171782554102206
AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_011.wav,afinidad_errores_por_base,1.218372979078574,2.21822029756926,2.068319069944622,2.205710535219685,2.1215658677930067
AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_012.wav,afinidad_errores_por_base,1.182946462461758,2.1766782941097467,2.1187829690336084,2.232960493200087,2.1558721479578815
AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_013.wav,afinidad_errores_por_base,1.1472858754592485,2.175105970147633,2.059172743263361,2.1512597285787747,2.060790061349887
AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_014.wav,afinidad_errores_por_base,1.2429350374710897,2.27905973918807,2.0940887578623046,2.2754644844424985,2.2270982266988297
AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_015.wav,afinidad_errores_por_base,1.1352554428206658,2.0976146593107527,1.9902326412768192,2.0932019607366663,2.066043097326651
AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_016.wav,afinidad_errores_por_base,1.2620288074997241,2.243027584583399,2.0934335629171037,2.231992246805763,2.202886399768436
AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_017.wav,afinidad_errores_por_base,1.2704640490157793,2.2020811096434953,2.065346694783221,2.2290574372215026,2.165561988228937
AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_018.wav,afinidad_errores_por_base,1.1841820602551945,2.167930517050161,2.0834709731231404,2.1955302134595307,2.095113118208809
