indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_8db,N,New_N_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.24357242794732215,2x212,0.012150600086897612,32,0.16644386650919252,0.2582418504088129,0.010083399945870042,2,0.12818224546770005,0.12409939083740135,0.0010121000232174993
1,SNR_8db,N,New_N_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.24295628134075967,2x212,0.012145399930886924,32,0.16481531615795358,0.2625718868543364,0.01060829998459667,2,0.12941819585077394,0.10870093213942145,0.00079109997022897
2,SNR_8db,AS,New_AS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.39444486095826925,2x212,0.012673399993218482,32,0.22769801835930598,0.25087391478536586,0.011210599914193153,2,0.27028393204480633,0.3600204971071752,0.0007755999686196446
3,SNR_8db,AS,New_AS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.37244492349350655,2x212,0.013762900023721159,32,0.21565514808843528,0.25169876523759876,0.012110000010579824,2,0.24081902709605424,0.3455026234190277,0.0009284000843763351
4,SNR_8db,MR,New_MR_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.3292749452293619,2x212,0.014730299939401448,32,0.21794964334547776,0.26193466169042995,0.012135300086811185,2,0.2016307670800181,0.2250079924580757,0.0016042999923229218
5,SNR_8db,MR,New_MR_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.3628051130559316,2x212,0.01345750002656132,32,0.23047723354856647,0.25317840869804725,0.011195199913345277,2,0.23057706236495842,0.3464296524928965,0.001177600002847612
6,SNR_8db,MS,New_MS_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.29441077520185954,2x212,0.013700499897822738,32,0.19328272071369554,0.25638862859354095,0.011705599958077073,2,0.17989135277848106,0.1765368765235102,0.0009875999530777335
7,SNR_8db,MS,New_MS_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.285604908890185,2x212,0.014764599967747927,32,0.18520706088614575,0.2638081479338748,0.01309879997279495,2,0.17192850521810735,0.1734654155470336,0.0009336000075563788
8,SNR_8db,MVP,New_MVP_001.wav,32-2,DeepONMF_H2,2,nndsvd,0.4355747409661029,2x212,0.014426099951379001,32,0.19286730654103296,0.23774546080220818,0.012594000087119639,2,0.33200910902111447,0.038416700995887884,0.001102500013075769
9,SNR_8db,MVP,New_MVP_002.wav,32-2,DeepONMF_H2,2,nndsvd,0.43827944796613016,2x212,0.013829399948008358,32,0.17501820513014704,0.24467059059665527,0.01193569996394217,2,0.3818432816939525,0.036791075931264766,0.0010041000787168741
