indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_8db,N,New_N_001.wav,0.0016115999314934015
1,SNR_8db,N,New_N_002.wav,0.0012261000229045749
2,SNR_8db,N,New_N_003.wav,0.001117000007070601
3,SNR_8db,N,New_N_004.wav,0.001185599947348237
4,SNR_8db,N,New_N_005.wav,0.0011270999675616622
5,SNR_8db,N,New_N_006.wav,0.0017077000811696053
6,SNR_8db,N,New_N_007.wav,0.001658800058066845
7,SNR_8db,N,New_N_008.wav,0.0015201999340206385
8,SNR_8db,N,New_N_009.wav,0.001599100069142878
9,SNR_8db,N,New_N_010.wav,0.0012963999761268497
10,SNR_8db,N,New_N_011.wav,0.0012516999850049615
11,SNR_8db,N,New_N_012.wav,0.0015367999440059066
12,SNR_8db,N,New_N_013.wav,0.00174990005325526
13,SNR_8db,N,New_N_014.wav,0.0012890000361949205
14,SNR_8db,N,New_N_015.wav,0.0012522999895736575
15,SNR_8db,N,New_N_016.wav,0.0012860000133514404
16,SNR_8db,N,New_N_017.wav,0.0017503999406471848
17,SNR_8db,N,New_N_018.wav,0.0016933000879362226
18,SNR_8db,N,New_N_019.wav,0.0014159000711515546
19,SNR_8db,N,New_N_020.wav,0.001276099937967956
20,SNR_8db,N,New_N_021.wav,0.0012758000520989299
21,SNR_8db,N,New_N_022.wav,0.001272799912840128
22,SNR_8db,N,New_N_023.wav,0.0012630000710487366
23,SNR_8db,N,New_N_024.wav,0.0011634000111371279
24,SNR_8db,N,New_N_025.wav,0.0011952000204473734
25,SNR_8db,N,New_N_026.wav,0.0012405000161379576
26,SNR_8db,N,New_N_027.wav,0.0012402000138536096
27,SNR_8db,N,New_N_028.wav,0.0013293999945744872
28,SNR_8db,N,New_N_029.wav,0.0012353999773040414
29,SNR_8db,N,New_N_030.wav,0.0018202000064775348
30,SNR_8db,N,New_N_031.wav,0.0015901000006124377
31,SNR_8db,N,New_N_032.wav,0.0013470998965203762
32,SNR_8db,N,New_N_033.wav,0.0012589000398293138
33,SNR_8db,N,New_N_034.wav,0.0012892000377178192
34,SNR_8db,N,New_N_035.wav,0.0012822001008316875
35,SNR_8db,N,New_N_036.wav,0.0012225001119077206
36,SNR_8db,N,New_N_037.wav,0.0020822000224143267
37,SNR_8db,N,New_N_038.wav,0.002307299990206957
38,SNR_8db,N,New_N_039.wav,0.001382600050419569
39,SNR_8db,N,New_N_040.wav,0.0013402999611571431
40,SNR_8db,N,New_N_041.wav,0.0017177999252453446
41,SNR_8db,N,New_N_042.wav,0.0015466000186279416
42,SNR_8db,N,New_N_043.wav,0.0013201000401750207
43,SNR_8db,N,New_N_044.wav,0.0012845000019297004
44,SNR_8db,N,New_N_045.wav,0.0012771000619977713
45,SNR_8db,N,New_N_046.wav,0.0012297999346628785
46,SNR_8db,N,New_N_047.wav,0.0012404000153765082
47,SNR_8db,N,New_N_048.wav,0.0013000000035390258
48,SNR_8db,N,New_N_049.wav,0.0012153999414294958
49,SNR_8db,N,New_N_050.wav,0.0014334000879898667
50,SNR_8db,N,New_N_051.wav,0.0015805999282747507
51,SNR_8db,N,New_N_052.wav,0.0016024999786168337
52,SNR_8db,N,New_N_053.wav,0.002156500006094575
53,SNR_8db,N,New_N_054.wav,0.0016400000313296914
54,SNR_8db,N,New_N_055.wav,0.0016278000548481941
55,SNR_8db,N,New_N_056.wav,0.0015266999835148454
