distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
2-3-4-20,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,122,722,78,78,0.844,0.61,0.9025000000000001,0.7634227330779055,0.75625,200
2-3-4-20,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,111,711,89,89,0.8220000000000001,0.555,0.8887500000000002,0.6939115646258504,0.7218749999999999,200
2-3-4-20,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,129,729,71,71,0.858,0.645,0.9112499999999999,0.7408273587095466,0.778125,200
2-3-4-20,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6,0.9,0.7835803555712022,0.7499999999999999,200
2-3-4-20,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6,0.9,0.7523639645378777,0.75,200
2-3-4-20,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,150,750,50,50,0.9,0.75,0.9375,0.785059163059163,0.84375,200
2-3-4-20,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,145,745,55,55,0.8899999999999999,0.725,0.93125,0.7694628895694469,0.828125,200
2-3-4-20,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,144,744,56,56,0.8880000000000001,0.7200000000000001,0.9299999999999999,0.7409303538822711,0.825,200
2-3-4-20,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.7550000000000001,0.93875,0.7739266590865929,0.846875,200
2-3-4-20,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,142,742,58,58,0.884,0.71,0.9275,0.7508846532251717,0.81875,200
2-3-4-20,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,158,758,42,42,0.916,0.7899999999999999,0.9475,0.8158749340887074,0.86875,200
2-3-4-20,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8335649563469112,0.890625,200
2-3-4-20,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.7999999999999999,0.95,0.8246154362472418,0.875,200
2-3-4-20,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.9512500000000002,0.8173380213112706,0.878125,200
2-3-4-20,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.9612499999999999,0.8638262322472847,0.903125,200
2-3-4-20,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.9512500000000002,0.8353143972702448,0.878125,200
2-3-4-20,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,156,756,44,44,0.9120000000000001,0.78,0.945,0.798051467616685,0.8625,200
2-3-4-20,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.9412499999999999,0.7787745300344607,0.853125,200
2-3-4-20,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.9020000000000001,0.755,0.93875,0.7662648462648463,0.846875,200
2-3-4-20,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,156,756,44,44,0.9120000000000001,0.7799999999999999,0.945,0.8065284062342885,0.8624999999999998,200
2-3-4-20,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.93,0.9825000000000002,0.9316406571936918,0.95625,200
2-3-4-20,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737499999999999,0.8993715393133999,0.934375,200
2-3-4-20,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9162952836637048,0.946875,200
2-3-4-20,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9775,0.9119133056691645,0.94375,200
2-3-4-20,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9402693285620114,0.9625,200
2-3-4-20,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9222939397358001,0.95,200
2-3-4-20,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.9800000000000001,0.9223082312902472,0.95,200
2-3-4-20,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.869757185170719,0.909375,200
2-3-4-20,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9003536137564557,0.9375,200
2-3-4-20,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737499999999999,0.9004026349994092,0.934375,200
