clase,archivo,ruta,columnas_espectrograma,duracion_s,SBV_1,SBV_2,SBV_3,SBV_4,SBV_5,SBV_6,SBV_7
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,212,2.104625,0.840748585959552,0.5747769840352507,0.6741658178495693,0.9372826322993576,1.2759954353466922,0.5881151413040678,1.1034963489655947
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,212,2.1195,0.8068236816965974,0.6430568867927182,0.45271044418351475,1.1083346149695976,1.0693960062590326,0.9870818192151851,1.0601022682962542
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,212,2.116625,0.8606071871218628,0.43409512198854633,0.6424258164011541,1.082718105396736,1.2635875202646796,1.1003341663199673,0.9379617492319084
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,212,2.087,0.8201519673480698,0.47598139647832055,0.6298518259832753,1.0982898194267634,1.0826843469777099,1.2849146560297724,0.891910501511832
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,212,2.120375,0.6825108768409373,0.5574491094566018,0.6616085870851345,1.1979176525972233,1.168067593023561,1.154729186473341,0.95854919587517
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,212,2.090625,0.818670398119984,0.3921784411965519,0.6607864672516642,1.146079257182106,1.0646361757089255,1.2620081509085719,1.0420136200738934
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,212,2.101875,0.8248229636425839,0.5706911207691681,0.6049559316910531,1.097203618671106,1.0673888899511337,1.1466296723391092,1.0266376803757746
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,212,2.10925,0.7152838689989278,0.5133740309182562,0.7750228794174611,1.104001557879277,1.0928975911844394,1.1928357119019293,0.9283800721430941
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,212,2.1005,0.6784943124505749,0.5194414925861965,0.6462452230200059,1.0787713453830832,1.1660055311373079,1.1892782957142598,1.033550946511008
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,212,2.093,0.5945437975764672,0.600695577381993,0.9053793327430145,1.2323412522343087,1.0964555662213147,1.0454867132659578,0.8865764929131986
N,New_N_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_011.wav,212,2.1105,0.8215599880790849,0.5161829169911785,0.6722370979675224,1.1007659798702518,1.1917591052228866,1.1882589964795234,0.9730892630139615
N,New_N_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_012.wav,212,2.095625,0.8417073306390509,0.5439653528572238,0.5791669878265512,1.246894809307581,1.1000340015912402,1.154569128325111,0.7596069741399851
N,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_013.wav,212,2.11525,0.8176694033109061,0.49678827136228004,0.8570713914123269,1.0125096100393118,1.0754484067107501,1.0181303463631584,1.0782685443777313
N,New_N_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_014.wav,212,2.093,0.7705951031289469,0.43382224814229475,0.5790311366322861,1.1322221124570533,1.0881430046683924,1.1504144058348462,1.2879407324753356
N,New_N_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_015.wav,212,2.093,0.7863608740613302,0.44947575935909806,0.5804957968915687,1.0725493712202274,1.2487276587642824,0.7961591154962977,1.4275372786382516
N,New_N_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_016.wav,212,2.08575,0.6469707404150571,0.6240860913097729,0.5800982267725568,1.1492939261046593,1.2195769574417092,1.2170946104450875,0.906950700610245
N,New_N_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_017.wav,212,2.063625,0.78732553786179,0.5774484291703393,0.4654720901002976,1.155475945330447,1.0943400030705543,1.1558245473950208,1.1317422662160757
N,New_N_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_018.wav,212,2.100625,0.8018552488650482,0.4852896964128459,0.5218899758028595,1.097731476240885,1.3026717775487797,1.0939789030987666,0.9462476510618816
N,New_N_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_019.wav,212,2.09175,0.7301881392781089,0.6618833037940832,0.5788039229752685,1.231474641198691,1.0298121588632274,1.3403942598228835,0.9726129388960573
N,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_020.wav,212,2.077,0.7719052356321386,0.4547028065150158,0.9195332426645825,0.9822324201816373,1.0449585526135934,0.8719143341087564,1.3294719509671105
N,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_021.wav,212,2.1105,0.5139711596041404,0.5374318754476008,0.6720862624818181,1.1120296408167705,1.1792540365392243,1.1626121671688108,1.2058376500586354
N,New_N_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_022.wav,212,2.087875,0.6118989254854197,0.5104197657565878,0.6776584579039597,1.2237178630098826,1.0797534685922343,1.3326394672093431,0.9930107792127683
N,New_N_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_023.wav,212,2.116625,0.660082054265615,0.43615323709549686,0.7594456850772371,1.1010715054661868,1.032658261475432,1.0724614751728179,1.2588264167076324
N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_024.wav,212,2.10925,0.7341323211315927,0.480866684844992,0.5453940359017816,1.1692314332352294,1.1644096794191972,0.927861086792294,1.2955740336301536
N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_025.wav,212,2.103,0.9952044344061858,0.6041653654764688,0.7736963352766052,1.1130783777368052,1.1283472218477137,0.8556111335585324,0.7790276246671572
N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_026.wav,212,2.1105,0.8422741194797614,0.5838221657795033,0.5805472419217488,1.0894547063924422,1.084070362495971,0.9819773293070485,1.0138591853913566
