indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_0db,N,New_N_001.wav,0.0027425000444054604
1,SNR_0db,N,New_N_002.wav,0.003102899994701147
2,SNR_0db,AS,New_AS_001.wav,0.0024017000105232
3,SNR_0db,AS,New_AS_002.wav,0.0022915999870747328
4,SNR_0db,MR,New_MR_001.wav,0.002192899934016168
5,SNR_0db,MR,New_MR_002.wav,0.0024229000555351377
6,SNR_0db,MS,New_MS_001.wav,0.002432200009934604
7,SNR_0db,MS,New_MS_002.wav,0.002218600013293326
8,SNR_0db,MVP,New_MVP_001.wav,0.002845000009983778
9,SNR_0db,MVP,New_MVP_002.wav,0.003611800028011203
