indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_0db,N,New_N_001.wav,28-10,DeepONMF_H2,2,0.3246745238588935,10x212,0.023523300071246922,28,0.2593534583244083,0.2662087884454387,0.018173799966461957,10,0.46218515522147546,0.18069623014458938,0.004099200014024973
1,SNR_0db,N,New_N_002.wav,28-10,DeepONMF_H2,2,0.33153737232460395,10x212,0.01925340003799647,28,0.2653781567321709,0.2555615967658174,0.014697300037369132,10,0.49096729512003884,0.1667447852756838,0.003720100037753582
2,SNR_0db,N,New_N_003.wav,28-10,DeepONMF_H2,2,0.3292457276856215,10x212,0.01963730005081743,28,0.26511399524984014,0.24813472989595306,0.01515550003387034,10,0.43984001375736903,0.14772745927032058,0.0036764999385923147
3,SNR_0db,N,New_N_004.wav,28-10,DeepONMF_H2,2,0.3314469015796187,10x212,0.022383000003173947,28,0.26492621687279394,0.25381973028206295,0.017740999930538237,10,0.5018856953561837,0.17362099226613523,0.0039336999179795384
4,SNR_0db,N,New_N_005.wav,28-10,DeepONMF_H2,2,0.3307303777284047,10x212,0.023650399991311133,28,0.261384349652407,0.2417894962626813,0.01862069999333471,10,0.4711458395986754,0.14773476396583893,0.004122200072742999
5,SNR_0db,N,New_N_006.wav,28-10,DeepONMF_H2,2,0.32890834920555856,10x212,0.020343399955891073,28,0.26023350286405716,0.24057861485647916,0.015861200052313507,10,0.5363773479887367,0.1904557570221905,0.003728699986822903
6,SNR_0db,N,New_N_007.wav,28-10,DeepONMF_H2,2,0.3339614862083529,10x212,0.01974240003619343,28,0.266872377661047,0.24476526322563263,0.015295400051400065,10,0.47895465427188916,0.1572172570497329,0.0037345000309869647
7,SNR_0db,N,New_N_008.wav,28-10,DeepONMF_H2,2,0.33565884350189734,10x212,0.023132600006647408,28,0.2605694229574874,0.24611853805677653,0.018200499936938286,10,0.4683348337717211,0.17180437754081934,0.003889900050126016
8,SNR_0db,N,New_N_009.wav,28-10,DeepONMF_H2,2,0.3248148216896785,10x212,0.022296400042250752,28,0.26154715441285786,0.2547251688583097,0.01756439998280257,10,0.44754524108322497,0.1817319469705558,0.0038397000171244144
9,SNR_0db,N,New_N_010.wav,28-10,DeepONMF_H2,2,0.3298617599143598,10x212,0.02013800002168864,28,0.2648659298459852,0.24909695163497622,0.015463699935935438,10,0.46745999392594784,0.17678517839820848,0.0037831999361515045
10,SNR_0db,N,New_N_011.wav,28-10,DeepONMF_H2,2,0.3356403805481096,10x212,0.021942300023511052,28,0.2645135388629858,0.2469556143798392,0.017056800075806677,10,0.42746231261336465,0.17052083665164705,0.004001599969342351
11,SNR_0db,N,New_N_012.wav,28-10,DeepONMF_H2,2,0.3302899899645288,10x212,0.02121929998975247,28,0.2618859771456844,0.25522072965958215,0.016126399976201355,10,0.4994329512786341,0.18084853895517247,0.004200899973511696
12,SNR_0db,N,New_N_013.wav,28-10,DeepONMF_H2,2,0.3262636457658432,10x212,0.02064770006109029,28,0.2584799409836754,0.25331740365021926,0.01612739998381585,10,0.4669285338407221,0.20313450924907805,0.003696999978274107
13,SNR_0db,N,New_N_014.wav,28-10,DeepONMF_H2,2,0.3334529298829609,10x212,0.022495000041089952,28,0.2617646403062162,0.2488977133869818,0.017775599961169064,10,0.48723830802019596,0.17000481583977298,0.0037477000150829554
14,SNR_0db,N,New_N_015.wav,28-10,DeepONMF_H2,2,0.3318294474728331,10x212,0.021569999982602894,28,0.26214407979665416,0.2621893680805584,0.016365100047551095,10,0.49209982162752475,0.19603999164006755,0.004099900019355118
15,SNR_0db,N,New_N_016.wav,28-10,DeepONMF_H2,2,0.34307939564937107,10x212,0.019361300044693053,28,0.26969798328534583,0.24369665752829522,0.014375200029462576,10,0.46834676399613484,0.1445688182904024,0.004192600026726723
16,SNR_0db,N,New_N_017.wav,28-10,DeepONMF_H2,2,0.3391871833950764,10x212,0.019339699996635318,28,0.2595829505476165,0.2449556513162754,0.01484570000320673,10,0.4600995586515954,0.17394747489639087,0.003732800018042326
17,SNR_0db,N,New_N_018.wav,28-10,DeepONMF_H2,2,0.33457198636970975,10x212,0.02005339995957911,28,0.2635666405941502,0.24908838318871113,0.015566800022497773,10,0.5053768828147546,0.19797852756673617,0.003669199999421835
18,SNR_0db,N,New_N_019.wav,28-10,DeepONMF_H2,2,0.3339307772084446,10x212,0.020134599995799363,28,0.2654312378790707,0.25144186429588566,0.0156483999453485,10,0.48209611491669874,0.1436644448603484,0.0035635000094771385
19,SNR_0db,N,New_N_020.wav,28-10,DeepONMF_H2,2,0.3360470426136802,10x212,0.02182740007992834,28,0.2669682591396137,0.24970075291380617,0.016514300019480288,10,0.45368449925245946,0.15650095250661383,0.004362899926491082
20,SNR_0db,N,New_N_021.wav,28-10,DeepONMF_H2,2,0.33485511707678783,10x212,0.01860469998791814,28,0.2636460206919136,0.2447006603085023,0.013544999994337559,10,0.47007369942040816,0.15786183448086438,0.0042212000116705894
21,SNR_0db,N,New_N_022.wav,28-10,DeepONMF_H2,2,0.33070811259431476,10x212,0.020830199937336147,28,0.2637995849062382,0.24510634799492229,0.016234699985943735,10,0.48121559224187616,0.1907116219910408,0.0036714000161737204
22,SNR_0db,N,New_N_023.wav,28-10,DeepONMF_H2,2,0.3214673777683743,10x212,0.02036149997729808,28,0.2593007377761891,0.23668102918636194,0.015464699943549931,10,0.4734875238082432,0.15373549309787365,0.003940299968235195
23,SNR_0db,N,New_N_024.wav,28-10,DeepONMF_H2,2,0.3276528020031446,10x212,0.019383099977858365,28,0.2668252535199994,0.25594313460862167,0.014957599923945963,10,0.45095582320244804,0.17293593975816662,0.0035952000180259347
