clase,archivo,origen,F_1,F_2,F_3,F_4,F_5,F_6,F_7
N,columna_H_000312,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.03785059960138007,7.64107733976795e-09,0.008991460643512871,8.577760696760313e-09
N,columna_H_000966,columnas_H_final,0.00013486922082653482,1.3184997567553881e-08,1.344089872663433,9.052986169231132e-09,7.64107733976795e-09,0.2956721290408006,1.1919417029019208
N,columna_H_001310,columnas_H_final,12.821308647710051,1.6232200667205157,3.0366387698995876,8.559599841888729e-09,7.64107733976795e-09,6.659726826054103,4.655850544882038
N,columna_H_001475,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.025382088917052723,0.039983464498105824,0.001350940950336402,8.577760696760313e-09
N,columna_H_001583,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.03691642808277815,0.009016113432900149,0.014793450294606913,8.577760696760313e-09
N,columna_H_001859,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,8.559599841888729e-09,0.032163478234432316,0.6062452216477254,8.577760696760313e-09
N,columna_H_002480,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.04871423127173981,0.05318013326833051,7.207753209381188e-09,8.577760696760313e-09
N,columna_H_002707,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,8.559599841888729e-09,7.64107733976795e-09,1.1381020187823727,0.30589535859364797
N,columna_H_002882,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,8.559599841888729e-09,0.05425890358583834,0.05234524374640516,8.577760696760313e-09
N,columna_H_003241,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.018003815106031214,0.022776409002037323,7.207753209381188e-09,8.577760696760313e-09
N,columna_H_003367,columnas_H_final,10.296983151376233,2.8833598212909233,13.099005879564784,4.561000778393218,1.1579446638431371e-08,11.162260154758176,3.995441316230486
N,columna_H_003376,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,0.19358198560786066,9.612887713609122e-09,0.09140982540331008,0.0815528935975335,8.577760696760313e-09
N,columna_H_003644,columnas_H_final,0.9500560554620885,2.9878633213768713,1.2680844890403763e-08,8.559599841888729e-09,7.64107733976795e-09,7.207753209381188e-09,2.922424970739146
N,columna_H_003732,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.037483885970439376,7.64107733976795e-09,0.013358030663505986,8.577760696760313e-09
N,columna_H_003783,columnas_H_final,1.2130064244248436e-08,1.3184997567553881e-08,1.2680844890403763e-08,0.029795478021082126,7.64107733976795e-09,0.007244857370160659,8.577760696760313e-09
