clase,archivo,origen,tSNE_1,tSNE_2
N,New_N_001.wav,media_H_por_audio,-2.0977879,38.692383
N,New_N_002.wav,media_H_por_audio,2.8604221,33.89521
N,New_N_003.wav,media_H_por_audio,3.3764207,39.520245
N,New_N_004.wav,media_H_por_audio,-0.16393296,39.424553
N,New_N_005.wav,media_H_por_audio,0.6948541,38.25247
N,New_N_006.wav,media_H_por_audio,2.5570326,38.770992
N,New_N_007.wav,media_H_por_audio,-1.4996277,38.077843
N,New_N_008.wav,media_H_por_audio,1.1644834,39.751644
N,New_N_009.wav,media_H_por_audio,1.0815676,36.362225
N,New_N_010.wav,media_H_por_audio,3.067953,40.606285
N,New_N_011.wav,media_H_por_audio,3.0482595,39.931786
N,New_N_012.wav,media_H_por_audio,1.7107362,35.851448
N,New_N_013.wav,media_H_por_audio,-0.33796144,40.868378
N,New_N_014.wav,media_H_por_audio,1.9998829,36.79297
N,New_N_015.wav,media_H_por_audio,5.730792,39.506355
N,New_N_016.wav,media_H_por_audio,-1.3266863,36.319916
N,New_N_017.wav,media_H_por_audio,1.5638039,35.950737
N,New_N_018.wav,media_H_por_audio,1.977662,37.39641
N,New_N_019.wav,media_H_por_audio,3.2094066,35.605057
N,New_N_020.wav,media_H_por_audio,1.9414809,40.921886
N,New_N_021.wav,media_H_por_audio,2.2780163,36.718967
N,New_N_022.wav,media_H_por_audio,-1.5588787,37.945454
N,New_N_023.wav,media_H_por_audio,0.6514076,39.073483
N,New_N_024.wav,media_H_por_audio,3.5657866,38.134857
N,New_N_025.wav,media_H_por_audio,-0.21441112,38.04487
N,New_N_026.wav,media_H_por_audio,3.1870408,38.65707
N,New_N_027.wav,media_H_por_audio,-1.7361996,37.88509
N,New_N_028.wav,media_H_por_audio,1.0385927,37.635166
N,New_N_029.wav,media_H_por_audio,2.143512,35.99389
N,New_N_030.wav,media_H_por_audio,3.686422,36.874596
N,New_N_031.wav,media_H_por_audio,0.3127025,38.01552
N,New_N_032.wav,media_H_por_audio,-1.5576384,39.039757
N,New_N_033.wav,media_H_por_audio,2.613119,39.890057
N,New_N_034.wav,media_H_por_audio,3.9649887,39.51251
N,New_N_035.wav,media_H_por_audio,-1.0977628,37.532726
N,New_N_036.wav,media_H_por_audio,1.4900916,41.505684
N,New_N_037.wav,media_H_por_audio,-4.2333984,7.7986426
N,New_N_038.wav,media_H_por_audio,-4.232274,7.7983723
N,New_N_039.wav,media_H_por_audio,-4.2336903,7.8001666
N,New_N_040.wav,media_H_por_audio,-4.2308507,7.7956486
N,New_N_041.wav,media_H_por_audio,15.037937,29.569357
N,New_N_042.wav,media_H_por_audio,13.89638,30.121168
N,New_N_043.wav,media_H_por_audio,15.80812,31.818003
N,New_N_044.wav,media_H_por_audio,14.061657,28.58919
N,New_N_045.wav,media_H_por_audio,14.456369,27.76363
N,New_N_046.wav,media_H_por_audio,13.942369,31.050032
N,New_N_047.wav,media_H_por_audio,14.973937,28.98699
N,New_N_048.wav,media_H_por_audio,14.9847555,31.390894
N,New_N_049.wav,media_H_por_audio,12.635597,29.539818
N,New_N_050.wav,media_H_por_audio,16.1678,31.155645
N,New_N_051.wav,media_H_por_audio,13.706229,33.564747
N,New_N_052.wav,media_H_por_audio,15.00069,29.01742
N,New_N_053.wav,media_H_por_audio,13.602329,33.63923
N,New_N_054.wav,media_H_por_audio,14.086454,29.831934
N,New_N_055.wav,media_H_por_audio,14.4725065,27.715431
N,New_N_056.wav,media_H_por_audio,15.98794,31.597015
N,New_N_057.wav,media_H_por_audio,12.319563,30.443014
N,New_N_058.wav,media_H_por_audio,14.4919615,29.223984
N,New_N_059.wav,media_H_por_audio,12.254362,31.204342
N,New_N_060.wav,media_H_por_audio,11.376034,32.318535
N,New_N_061.wav,media_H_por_audio,12.215674,29.520252
N,New_N_062.wav,media_H_por_audio,12.549002,31.38429
N,New_N_063.wav,media_H_por_audio,16.819693,29.291521
N,New_N_064.wav,media_H_por_audio,15.017871,31.268217
N,New_N_065.wav,media_H_por_audio,16.088943,31.859352
N,New_N_066.wav,media_H_por_audio,13.4753275,33.241966
N,New_N_067.wav,media_H_por_audio,14.704833,31.520061
N,New_N_068.wav,media_H_por_audio,13.179534,31.036299
N,New_N_069.wav,media_H_por_audio,9.421847,35.960197
N,New_N_070.wav,media_H_por_audio,9.372855,36.280327
N,New_N_071.wav,media_H_por_audio,9.600649,35.67581
N,New_N_072.wav,media_H_por_audio,5.4147263,35.901424
N,New_N_073.wav,media_H_por_audio,7.374219,32.969215
N,New_N_074.wav,media_H_por_audio,10.800094,30.233322
N,New_N_075.wav,media_H_por_audio,8.380638,35.03141
N,New_N_076.wav,media_H_por_audio,5.644547,33.822556
N,New_N_077.wav,media_H_por_audio,7.637682,33.96382
N,New_N_078.wav,media_H_por_audio,8.598038,34.039997
N,New_N_079.wav,media_H_por_audio,8.599934,34.882313
