clase,archivo,origen,tSNE_1,tSNE_2
N,New_N_001.wav,media_H_por_audio,18.921303,31.74939
N,New_N_002.wav,media_H_por_audio,15.762765,28.10234
N,New_N_003.wav,media_H_por_audio,17.386835,34.733013
N,New_N_004.wav,media_H_por_audio,18.151741,32.61291
N,New_N_005.wav,media_H_por_audio,14.434042,34.550343
N,New_N_006.wav,media_H_por_audio,17.354342,33.11944
N,New_N_007.wav,media_H_por_audio,18.017242,31.591415
N,New_N_008.wav,media_H_por_audio,17.520197,33.900326
N,New_N_009.wav,media_H_por_audio,14.383353,31.590014
N,New_N_010.wav,media_H_por_audio,17.355042,35.885807
N,New_N_011.wav,media_H_por_audio,17.584562,34.68849
N,New_N_012.wav,media_H_por_audio,14.205202,31.279118
N,New_N_013.wav,media_H_por_audio,14.937215,36.490852
N,New_N_014.wav,media_H_por_audio,14.379216,32.5919
N,New_N_015.wav,media_H_por_audio,17.980217,30.177233
N,New_N_016.wav,media_H_por_audio,17.04444,30.85769
N,New_N_017.wav,media_H_por_audio,14.434015,31.06419
N,New_N_018.wav,media_H_por_audio,15.6874485,32.019947
N,New_N_019.wav,media_H_por_audio,12.956001,31.855707
N,New_N_020.wav,media_H_por_audio,16.608797,36.215343
N,New_N_021.wav,media_H_por_audio,14.926138,31.939444
N,New_N_022.wav,media_H_por_audio,17.917002,31.737328
N,New_N_023.wav,media_H_por_audio,15.23185,34.929504
N,New_N_024.wav,media_H_por_audio,16.192474,32.025806
N,New_N_025.wav,media_H_por_audio,13.999178,34.757977
N,New_N_026.wav,media_H_por_audio,16.35498,32.816776
N,New_N_027.wav,media_H_por_audio,13.191725,34.560116
N,New_N_028.wav,media_H_por_audio,14.421132,33.32523
N,New_N_029.wav,media_H_por_audio,14.256091,31.423744
N,New_N_030.wav,media_H_por_audio,15.217636,34.003235
N,New_N_031.wav,media_H_por_audio,14.140561,34.14284
N,New_N_032.wav,media_H_por_audio,18.852959,32.12401
N,New_N_033.wav,media_H_por_audio,16.922327,34.743225
N,New_N_034.wav,media_H_por_audio,18.130388,35.089226
N,New_N_035.wav,media_H_por_audio,13.435276,34.297222
N,New_N_036.wav,media_H_por_audio,16.033571,36.636574
N,New_N_037.wav,media_H_por_audio,-10.861525,21.506525
N,New_N_038.wav,media_H_por_audio,-10.860674,21.504908
N,New_N_039.wav,media_H_por_audio,-10.860893,21.507654
N,New_N_040.wav,media_H_por_audio,-10.861157,21.50166
N,New_N_041.wav,media_H_por_audio,19.584566,16.492733
N,New_N_042.wav,media_H_por_audio,19.805319,17.856789
N,New_N_043.wav,media_H_por_audio,22.357601,17.53394
N,New_N_044.wav,media_H_por_audio,18.766743,17.034521
N,New_N_045.wav,media_H_por_audio,18.214148,16.140076
N,New_N_046.wav,media_H_por_audio,20.236486,18.388659
N,New_N_047.wav,media_H_por_audio,19.2115,16.121851
N,New_N_048.wav,media_H_por_audio,21.527527,17.89766
N,New_N_049.wav,media_H_por_audio,18.440329,18.416693
N,New_N_050.wav,media_H_por_audio,22.03298,16.938967
N,New_N_051.wav,media_H_por_audio,22.433332,19.647669
N,New_N_052.wav,media_H_por_audio,19.911299,16.692354
N,New_N_053.wav,media_H_por_audio,22.370716,19.805674
N,New_N_054.wav,media_H_por_audio,19.7184,17.604462
N,New_N_055.wav,media_H_por_audio,18.15385,16.247774
N,New_N_056.wav,media_H_por_audio,22.243315,17.261572
N,New_N_057.wav,media_H_por_audio,18.805347,19.085829
N,New_N_058.wav,media_H_por_audio,19.22532,16.571514
N,New_N_059.wav,media_H_por_audio,19.296871,19.548843
N,New_N_060.wav,media_H_por_audio,19.735577,21.041178
N,New_N_061.wav,media_H_por_audio,18.17832,18.69112
N,New_N_062.wav,media_H_por_audio,19.757425,19.57241
N,New_N_063.wav,media_H_por_audio,21.686222,15.472708
N,New_N_064.wav,media_H_por_audio,21.36942,17.733175
N,New_N_065.wav,media_H_por_audio,22.53956,17.406708
N,New_N_066.wav,media_H_por_audio,21.93361,19.784851
N,New_N_067.wav,media_H_por_audio,21.425716,18.150946
N,New_N_068.wav,media_H_por_audio,20.332766,18.992756
N,New_N_069.wav,media_H_por_audio,21.167349,26.913391
N,New_N_070.wav,media_H_por_audio,21.299984,27.127497
N,New_N_071.wav,media_H_por_audio,20.685244,27.295515
N,New_N_072.wav,media_H_por_audio,16.168833,33.89855
N,New_N_073.wav,media_H_por_audio,18.816557,24.785002
N,New_N_074.wav,media_H_por_audio,18.00519,20.036901
N,New_N_075.wav,media_H_por_audio,20.063475,26.005686
N,New_N_076.wav,media_H_por_audio,17.194914,26.695755
N,New_N_077.wav,media_H_por_audio,19.210571,25.413324
N,New_N_078.wav,media_H_por_audio,20.15051,25.128466
N,New_N_079.wav,media_H_por_audio,20.187218,26.126
N,New_N_080.wav,media_H_por_audio,18.043852,27.048649
N,New_N_081.wav,media_H_por_audio,19.39203,25.33328
N,New_N_082.wav,media_H_por_audio,20.534246,27.352695
