clase,archivo,origen,F_1,F_2,F_3,F_4,F_5,F_6,F_7
N,columna_H_000312,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.030760824370359895,9.290812481526322e-09,0.012337163973184528,1.2432807573796352e-08
N,columna_H_000966,columnas_H_final,8.373326118524554e-05,6.5003844760384e-09,1.528338375297148,8.245723477236467e-09,9.290812481526322e-09,0.3351495883969607,1.026283741441276
N,columna_H_001310,columnas_H_final,12.336342504480916,5.1913331830532574e-09,9.322939576321597,8.245723477236467e-09,9.290812481526322e-09,6.484389286274228,2.6387397558155827
N,columna_H_001475,columnas_H_final,1.2486157520306727e-08,0.03306804389918205,1.2432943570149138e-08,0.022498151854716316,9.290812481526322e-09,9.20678620481777e-09,1.2432807573796352e-08
N,columna_H_001583,columnas_H_final,1.2486157520306727e-08,0.0034485500924024155,1.2432943570149138e-08,0.03458060438581624,9.290812481526322e-09,0.017622721198522193,1.2432807573796352e-08
N,columna_H_001859,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,0.6790974666022067,1.2432807573796352e-08
N,columna_H_002480,columnas_H_final,1.2486157520306727e-08,0.03969356519525801,1.2432943570149138e-08,0.05010986020770229,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_002707,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,1.2125486702611774,2.798771496807039e-07
N,columna_H_002882,columnas_H_final,1.2486157520306727e-08,0.03907297764795715,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,0.04919205564950838,1.2432807573796352e-08
N,columna_H_003241,columnas_H_final,1.2486157520306727e-08,0.017692676123576015,1.2432943570149138e-08,0.01689975295931248,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_003367,columnas_H_final,3.5060442145094235e-06,8.045490231820832e-09,19.928269847036994,2.872406750975794,9.290812481526322e-09,12.83794061504938,9.246725523700595
N,columna_H_003376,columnas_H_final,1.2486157520306727e-08,0.07512125407433187,0.3192268220381963,8.245723477236467e-09,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_003644,columnas_H_final,2.875424989361697,1.755715268454863e-05,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,0.00025219785065935015,3.6410713969439574
N,columna_H_003732,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.027452689248985508,9.290812481526322e-09,0.020111027117435853,1.2432807573796352e-08
N,columna_H_003783,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.0261933065909928,9.290812481526322e-09,0.006891607486010737,1.2432807573796352e-08
N,columna_H_003832,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,0.01833871922383267,8.245723477236467e-09,9.290812481526322e-09,0.2905146051123401,0.061367619588899226
N,columna_H_003851,columnas_H_final,13.002931393588064,5.1913331830532574e-09,4.178375274077822,1.0252543782936855e-08,15.672120287767417,9.074098240360864e-09,11.089708699829213
N,columna_H_003908,columnas_H_final,1.2486157520306727e-08,0.03540380584802196,1.2432943570149138e-08,0.019245543825024695,9.290812481526322e-09,0.032592243955517686,1.2432807573796352e-08
N,columna_H_003993,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.008594866517350235,9.290812481526322e-09,0.009644853286492481,1.2432807573796352e-08
N,columna_H_004107,columnas_H_final,2.2928547237189907e-05,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,16.840486147964373,3.083273488274807
N,columna_H_004130,columnas_H_final,1.2486157520306727e-08,0.0009868016292450322,1.2432943570149138e-08,0.007219234753479903,9.290812481526322e-09,0.03883645851195774,1.2432807573796352e-08
N,columna_H_004517,columnas_H_final,1.2486157520306727e-08,0.023130457674321488,1.2432943570149138e-08,0.008577696382479336,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_004868,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,0.05855769270164402,1.2432807573796352e-08
N,columna_H_005025,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.06092806065482081,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_005373,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.036287617226957856,9.290812481526322e-09,0.012702146614954005,1.2432807573796352e-08
N,columna_H_005433,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.044182754393353896,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_005517,columnas_H_final,4.678372818793667e-08,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,13.941816550930353,2.3323519067186917
N,columna_H_005938,columnas_H_final,1.2486157520306727e-08,2.2370829492404134,3.385364631407862,8.245723477236467e-09,1.0012549993760786,0.4900457158837688,1.2432807573796352e-08
N,columna_H_005942,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,6.183497429637649,8.245723477236467e-09,9.290812481526322e-09,11.944991516298371,2.9144216254295543
N,columna_H_006484,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.17410885265663725,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_006549,columnas_H_final,3.792673772046986,5.1913331830532574e-09,14.160723756154692,8.245723477236467e-09,1.0096819933459775e-08,4.345621604740472,5.233459091127754
N,columna_H_006825,columnas_H_final,1.1034878260239802,5.1913331830532574e-09,4.585732108763563,8.245723477236467e-09,1.168078819956501e-08,2.009253060697577,2.8186045408547074
N,columna_H_006865,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,20.527511693340212,1.2432807573796352e-08
N,columna_H_007011,columnas_H_final,3.020339633633911e-08,5.1913331830532574e-09,0.8635814324106554,8.245723477236467e-09,9.290812481526322e-09,1.3628369284862722,0.4119151477639121
N,columna_H_007077,columnas_H_final,4.608857899753368e-06,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,17.725659069009815,2.4683840902913095
N,columna_H_007106,columnas_H_final,1.2486157520306727e-08,0.047021945069948716,1.2432943570149138e-08,0.08652134619498536,0.0013660534901077063,9.074098240360864e-09,1.8630056385073566e-08
N,columna_H_007742,columnas_H_final,1.2486157520306727e-08,1.16901786887421,0.002501528164762458,8.245723477236467e-09,9.290812481526322e-09,0.13224134980973334,1.2432807573796352e-08
N,columna_H_008045,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.002073781257497818,9.290812481526322e-09,0.0007961259754366805,1.2432807573796352e-08
N,columna_H_008261,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.002201170072842262,9.290812481526322e-09,0.0011212186910603572,1.2432807573796352e-08
N,columna_H_008494,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,8.245723477236467e-09,9.290812481526322e-09,1.2497188942026967,1.2432807573796352e-08
N,columna_H_008542,columnas_H_final,1.2486157520306727e-08,5.1913331830532574e-09,1.2432943570149138e-08,0.0021698928840319593,9.290812481526322e-09,9.074098240360864e-09,1.2432807573796352e-08
N,columna_H_009127,columnas_H_final,0.16180222254406149,9.174575389508233e-09,0.169067802961486,8.245723477236467e-09,9.290812481526322e-09,9.074098240360864e-09,0.07647364103165244
