clase,archivo,ruta,columnas_espectrograma,duracion_s,F_1,F_2,F_3,F_4,F_5,F_6,F_7,origen
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,212,2.104625,0.8565550783179656,1.0417540482069776,1.1765107825479293,0.746383658525922,0.44706484083371967,0.8339990274835005,0.8876331382275701,media_H_por_audio
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,212,2.1195,0.9011766613663464,1.2466388823597057,1.0398136661673503,0.731494250532368,0.4661118810258639,0.5944507364973489,1.2099399334830554,media_H_por_audio
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,212,2.116625,1.0580183987580922,1.0101986762002657,1.1380852749000345,0.6572951427348306,0.45089991314828554,0.9482907041612784,1.0944915739728334,media_H_por_audio
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,212,2.087,0.9917477659794883,0.994634541071123,1.1515539187826758,0.8287962509679203,0.41298101410611326,0.8753840641207083,1.0639271654303253,media_H_por_audio
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,212,2.120375,0.5846462445854973,1.439424545890652,1.2803822083305063,0.596611074856897,0.38296384061783156,1.0241042793525381,1.048071637623499,media_H_por_audio
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,212,2.090625,1.0728272918484654,1.171247815812924,1.0339370721733376,0.6542850161057931,0.4278910228343133,0.9966372665478155,1.0723665360369434,media_H_por_audio
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,212,2.101875,1.1711489497391552,1.1105745262612172,0.994918482371922,0.6239525937999648,0.5409663719564656,0.8716678846387329,1.1184289754173213,media_H_por_audio
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,212,2.10925,1.0756514669170028,0.9884775087927712,1.2225699900331914,0.6671269158498315,0.46510243258494355,0.9495417812497204,0.9848712508852888,media_H_por_audio
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,212,2.1005,0.9396925304721767,1.0629535862920236,1.269858764554162,0.675843409458991,0.46148683039781835,0.8295802895247922,1.0620426897155673,media_H_por_audio
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,212,2.093,0.842414583595165,1.0731801299800423,1.1853737259429764,0.6113160558902009,0.5238479950046315,1.1765578338442244,1.0571590673090872,media_H_por_audio
N,New_N_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_011.wav,212,2.1105,1.2402908730139197,1.086987869183108,1.132504159637149,0.5870603607638593,0.4835723010490044,1.0137242785083524,1.0321004899609156,media_H_por_audio
N,New_N_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_012.wav,212,2.095625,1.2643359417594118,0.9531220244141825,0.9421611671848475,0.6204169575128833,0.5215455171094986,0.8312476558882499,1.3694014631647053,media_H_por_audio
N,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_013.wav,212,2.11525,0.816878537164651,0.9638876757556333,1.3314738995228175,0.8114920760322224,0.42316080921150506,1.1044889093350991,0.9385315306623007,media_H_por_audio
N,New_N_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_014.wav,212,2.093,1.0355623144370525,1.2315289400788163,1.0030252434365379,0.6518050377681972,0.4239170378019914,0.8804731226718973,1.2085325466806989,media_H_por_audio
N,New_N_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_015.wav,212,2.093,0.9520331698921628,1.124864396240164,1.3605978349554964,0.6640855508386386,0.3630123523474579,0.7619086769450572,1.2089558817027921,media_H_por_audio
N,New_N_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_016.wav,212,2.08575,1.007288611254956,0.9804801746971401,1.101778769010025,0.6658169422379199,0.5416493890265327,0.8685918040719065,1.1385174667442404,media_H_por_audio
N,New_N_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_017.wav,212,2.063625,1.1142078743242336,1.3360702278872945,0.8376442343974705,0.649592907093669,0.45481131923620144,0.7946102579264781,1.2149352706851262,media_H_por_audio
N,New_N_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_018.wav,212,2.100625,1.04099672180957,1.2559280083169106,0.8939366030589734,0.6447085467388323,0.4639794574963591,0.8586047510419841,1.1701028862133138,media_H_por_audio
N,New_N_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_019.wav,212,2.09175,1.0394422333409679,1.2595399060697614,1.0621653420281325,0.7597412794645559,0.5426130681483234,0.8044719726190317,1.2421309004359014,media_H_por_audio
N,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_020.wav,212,2.077,0.7706440621642943,1.466132081758286,1.1858381889419247,0.6518800895777379,0.4266084577561534,1.3105933537313714,0.7943523789044074,media_H_por_audio
N,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_021.wav,212,2.1105,0.837125213104519,1.1796266733139245,1.418120260299297,0.6239265128728457,0.4109732423007175,0.7676804717359367,1.2082880703631058,media_H_por_audio
N,New_N_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_022.wav,212,2.087875,1.0042349912486375,1.071136641691952,1.2238459647633075,0.5245878549080911,0.4827250395915508,0.9908884591205347,1.1070444044378671,media_H_por_audio
N,New_N_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_023.wav,212,2.116625,0.8013329925099059,1.2192406929000188,1.1674946952816363,0.5917970025541474,0.4602233949614729,1.0337426663090203,1.0499762262614174,media_H_por_audio
N,New_N_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_024.wav,212,2.10925,0.9647548378011961,1.302213632043366,1.2023203896193753,0.5270127325318523,0.41266815976500054,0.7322035344307362,1.1864419924159353,media_H_por_audio
N,New_N_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_025.wav,212,2.103,1.1430238880505732,0.7373074303431181,1.0686003755564244,0.7979121151680906,0.4939661520751691,1.0210032998810432,1.2067719101335712,media_H_por_audio
N,New_N_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_026.wav,212,2.1105,1.0464115522822757,1.3230436364194857,0.9416818319213034,0.6462799016547401,0.48758889991757937,0.8229073784698202,0.9986248066195798,media_H_por_audio
N,New_N_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_027.wav,212,2.116625,0.79407745257061,1.0268719385124772,1.2767827139940182,0.6070722571351342,0.4911366790766924,0.9726519139751288,1.088327238734457,media_H_por_audio
N,New_N_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_028.wav,212,2.087,0.9717164052953885,1.279036690965534,1.1006992572636276,0.5897706662884105,0.4898313421644993,0.8839329076403132,1.150339804965053,media_H_por_audio
