clase,archivo,ruta,columnas_espectrograma,duracion_s,F_1,F_2,F_3,F_4,F_5,F_6,F_7,origen
N,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_001.wav,212,2.104625,0.5556174594749024,1.3195720652735758,0.36586599696610494,0.4967969856111235,0.6885004089350828,1.2405456937330486,1.2380152554282737,media_H_por_audio
N,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_002.wav,212,2.1195,0.41258049069436736,1.4847354041472196,0.4021946080149539,0.8773545295905897,0.5730304862122091,1.477548476175291,0.8889836771050609,media_H_por_audio
N,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_003.wav,212,2.116625,0.45898761134122273,1.2163051495311368,0.38827959646175425,1.2611660094479784,0.8755578038354208,0.9863860945091019,1.0787406301871842,media_H_por_audio
N,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_004.wav,212,2.087,0.4037934286854461,1.3186063357747686,0.3283283107373142,0.9103940434930704,0.7558735276423235,1.2596323423905005,1.1613382164769126,media_H_por_audio
N,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_005.wav,212,2.120375,0.5289668745868311,1.3833077328388725,0.35537268756789,0.9305670420444987,0.9551190271488197,1.127656786058121,0.8912981565194973,media_H_por_audio
N,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_006.wav,212,2.090625,0.5545546721577851,1.45081193722303,0.32725843640437063,1.0792089335629782,0.8308765069744377,0.9143414496338081,1.1706346569037793,media_H_por_audio
N,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_007.wav,212,2.101875,0.546692593780132,1.491292555721022,0.44370972886509386,0.750352018342565,0.6989980767974989,1.0987150225393227,1.1663941473932327,media_H_por_audio
N,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_008.wav,212,2.10925,0.42669588666098596,1.2776685339829912,0.4776025421825383,0.9494186738494298,0.8477195304669618,1.052943505017758,1.1426907214537585,media_H_por_audio
N,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_009.wav,212,2.1005,0.43104342543348545,1.5758534222155882,0.46102215260779683,0.9931037961296633,0.7534651468958172,1.164513287890898,0.8983081103910611,media_H_por_audio
N,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\N_New_3주기\New_N_010.wav,212,2.093,0.5207319542690392,1.2318130548662836,0.45820589939672085,1.1149265351141704,1.0512497059845147,0.8739112291534089,1.0815553518835528,media_H_por_audio
