clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,27.313095,2.4500399
N,frecuencia_bin_001,filas_W_final,28.969486,5.9283223
N,frecuencia_bin_002,filas_W_final,30.20081,7.361138
N,frecuencia_bin_003,filas_W_final,30.302166,7.788596
N,frecuencia_bin_004,filas_W_final,29.854216,8.858585
N,frecuencia_bin_005,filas_W_final,23.051155,6.7626348
N,frecuencia_bin_006,filas_W_final,19.340157,5.6716094
N,frecuencia_bin_007,filas_W_final,19.483585,5.8303366
N,frecuencia_bin_008,filas_W_final,19.447113,5.7999516
N,frecuencia_bin_009,filas_W_final,18.60344,5.2556844
N,frecuencia_bin_010,filas_W_final,17.199034,4.7187705
N,frecuencia_bin_011,filas_W_final,16.586933,4.157937
N,frecuencia_bin_012,filas_W_final,16.7137,4.1192803
N,frecuencia_bin_013,filas_W_final,16.551807,4.079921
N,frecuencia_bin_014,filas_W_final,14.875201,3.839647
N,frecuencia_bin_015,filas_W_final,13.812962,4.1100254
N,frecuencia_bin_016,filas_W_final,14.029444,3.9076142
N,frecuencia_bin_017,filas_W_final,14.442032,4.0012136
N,frecuencia_bin_018,filas_W_final,14.063109,3.9368086
N,frecuencia_bin_019,filas_W_final,11.819487,3.8001733
N,frecuencia_bin_020,filas_W_final,10.865662,3.9774842
N,frecuencia_bin_021,filas_W_final,10.564364,3.4903738
N,frecuencia_bin_022,filas_W_final,11.218326,3.8052552
N,frecuencia_bin_023,filas_W_final,10.753237,3.8076887
N,frecuencia_bin_024,filas_W_final,7.562828,3.409268
N,frecuencia_bin_025,filas_W_final,7.0174255,4.1908317
N,frecuencia_bin_026,filas_W_final,5.245863,3.5058372
N,frecuencia_bin_027,filas_W_final,6.1259093,4.3267045
N,frecuencia_bin_028,filas_W_final,5.8207603,4.3507037
N,frecuencia_bin_029,filas_W_final,3.1225266,4.4443307
N,frecuencia_bin_030,filas_W_final,5.892333,4.8739634
N,frecuencia_bin_031,filas_W_final,3.142408,4.4281826
N,frecuencia_bin_032,filas_W_final,5.253707,5.0274014
N,frecuencia_bin_033,filas_W_final,4.905154,5.1740503
N,frecuencia_bin_034,filas_W_final,1.4860425,4.9311957
N,frecuencia_bin_035,filas_W_final,5.107785,5.723239
N,frecuencia_bin_036,filas_W_final,1.254913,4.991043
N,frecuencia_bin_037,filas_W_final,3.650274,23.00415
N,frecuencia_bin_038,filas_W_final,3.6102395,23.41165
N,frecuencia_bin_039,filas_W_final,-26.108576,6.047757
N,frecuencia_bin_040,filas_W_final,4.0760345,23.182093
N,frecuencia_bin_041,filas_W_final,-26.284012,6.2049623
N,frecuencia_bin_042,filas_W_final,3.2649858,24.24396
N,frecuencia_bin_043,filas_W_final,3.3574557,24.582262
N,frecuencia_bin_044,filas_W_final,-26.666595,6.627738
N,frecuencia_bin_045,filas_W_final,4.1054525,24.185642
N,frecuencia_bin_046,filas_W_final,-26.93683,6.9350038
N,frecuencia_bin_047,filas_W_final,3.15919,25.306648
N,frecuencia_bin_048,filas_W_final,3.123647,25.744547
N,frecuencia_bin_049,filas_W_final,-27.236017,7.374963
N,frecuencia_bin_050,filas_W_final,4.1843147,25.232336
N,frecuencia_bin_051,filas_W_final,-27.489498,7.7211328
N,frecuencia_bin_052,filas_W_final,2.9707813,26.343864
N,frecuencia_bin_053,filas_W_final,2.9145658,26.677595
N,frecuencia_bin_054,filas_W_final,-27.645182,8.042467
N,frecuencia_bin_055,filas_W_final,4.141069,26.115503
N,frecuencia_bin_056,filas_W_final,-28.029129,8.562177
N,frecuencia_bin_057,filas_W_final,2.7232797,27.420856
N,frecuencia_bin_058,filas_W_final,2.783201,27.853533
N,frecuencia_bin_059,filas_W_final,-27.809896,8.755585
N,frecuencia_bin_060,filas_W_final,4.0314183,26.894985
N,frecuencia_bin_061,filas_W_final,-28.343521,9.238147
N,frecuencia_bin_062,filas_W_final,2.531764,28.411293
N,frecuencia_bin_063,filas_W_final,2.672856,28.745108
N,frecuencia_bin_064,filas_W_final,-27.998991,9.554195
N,frecuencia_bin_065,filas_W_final,3.9941754,27.759953
N,frecuencia_bin_066,filas_W_final,-28.475178,9.817372
N,frecuencia_bin_067,filas_W_final,2.262553,29.304457
N,frecuencia_bin_068,filas_W_final,2.6095088,29.714264
N,frecuencia_bin_069,filas_W_final,-28.303331,10.395537
N,frecuencia_bin_070,filas_W_final,3.9042122,28.581161
N,frecuencia_bin_071,filas_W_final,-28.0678,10.696053
N,frecuencia_bin_072,filas_W_final,2.1854048,30.282007
N,frecuencia_bin_073,filas_W_final,1.8354801,30.346413
N,frecuencia_bin_074,filas_W_final,-28.76044,10.734271
N,frecuencia_bin_075,filas_W_final,3.925949,29.227365
N,frecuencia_bin_076,filas_W_final,-28.099451,11.477284
N,frecuencia_bin_077,filas_W_final,2.059881,31.136564
N,frecuencia_bin_078,filas_W_final,1.7373295,31.22477
N,frecuencia_bin_079,filas_W_final,-28.728582,11.593056
N,frecuencia_bin_080,filas_W_final,3.9901998,29.968693
N,frecuencia_bin_081,filas_W_final,-28.761429,12.020226
N,frecuencia_bin_082,filas_W_final,1.964183,31.904764
N,frecuencia_bin_083,filas_W_final,1.3267907,32.00478
N,frecuencia_bin_084,filas_W_final,-27.84886,12.005099
N,frecuencia_bin_085,filas_W_final,3.8646085,30.594734
N,frecuencia_bin_086,filas_W_final,-28.277044,12.506195
N,frecuencia_bin_087,filas_W_final,1.5467123,32.535686
N,frecuencia_bin_088,filas_W_final,2.1159794,32.6079
N,frecuencia_bin_089,filas_W_final,-27.558182,12.621421
N,frecuencia_bin_090,filas_W_final,4.188378,31.212875
N,frecuencia_bin_091,filas_W_final,-28.864294,12.845439
N,frecuencia_bin_092,filas_W_final,2.1595545,33.13903
N,frecuencia_bin_093,filas_W_final,1.2089587,33.159912
N,frecuencia_bin_094,filas_W_final,-28.33086,13.032364
N,frecuencia_bin_095,filas_W_final,3.7293718,31.59567
N,frecuencia_bin_096,filas_W_final,-27.656843,13.151271
N,frecuencia_bin_097,filas_W_final,1.6801637,33.587723
N,frecuencia_bin_098,filas_W_final,2.3826454,33.750126
N,frecuencia_bin_099,filas_W_final,-28.702427,13.566668
N,frecuencia_bin_100,filas_W_final,4.1607194,32.116287
N,frecuencia_bin_101,filas_W_final,-27.851377,13.644256
N,frecuencia_bin_102,filas_W_final,1.152641,33.92929
N,frecuencia_bin_103,filas_W_final,2.1171696,34.064873
N,frecuencia_bin_104,filas_W_final,-27.167725,13.5895405
N,frecuencia_bin_105,filas_W_final,4.3763385,32.480423
N,frecuencia_bin_106,filas_W_final,-28.258316,13.960716
N,frecuencia_bin_107,filas_W_final,1.4778136,34.37179
N,frecuencia_bin_108,filas_W_final,2.6316621,34.596283
N,frecuencia_bin_109,filas_W_final,-28.741364,14.063463
N,frecuencia_bin_110,filas_W_final,3.5043325,32.722286
N,frecuencia_bin_111,filas_W_final,-27.39021,14.061601
N,frecuencia_bin_112,filas_W_final,1.9902902,34.56298
N,frecuencia_bin_113,filas_W_final,1.1592159,34.677
N,frecuencia_bin_114,filas_W_final,-27.841688,14.469795
N,frecuencia_bin_115,filas_W_final,4.1356916,33.02805
N,frecuencia_bin_116,filas_W_final,-27.09354,14.345072
N,frecuencia_bin_117,filas_W_final,1.655583,35.185368
N,frecuencia_bin_118,filas_W_final,2.033527,35.18519
N,frecuencia_bin_119,filas_W_final,-27.479948,14.784537
N,frecuencia_bin_120,filas_W_final,3.8538082,33.211723
N,frecuencia_bin_121,filas_W_final,-28.06906,14.821073
N,frecuencia_bin_122,filas_W_final,2.3713608,35.057484
N,frecuencia_bin_123,filas_W_final,1.2575889,35.128063
N,frecuencia_bin_124,filas_W_final,-28.530691,14.670934
N,frecuencia_bin_125,filas_W_final,4.1112266,33.649155
AS,frecuencia_bin_000,filas_W_final,24.111637,10.787335
AS,frecuencia_bin_001,filas_W_final,24.947327,10.831662
AS,frecuencia_bin_002,filas_W_final,28.199032,11.475739
AS,frecuencia_bin_003,filas_W_final,28.567945,10.739615
AS,frecuencia_bin_004,filas_W_final,28.225752,10.019655
AS,frecuencia_bin_005,filas_W_final,27.5054,8.758625
AS,frecuencia_bin_006,filas_W_final,27.061085,6.9791527
AS,frecuencia_bin_007,filas_W_final,26.856766,5.949257
AS,frecuencia_bin_008,filas_W_final,26.092577,4.085228
AS,frecuencia_bin_009,filas_W_final,25.721449,3.8035402
AS,frecuencia_bin_010,filas_W_final,24.82804,4.303593
AS,frecuencia_bin_011,filas_W_final,23.680893,5.3491044
AS,frecuencia_bin_012,filas_W_final,23.356081,5.7451367
AS,frecuencia_bin_013,filas_W_final,23.019997,5.6641226
AS,frecuencia_bin_014,filas_W_final,22.42369,5.1135406
AS,frecuencia_bin_015,filas_W_final,22.607674,-1.0879239
AS,frecuencia_bin_016,filas_W_final,22.342924,-1.4625984
AS,frecuencia_bin_017,filas_W_final,22.070185,-1.6947062
AS,frecuencia_bin_018,filas_W_final,21.685911,-1.9048889
AS,frecuencia_bin_019,filas_W_final,21.057074,-2.1295178
AS,frecuencia_bin_020,filas_W_final,20.443693,-2.2666266
AS,frecuencia_bin_021,filas_W_final,19.879292,-2.3362865
AS,frecuencia_bin_022,filas_W_final,19.353642,-2.3032382
AS,frecuencia_bin_023,filas_W_final,18.943964,-2.1826599
AS,frecuencia_bin_024,filas_W_final,18.535889,-2.015524
AS,frecuencia_bin_025,filas_W_final,18.171791,-1.8870702
AS,frecuencia_bin_026,filas_W_final,17.856562,-1.8352545
AS,frecuencia_bin_027,filas_W_final,17.54678,-1.6473924
AS,frecuencia_bin_028,filas_W_final,17.1687,-2.0486252
AS,frecuencia_bin_029,filas_W_final,16.69641,-2.4026551
AS,frecuencia_bin_030,filas_W_final,16.319279,-2.5757065
AS,frecuencia_bin_031,filas_W_final,16.157835,-2.9648066
AS,frecuencia_bin_032,filas_W_final,15.78675,-3.2328434
AS,frecuencia_bin_033,filas_W_final,15.21373,-3.7332342
AS,frecuencia_bin_034,filas_W_final,14.515516,-4.3239574
AS,frecuencia_bin_035,filas_W_final,13.962299,-4.5500183
AS,frecuencia_bin_036,filas_W_final,14.005174,-5.061192
AS,frecuencia_bin_037,filas_W_final,13.544637,-4.877027
AS,frecuencia_bin_038,filas_W_final,13.0966425,-5.1707664
AS,frecuencia_bin_039,filas_W_final,13.114267,-5.8200407
AS,frecuencia_bin_040,filas_W_final,12.513805,-5.580288
AS,frecuencia_bin_041,filas_W_final,12.749227,-6.341877
AS,frecuencia_bin_042,filas_W_final,12.116078,-5.818545
AS,frecuencia_bin_043,filas_W_final,12.219253,-6.1606283
AS,frecuencia_bin_044,filas_W_final,12.352703,-6.716303
AS,frecuencia_bin_045,filas_W_final,11.727521,-6.4391346
AS,frecuencia_bin_046,filas_W_final,11.819627,-7.136587
AS,frecuencia_bin_047,filas_W_final,11.228221,-7.1045313
AS,frecuencia_bin_048,filas_W_final,11.196305,-7.4869857
AS,frecuencia_bin_049,filas_W_final,10.6307125,-8.075248
AS,frecuencia_bin_050,filas_W_final,9.73208,-8.854093
AS,frecuencia_bin_051,filas_W_final,9.4707775,-9.67792
AS,frecuencia_bin_052,filas_W_final,8.990806,-9.271593
AS,frecuencia_bin_053,filas_W_final,8.826849,-9.520078
AS,frecuencia_bin_054,filas_W_final,9.057001,-10.143164
AS,frecuencia_bin_055,filas_W_final,8.303386,-9.6877165
AS,frecuencia_bin_056,filas_W_final,8.594897,-10.566689
AS,frecuencia_bin_057,filas_W_final,7.9167676,-10.300592
AS,frecuencia_bin_058,filas_W_final,7.5854063,-10.750152
AS,frecuencia_bin_059,filas_W_final,7.9051776,-11.180692
AS,frecuencia_bin_060,filas_W_final,7.176316,-10.544422
AS,frecuencia_bin_061,filas_W_final,7.303225,-11.60233
AS,frecuencia_bin_062,filas_W_final,6.7012696,-11.122522
AS,frecuencia_bin_063,filas_W_final,6.469788,-11.415536
AS,frecuencia_bin_064,filas_W_final,6.256567,-12.179639
AS,frecuencia_bin_065,filas_W_final,5.5163813,-11.789436
AS,frecuencia_bin_066,filas_W_final,5.339533,-12.963293
AS,frecuencia_bin_067,filas_W_final,4.771727,-12.513971
AS,frecuencia_bin_068,filas_W_final,4.2691693,-12.778816
AS,frecuencia_bin_069,filas_W_final,4.8628592,-13.391628
AS,frecuencia_bin_070,filas_W_final,4.609093,-12.161713
AS,frecuencia_bin_071,filas_W_final,4.4791436,-13.760181
AS,frecuencia_bin_072,filas_W_final,3.7613506,-12.784152
AS,frecuencia_bin_073,filas_W_final,3.8157284,-13.256387
AS,frecuencia_bin_074,filas_W_final,3.9609165,-13.97074
AS,frecuencia_bin_075,filas_W_final,3.2948418,-12.835878
AS,frecuencia_bin_076,filas_W_final,3.4824164,-14.279092
AS,frecuencia_bin_077,filas_W_final,3.1435952,-13.48575
AS,frecuencia_bin_078,filas_W_final,2.7051463,-13.83904
AS,frecuencia_bin_079,filas_W_final,2.2793965,-14.790065
AS,frecuencia_bin_080,filas_W_final,2.0175886,-13.902833
AS,frecuencia_bin_081,filas_W_final,1.8236295,-15.087589
AS,frecuencia_bin_082,filas_W_final,1.2388916,-14.445869
AS,frecuencia_bin_083,filas_W_final,0.9150928,-14.810987
AS,frecuencia_bin_084,filas_W_final,0.7050629,-15.810447
AS,frecuencia_bin_085,filas_W_final,0.03371639,-14.81342
AS,frecuencia_bin_086,filas_W_final,-0.09939595,-16.179337
AS,frecuencia_bin_087,filas_W_final,-0.13162152,-15.295093
AS,frecuencia_bin_088,filas_W_final,-0.49677405,-15.34929
AS,frecuencia_bin_089,filas_W_final,-0.65189993,-16.512379
AS,frecuencia_bin_090,filas_W_final,-1.109337,-15.350517
AS,frecuencia_bin_091,filas_W_final,-1.4502211,-16.896343
AS,frecuencia_bin_092,filas_W_final,-1.2813036,-15.948885
AS,frecuencia_bin_093,filas_W_final,-2.1701121,-16.341295
AS,frecuencia_bin_094,filas_W_final,-3.0294774,-17.771269
AS,frecuencia_bin_095,filas_W_final,-3.2057073,-16.337414
AS,frecuencia_bin_096,filas_W_final,-3.4808378,-18.15552
AS,frecuencia_bin_097,filas_W_final,-3.5231636,-16.810122
AS,frecuencia_bin_098,filas_W_final,-3.533243,-16.959356
AS,frecuencia_bin_099,filas_W_final,-3.8226106,-18.288513
AS,frecuencia_bin_100,filas_W_final,-4.34297,-16.700747
AS,frecuencia_bin_101,filas_W_final,-4.5749226,-18.728909
AS,frecuencia_bin_102,filas_W_final,-5.5671597,-17.352928
AS,frecuencia_bin_103,filas_W_final,-5.6413264,-17.830658
AS,frecuencia_bin_104,filas_W_final,-6.4334335,-20.048887
AS,frecuencia_bin_105,filas_W_final,-6.945595,-17.21462
AS,frecuencia_bin_106,filas_W_final,-6.9376845,-20.340435
AS,frecuencia_bin_107,filas_W_final,-6.467743,-18.11766
AS,frecuencia_bin_108,filas_W_final,-6.8854246,-17.771072
AS,frecuencia_bin_109,filas_W_final,-7.441643,-20.295967
AS,frecuencia_bin_110,filas_W_final,-7.696001,-17.30332
AS,frecuencia_bin_111,filas_W_final,-7.1644487,-21.052917
AS,frecuencia_bin_112,filas_W_final,-7.461228,-18.025723
AS,frecuencia_bin_113,filas_W_final,-7.6365304,-18.217535
AS,frecuencia_bin_114,filas_W_final,-7.964443,-20.46921
AS,frecuencia_bin_115,filas_W_final,-8.157345,-17.699032
AS,frecuencia_bin_116,filas_W_final,-7.537978,-21.149698
