fold,clase,etiqueta_binaria,archivo,ruta,error_vs_N,afinidad_mejorada_N,afinidad_f8_N,error_vs_AS,afinidad_mejorada_AS,afinidad_f8_AS,error_vs_MR,afinidad_mejorada_MR,afinidad_f8_MR,error_vs_MS,afinidad_mejorada_MS,afinidad_f8_MS,error_vs_MVP,afinidad_mejorada_MVP,afinidad_f8_MVP
1,N,normal,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_001.wav,0.07094764703201792,2.645813039674881,0.7268359661415585,0.11847728256917807,2.13303404506231,0.0034188255602575087,0.10635187782208476,2.2410020804905066,0.01341734188937219,0.09306596156147881,2.3744467731358716,0.06001876988127647,0.08255654783905801,2.4942717920880106,0.1963090965275352
1,N,normal,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_002.wav,0.0715046298987361,2.637993077550137,0.62734103726421,0.1133351718425866,2.177405728031147,0.005820889032620808,0.10494169605821782,2.2543503586832436,0.014887506245277618,0.08850148995584091,2.424735891450752,0.09367832783976392,0.07943696107696248,2.5327915142951314,0.25827223961812784
1,N,normal,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_003.wav,0.06999417075784918,2.6593433152881927,0.682131750828028,0.1157939420803143,2.1559430288531485,0.003634702715837427,0.10334844266260768,2.2696490615444986,0.01507425873690707,0.09027696604106665,2.404872933699996,0.06715450608534058,0.07942995228115429,2.532879749103306,0.23200478163388694
1,N,normal,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_004.wav,0.06962335782946398,2.664655166945136,0.649465579858856,0.11536701891398872,2.1596367637285296,0.0033872613144307175,0.10341255354374947,2.26902891669733,0.013378343136054556,0.09116827759500094,2.3950482757980636,0.05462835626003551,0.07697240563931508,2.564308289678309,0.2791404594306231
1,N,normal,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_005.wav,0.07353941349618942,2.6099337784441943,0.6543739460651249,0.12379921516045744,2.089094258328009,0.0027625557891077504,0.11002218933624976,2.20707321229408,0.0123652832486664,0.09057614667341246,2.4015643823483424,0.10254836078380866,0.0832333174340854,2.486107561384737,0.22794985411329227
1,N,normal,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_006.wav,0.07737028507140029,2.559152485906426,0.6161605307988011,0.12455433225072167,2.083013254653485,0.0046867079221435135,0.1104754220764696,2.202962207411694,0.02009505559550051,0.09720254712361959,2.3309583628835777,0.07927113445933032,0.08500557614737883,2.4650384229096516,0.27978657122422457
1,N,normal,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_007.wav,0.0786940986133929,2.542187112223054,0.5424888482416779,0.12130648997670138,2.109434960945659,0.007129311036554908,0.11040407091780947,2.20360827156346,0.021596876434207154,0.09496284817471312,2.3542695357152574,0.1037822697867061,0.08373380695313791,2.4801124767847247,0.3250026945008538
1,N,normal,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_008.wav,0.07386556627988994,2.6055085098209765,0.6248576065691337,0.12190183835222716,2.1045391617864175,0.0034382477001494113,0.10549993624755392,2.249044930354787,0.020315166075465504,0.09343411461308003,2.370498747619209,0.07505002247809403,0.0813988898765575,2.5083936439467682,0.2763389571771574
1,N,normal,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_009.wav,0.07182288973107967,2.6335520552503935,0.6733933878646442,0.11657241597149523,2.1492426027655074,0.004608484585965205,0.10542911627562308,2.2497164355243675,0.01594422458569541,0.09164394540366644,2.3898443690317444,0.07403658417890592,0.08138895948547165,2.5085156480292237,0.2320173187847894
1,N,normal,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_010.wav,0.07876661543726987,2.5412660338519695,0.6400732812267095,0.12482970477177027,2.0808048323642696,0.005948534136259556,0.11156593702417017,2.1931394994229487,0.022880636060631877,0.09708692765218087,2.332148540428916,0.09957032535187268,0.08877869122403868,2.4216086214731645,0.2315272232245262
1,N,normal,New_N_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_011.wav,0.08137022847266534,2.508745816453188,0.5481480773764269,0.12585638045761927,2.072613859777581,0.006909120992443887,0.10988914263412289,2.2082832155910244,0.03320426334183761,0.09738865581362681,2.329045545202782,0.11348570174745654,0.08756050820139,2.435425202308343,0.2982528365418351
1,N,normal,New_N_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_012.wav,0.08566097760325764,2.4573578942607166,0.5728134489176229,0.12917238523649704,2.04660744703817,0.009845043403008331,0.11949236861532218,2.1245027706094164,0.02431269350724315,0.10413402574805483,2.262076500397717,0.1020370486425708,0.09291287669131851,2.3760930346801676,0.2909917655295549
1,N,normal,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_013.wav,0.07317780524955682,2.614863110964667,0.6988155387558929,0.12611293169700358,2.0705774901431515,0.002143355153917968,0.10616313390767579,2.2427783687865643,0.018979121071157314,0.09353208834376539,2.3694507107215923,0.07550510793349564,0.08441554471749682,2.472003715221856,0.20455687708553633
