clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,25.674305,2.0048301
N,frecuencia_bin_001,filas_W_final,28.639874,5.6500993
N,frecuencia_bin_002,filas_W_final,30.403353,7.1814575
N,frecuencia_bin_003,filas_W_final,30.349094,7.5780067
N,frecuencia_bin_004,filas_W_final,28.191153,7.881297
N,frecuencia_bin_005,filas_W_final,22.149738,9.517416
N,frecuencia_bin_006,filas_W_final,19.336138,5.065214
N,frecuencia_bin_007,filas_W_final,19.51787,5.188799
N,frecuencia_bin_008,filas_W_final,19.48172,5.15846
N,frecuencia_bin_009,filas_W_final,18.554546,4.182004
N,frecuencia_bin_010,filas_W_final,17.28234,3.7759995
N,frecuencia_bin_011,filas_W_final,17.066381,3.12511
N,frecuencia_bin_012,filas_W_final,17.37333,2.7595744
N,frecuencia_bin_013,filas_W_final,17.238867,2.7208555
N,frecuencia_bin_014,filas_W_final,15.403524,2.6090932
N,frecuencia_bin_015,filas_W_final,14.166949,2.5969164
N,frecuencia_bin_016,filas_W_final,14.4416485,2.634309
N,frecuencia_bin_017,filas_W_final,14.947258,3.0500455
N,frecuencia_bin_018,filas_W_final,14.643812,3.131289
N,frecuencia_bin_019,filas_W_final,12.261811,2.7364564
N,frecuencia_bin_020,filas_W_final,11.285654,3.1616526
N,frecuencia_bin_021,filas_W_final,10.912291,2.3422136
N,frecuencia_bin_022,filas_W_final,11.635404,2.8362434
N,frecuencia_bin_023,filas_W_final,11.143939,2.9068968
N,frecuencia_bin_024,filas_W_final,7.947253,1.8950197
N,frecuencia_bin_025,filas_W_final,5.6396785,13.029274
N,frecuencia_bin_026,filas_W_final,4.987234,1.5062599
N,frecuencia_bin_027,filas_W_final,5.161328,13.628736
N,frecuencia_bin_028,filas_W_final,4.964513,13.861685
N,frecuencia_bin_029,filas_W_final,2.0300262,1.4928477
N,frecuencia_bin_030,filas_W_final,4.978155,14.249501
N,frecuencia_bin_031,filas_W_final,1.9336839,1.2090566
N,frecuencia_bin_032,filas_W_final,4.660035,14.939187
N,frecuencia_bin_033,filas_W_final,4.482113,15.427888
N,frecuencia_bin_034,filas_W_final,-1.7088195,0.22354148
N,frecuencia_bin_035,filas_W_final,4.392183,15.888612
N,frecuencia_bin_036,filas_W_final,-2.0227857,0.12190356
N,frecuencia_bin_037,filas_W_final,3.7803059,17.582396
N,frecuencia_bin_038,filas_W_final,3.6635892,18.181955
N,frecuencia_bin_039,filas_W_final,-9.615912,0.61781555
N,frecuencia_bin_040,filas_W_final,4.008355,17.650898
N,frecuencia_bin_041,filas_W_final,-10.035222,0.5699344
N,frecuencia_bin_042,filas_W_final,3.166623,19.346386
N,frecuencia_bin_043,filas_W_final,3.192485,19.700918
N,frecuencia_bin_044,filas_W_final,-11.510817,0.22680017
N,frecuencia_bin_045,filas_W_final,3.7739425,19.025389
N,frecuencia_bin_046,filas_W_final,-12.084675,0.09087102
N,frecuencia_bin_047,filas_W_final,2.8992028,20.56438
N,frecuencia_bin_048,filas_W_final,2.734409,21.01493
N,frecuencia_bin_049,filas_W_final,-13.193876,-0.18489313
N,frecuencia_bin_050,filas_W_final,3.719954,20.355553
N,frecuencia_bin_051,filas_W_final,-13.601418,-0.38300788
N,frecuencia_bin_052,filas_W_final,2.5791097,21.747147
N,frecuencia_bin_053,filas_W_final,2.4214478,22.127016
N,frecuencia_bin_054,filas_W_final,-14.248264,-0.5525474
N,frecuencia_bin_055,filas_W_final,3.5773547,21.437408
N,frecuencia_bin_056,filas_W_final,-21.90009,-3.5521786
N,frecuencia_bin_057,filas_W_final,2.1693096,23.01939
N,frecuencia_bin_058,filas_W_final,2.1642563,23.391768
N,frecuencia_bin_059,filas_W_final,-22.114056,-3.4423718
N,frecuencia_bin_060,filas_W_final,3.3578207,22.359625
N,frecuencia_bin_061,filas_W_final,-22.695093,-3.5976918
N,frecuencia_bin_062,filas_W_final,1.8044225,24.012072
N,frecuencia_bin_063,filas_W_final,1.9489911,24.38328
N,frecuencia_bin_064,filas_W_final,-23.041378,-3.6091447
N,frecuencia_bin_065,filas_W_final,3.2171593,23.3359
N,frecuencia_bin_066,filas_W_final,-23.514233,-3.782445
N,frecuencia_bin_067,filas_W_final,1.5111331,25.035662
N,frecuencia_bin_068,filas_W_final,1.6641243,25.427614
N,frecuencia_bin_069,filas_W_final,-24.312347,-4.0389347
N,frecuencia_bin_070,filas_W_final,3.023085,24.24396
N,frecuencia_bin_071,filas_W_final,-24.789593,-4.0184174
N,frecuencia_bin_072,filas_W_final,1.311158,26.200619
N,frecuencia_bin_073,filas_W_final,0.94874847,26.116932
N,frecuencia_bin_074,filas_W_final,-25.191385,-4.27163
N,frecuencia_bin_075,filas_W_final,2.8814447,25.006153
N,frecuencia_bin_076,filas_W_final,-25.986057,-4.483059
N,frecuencia_bin_077,filas_W_final,1.0563043,27.092726
N,frecuencia_bin_078,filas_W_final,0.5804888,27.12538
N,frecuencia_bin_079,filas_W_final,-26.554573,-4.3284616
N,frecuencia_bin_080,filas_W_final,2.8537686,25.865479
N,frecuencia_bin_081,filas_W_final,-26.905703,-4.910482
N,frecuencia_bin_082,filas_W_final,0.34728563,27.86743
N,frecuencia_bin_083,filas_W_final,0.8743414,28.156895
N,frecuencia_bin_084,filas_W_final,-27.196768,-4.4949703
N,frecuencia_bin_085,filas_W_final,2.5179005,26.564016
N,frecuencia_bin_086,filas_W_final,-27.828451,-4.8452783
N,frecuencia_bin_087,filas_W_final,0.04574492,28.555582
N,frecuencia_bin_088,filas_W_final,0.6432079,28.699461
N,frecuencia_bin_089,filas_W_final,-28.01454,-4.298091
N,frecuencia_bin_090,filas_W_final,2.7286224,27.307426
N,frecuencia_bin_091,filas_W_final,-28.045038,-5.2306
