clase,archivo,origen,tSNE_1,tSNE_2
N,frecuencia_bin_000,filas_W_final,27.04049,-2.9064958
N,frecuencia_bin_001,filas_W_final,28.295809,-6.411846
N,frecuencia_bin_002,filas_W_final,29.388535,-7.8863397
N,frecuencia_bin_003,filas_W_final,29.450478,-8.308539
N,frecuencia_bin_004,filas_W_final,28.907475,-9.309407
N,frecuencia_bin_005,filas_W_final,22.912586,-6.7698216
N,frecuencia_bin_006,filas_W_final,18.98673,-5.919546
N,frecuencia_bin_007,filas_W_final,19.106586,-6.0730877
N,frecuencia_bin_008,filas_W_final,19.094734,-6.0677547
N,frecuencia_bin_009,filas_W_final,18.323973,-5.508282
N,frecuencia_bin_010,filas_W_final,16.98708,-4.8325973
N,frecuencia_bin_011,filas_W_final,16.43034,-4.2418537
N,frecuencia_bin_012,filas_W_final,16.553553,-4.2140107
N,frecuencia_bin_013,filas_W_final,16.403025,-4.1662765
N,frecuencia_bin_014,filas_W_final,14.719675,-3.8411565
N,frecuencia_bin_015,filas_W_final,13.670398,-4.062046
N,frecuencia_bin_016,filas_W_final,13.88858,-3.8900485
N,frecuencia_bin_017,filas_W_final,14.287692,-3.97489
N,frecuencia_bin_018,filas_W_final,13.917975,-3.9225695
N,frecuencia_bin_019,filas_W_final,11.63436,-3.7413483
N,frecuencia_bin_020,filas_W_final,10.692552,-3.8762374
N,frecuencia_bin_021,filas_W_final,10.41488,-3.4082646
N,frecuencia_bin_022,filas_W_final,11.038731,-3.7301087
N,frecuencia_bin_023,filas_W_final,10.586416,-3.7201712
N,frecuencia_bin_024,filas_W_final,7.4183187,-3.2697315
N,frecuencia_bin_025,filas_W_final,6.8716063,-4.0089197
N,frecuencia_bin_026,filas_W_final,5.1327944,-3.3248174
N,frecuencia_bin_027,filas_W_final,5.99628,-4.134606
N,frecuencia_bin_028,filas_W_final,5.7027082,-4.156433
N,frecuencia_bin_029,filas_W_final,3.0193784,-4.241625
N,frecuencia_bin_030,filas_W_final,5.7513447,-4.666111
N,frecuencia_bin_031,filas_W_final,3.0384974,-4.226987
N,frecuencia_bin_032,filas_W_final,5.121891,-4.809689
N,frecuencia_bin_033,filas_W_final,4.7763796,-4.9405427
N,frecuencia_bin_034,filas_W_final,1.3956486,-4.693713
N,frecuencia_bin_035,filas_W_final,4.9566917,-5.4822354
N,frecuencia_bin_036,filas_W_final,1.1651161,-4.74999
N,frecuencia_bin_037,filas_W_final,3.0232635,-22.926546
N,frecuencia_bin_038,filas_W_final,2.9683936,-23.317848
