indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_0db,N,New_N_001.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.34472621959985617,10x212,0.040108100045472383,22,0.25263824233077364,0.2922666493049764,0.028865200001746416,15,0.1709063237593228,0.28480536166184806,0.006035099970176816,10,0.1534724937572944,0.2994842082734663,0.004118599928915501
1,SNR_0db,N,New_N_002.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3381245185423592,10x212,0.03534319996833801,22,0.2507617647701938,0.30968647029596197,0.024125700001604855,15,0.1560477421258641,0.3127241127941145,0.006122799939475954,10,0.1452065999533198,0.31106199829947895,0.004171599983237684
2,SNR_0db,N,New_N_003.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.34192792738063205,10x212,0.036393700051121414,22,0.25549438456217055,0.3014726100463527,0.025352500029839575,15,0.1577459054713799,0.315863391153175,0.006220799987204373,10,0.1457034811836774,0.3131446378523079,0.0039181000320240855
3,SNR_0db,N,New_N_004.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3439722181519858,10x212,0.03703559993300587,22,0.2556462602945261,0.30718806718634867,0.026660299976356328,15,0.16051235159187763,0.31674162844814585,0.005603300058282912,10,0.1540017734126747,0.31998277159019906,0.0038566000293940306
4,SNR_0db,N,New_N_005.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3380260199630112,10x212,0.037026400095783174,22,0.25258744654451476,0.3016424225784472,0.02653859998099506,15,0.162102838598168,0.30289160907863016,0.005452499957755208,10,0.14599617029796122,0.3072644910042734,0.004133600043132901
5,SNR_0db,N,New_N_006.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3436880907844622,10x212,0.034578399965539575,22,0.2536618113457055,0.3036357725168397,0.022737100021913648,15,0.16340408630992562,0.30520356640583635,0.005887200008146465,10,0.1560899119354309,0.3149402938399681,0.005142199923284352
6,SNR_0db,N,New_N_007.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.34464215218796673,10x212,0.032034199917688966,22,0.25394794491234124,0.30599522555379605,0.022049499908462167,15,0.1608990556647475,0.3098179817872263,0.005062299896962941,10,0.15436388707370732,0.304713870223897,0.0040951999835669994
7,SNR_0db,N,New_N_008.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.339129374949636,10x212,0.032015400007367134,22,0.24939915149968328,0.30084587969038706,0.021884999936446548,15,0.16567833200624302,0.29798244631052967,0.005156900035217404,10,0.1518795181638818,0.30832392470016595,0.003963099909015
8,SNR_0db,N,New_N_009.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3399334430763361,10x212,0.03428620006889105,22,0.25192257488126985,0.30020475153934134,0.024309600004926324,15,0.15671061202932768,0.309336113066626,0.005020500044338405,10,0.1540767465381441,0.3114886720886314,0.004034099983982742
9,SNR_0db,N,New_N_010.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3407012567477602,10x212,0.033929400029592216,22,0.25315283678182643,0.3010048699811866,0.02353370003402233,15,0.16035572827679842,0.3077295623497004,0.005318000097759068,10,0.1539107423353888,0.32004820516108173,0.004162600031122565
10,SNR_0db,N,New_N_011.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.34131922105952317,10x212,0.033747300039976835,22,0.2528663580088993,0.30695929525524823,0.022669199970550835,15,0.1626433207220913,0.30060602877979375,0.005407499964348972,10,0.14967943654504937,0.3093906332578565,0.0046172000002115965
11,SNR_0db,N,New_N_012.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.34332556450834767,10x212,0.03816929995082319,22,0.25508544364546,0.29836378754673787,0.027175000053830445,15,0.158415363254601,0.2970400174468745,0.006043700035661459,10,0.15567225924847566,0.3022757537757922,0.004097400000318885
12,SNR_0db,N,New_N_013.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3403591602264373,10x212,0.03561450005508959,22,0.2508400217658826,0.30965730497524013,0.024565799976699054,15,0.1629898980128023,0.30247486002757346,0.0061691999435424805,10,0.15200617759497415,0.3179590711285588,0.00395579996984452
13,SNR_0db,N,New_N_014.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.33803152917713775,10x212,0.03385709994472563,22,0.24930752124380873,0.30310079426259573,0.022250500041991472,15,0.16083410334178885,0.319875424291356,0.006571199977770448,10,0.15041919062633122,0.31593171332293435,0.004075100063346326
14,SNR_0db,N,New_N_015.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.34760196695012335,10x212,0.039840999990701675,22,0.2592768852152813,0.2991464440643978,0.02841420006006956,15,0.16636729659474966,0.30464463171634176,0.00611299998126924,10,0.1532470824049265,0.311995814749487,0.004176000016741455
15,SNR_0db,N,New_N_016.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3448980940883222,10x212,0.037339799921028316,22,0.2575627306698234,0.2969566237755425,0.02669389999937266,15,0.16047293124774314,0.3005004692607364,0.005425199982710183,10,0.15493375006597052,0.2870332367370145,0.004269800032489002
16,SNR_0db,N,New_N_017.wav,22-15-10,DeepONMF_H3,3,nndsvd,0.3467757024216084,10x212,0.03272289992310107,22,0.25823245451634835,0.3045643096495685,0.022915199981071055,15,0.16582583736831594,0.31613218847064023,0.004988200031220913,10,0.15861622494090732,0.31649007944437985,0.004010100034065545
