indice_interno,base,clase,archivo,segundos_extraccion_clasica
0,SNR_8db,N,New_N_001.wav,0.002818099921569228
1,SNR_8db,N,New_N_002.wav,0.0015182000352069736
2,SNR_8db,N,New_N_003.wav,0.001549899927340448
3,SNR_8db,N,New_N_004.wav,0.0014835000038146973
4,SNR_8db,N,New_N_005.wav,0.002230999991297722
5,SNR_8db,N,New_N_006.wav,0.0022513000294566154
6,SNR_8db,N,New_N_007.wav,0.002074299962259829
7,SNR_8db,N,New_N_008.wav,0.0015800000401213765
8,SNR_8db,N,New_N_009.wav,0.0014245000202208757
9,SNR_8db,N,New_N_010.wav,0.0015710999723523855
10,SNR_8db,N,New_N_011.wav,0.0014712000265717506
11,SNR_8db,N,New_N_012.wav,0.001347700017504394
12,SNR_8db,N,New_N_013.wav,0.0014202999882400036
13,SNR_8db,N,New_N_014.wav,0.0017501999391242862
14,SNR_8db,N,New_N_015.wav,0.001814100076444447
15,SNR_8db,N,New_N_016.wav,0.0018954999977722764
16,SNR_8db,N,New_N_017.wav,0.0025149000575765967
17,SNR_8db,N,New_N_018.wav,0.0018481999868527055
18,SNR_8db,N,New_N_019.wav,0.0020977999083697796
19,SNR_8db,N,New_N_020.wav,0.002156500006094575
20,SNR_8db,N,New_N_021.wav,0.0018495999975129962
21,SNR_8db,N,New_N_022.wav,0.0019632000476121902
22,SNR_8db,N,New_N_023.wav,0.0014582999283447862
23,SNR_8db,N,New_N_024.wav,0.0015025000320747495
24,SNR_8db,N,New_N_025.wav,0.0020776999881491065
25,SNR_8db,N,New_N_026.wav,0.0023358999751508236
26,SNR_8db,N,New_N_027.wav,0.0019548999844118953
27,SNR_8db,N,New_N_028.wav,0.0019878000020980835
28,SNR_8db,N,New_N_029.wav,0.0021030999487265944
29,SNR_8db,N,New_N_030.wav,0.0019595000194385648
30,SNR_8db,N,New_N_031.wav,0.0018129999516531825
31,SNR_8db,N,New_N_032.wav,0.0014759000623598695
32,SNR_8db,N,New_N_033.wav,0.002820999943651259
33,SNR_8db,N,New_N_034.wav,0.0023566000163555145
34,SNR_8db,N,New_N_035.wav,0.0020548999309539795
35,SNR_8db,N,New_N_036.wav,0.0020514000207185745
36,SNR_8db,N,New_N_037.wav,0.002057999954558909
37,SNR_8db,N,New_N_038.wav,0.0022405999479815364
38,SNR_8db,N,New_N_039.wav,0.0018838000250980258
39,SNR_8db,N,New_N_040.wav,0.00210379995405674
40,SNR_8db,N,New_N_041.wav,0.0026891001034528017
41,SNR_8db,N,New_N_042.wav,0.001951300073415041
42,SNR_8db,N,New_N_043.wav,0.0023571999045088887
43,SNR_8db,N,New_N_044.wav,0.001661200076341629
44,SNR_8db,N,New_N_045.wav,0.001989399897865951
45,SNR_8db,N,New_N_046.wav,0.0015641000354662538
46,SNR_8db,N,New_N_047.wav,0.002139699994586408
47,SNR_8db,N,New_N_048.wav,0.0016784999752417207
48,SNR_8db,N,New_N_049.wav,0.0024133999831974506
49,SNR_8db,N,New_N_050.wav,0.002336899982765317
50,SNR_8db,N,New_N_051.wav,0.0016774999676272273
51,SNR_8db,N,New_N_052.wav,0.0017164000310003757
52,SNR_8db,N,New_N_053.wav,0.002045599976554513
53,SNR_8db,N,New_N_054.wav,0.0014939999673515558
54,SNR_8db,N,New_N_055.wav,0.0015604000072926283
55,SNR_8db,N,New_N_056.wav,0.0019192000618204474
56,SNR_8db,N,New_N_057.wav,0.001563300029374659
57,SNR_8db,N,New_N_058.wav,0.0018272000597789884
58,SNR_8db,N,New_N_059.wav,0.0021949000656604767
59,SNR_8db,N,New_N_060.wav,0.0016209000023081899
60,SNR_8db,N,New_N_061.wav,0.002130499924533069
61,SNR_8db,N,New_N_062.wav,0.001743100001476705
62,SNR_8db,N,New_N_063.wav,0.002008700044825673
63,SNR_8db,N,New_N_064.wav,0.00200589990708977
64,SNR_8db,N,New_N_065.wav,0.0017918000230565667
65,SNR_8db,N,New_N_066.wav,0.0021907000336796045
66,SNR_8db,N,New_N_067.wav,0.0026368999388068914
67,SNR_8db,N,New_N_068.wav,0.0017941000405699015
68,SNR_8db,N,New_N_069.wav,0.001698400010354817
69,SNR_8db,N,New_N_070.wav,0.0015005000168457627
70,SNR_8db,N,New_N_071.wav,0.0015765000134706497
