indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_8db,N,New_N_001.wav,16-10-6,DeepONMF_H3,3,0.33054643029015185,6x212,0.017288400093093514,16,0.16385142297920657,0.3147059478681796,0.00872799998614937,10,0.2618125742778683,0.14223852727466035,0.004511700011789799,6,0.4390621555332979,0.12330737163792341,0.002993699978105724
1,SNR_8db,N,New_N_002.wav,16-10-6,DeepONMF_H3,3,0.28716787349933665,6x212,0.017396099981851876,16,0.16128621556105974,0.3446973848112396,0.009364699944853783,10,0.3793827654966689,0.13212801615939346,0.0039409000892192125,6,0.4308431979154921,0.1505316441292021,0.0032662999583408237
2,SNR_8db,N,New_N_003.wav,16-10-6,DeepONMF_H3,3,0.29145917159110857,6x212,0.01745339995250106,16,0.1656319996112259,0.31609908078600574,0.009823400061577559,10,0.2459327480766237,0.15318395537454807,0.003787799971178174,6,0.46764623046636095,0.18321417756572045,0.0028484000358730555
3,SNR_8db,N,New_N_004.wav,16-10-6,DeepONMF_H3,3,0.28380687775383273,6x212,0.01775730005465448,16,0.16505442998894665,0.3376802529028087,0.009769399999640882,10,0.3334160530541188,0.13228030677669597,0.0037764000007882714,6,0.44240441041764555,0.16200548816903515,0.0032719000009819865
4,SNR_8db,N,New_N_005.wav,16-10-6,DeepONMF_H3,3,0.3290887534437302,6x212,0.018777100020088255,16,0.16037293530275898,0.2939806382534727,0.010403299937024713,10,0.2616525065580649,0.12217596817716567,0.004213899956084788,6,0.4805653882882126,0.12194213503820832,0.0033183000050485134
5,SNR_8db,N,New_N_006.wav,16-10-6,DeepONMF_H3,3,0.28309693988585655,6x212,0.019373800023458898,16,0.16565589252875437,0.33537308514359754,0.010766099905595183,10,0.3369914227976665,0.1327874627476451,0.004622900043614209,6,0.38406501885903616,0.14015478512559454,0.003117699990980327
6,SNR_8db,N,New_N_007.wav,16-10-6,DeepONMF_H3,3,0.3128074631944782,6x212,0.02022219996433705,16,0.16419210781314808,0.30050234808766374,0.011664299992844462,10,0.2872263044326168,0.19261864880940568,0.0041588000021874905,6,0.5064447645723743,0.1383285135461848,0.003411600016988814
7,SNR_8db,N,New_N_008.wav,16-10-6,DeepONMF_H3,3,0.2851654067273459,6x212,0.01887000002898276,16,0.16219732326570777,0.30064711511363,0.010101600084453821,10,0.29275302201723546,0.14772187695038233,0.00379139999859035,6,0.43517810156101616,0.13544907219779576,0.003851400106213987
8,SNR_8db,N,New_N_009.wav,16-10-6,DeepONMF_H3,3,0.32234937554331455,6x212,0.017818099935539067,16,0.16378086008531856,0.2818925987593488,0.00934719992801547,10,0.2714722745204932,0.16600445908886413,0.004354799981229007,6,0.38808526943611066,0.13929803681989822,0.0031134000746533275
9,SNR_8db,N,New_N_010.wav,16-10-6,DeepONMF_H3,3,0.29579274649232334,6x212,0.016654999926686287,16,0.16378661076069953,0.2946683767231464,0.008804399985820055,10,0.24902987532552404,0.11348940931038112,0.004064299981109798,6,0.4224134682274456,0.14232001290908336,0.002926700050011277
